Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition
2023-06-14,00:00,Cow_1,11,0,6,0,33.5,Rainy
2023-06-14,00:00,Cow_2,12,0,6,0,33.5,Rainy
2023-06-14,00:00,Cow_3,10,2,3,0,33.5,Rainy
2023-06-14,00:00,Cow_4,8,2,5,0,33.5,Rainy
2023-06-14,00:00,Cow_5,9,2,4,0,33.5,Rainy
2023-06-14,00:00,Cow_6,12,0,5,0,33.5,Rainy
2023-06-14,00:00,Cow_7,10,0,5,0,33.5,Rainy
2023-06-14,00:00,Cow_8,0,0,0,15,33.5,Rainy
2023-06-14,00:00,Cow_9,11,0,5,0,33.5,Rainy
2023-06-14,00:00,Cow_10,10,1,4,0,33.5,Rainy
2023-06-14,00:15,Cow_1,11,0,5,0,28.8,Clear
2023-06-14,00:15,Cow_2,10,1,4,0,28.8,Clear
2023-06-14,00:15,Cow_3,8,3,4,0,28.8,Clear
2023-06-14,00:15,Cow_4,0,0,0,15,28.8,Clear
2023-06-14,00:15,Cow_5,9,1,5,0,28.8,Clear
2023-06-14,00:15,Cow_6,9,1,5,0,28.8,Clear
2023-06-14,00:15,Cow_7,8,3,4,0,28.8,Clear
2023-06-14,00:15,Cow_8,12,0,4,0,28.8,Clear
2023-06-14,00:15,Cow_9,12,0,5,0,28.8,Clear
2023-06-14,00:15,Cow_10,12,0,6,0,28.8,Clear
2023-06-14,00:30,Cow_1,8,3,4,0,34.7,Clear
2023-06-14,00:30,Cow_2,11,0,5,0,34.7,Clear
2023-06-14,00:30,Cow_3,10,0,6,0,34.7,Clear
2023-06-14,00:30,Cow_4,10,0,6,0,34.7,Clear
2023-06-14,00:30,Cow_5,9,1,5,0,34.7,Clear
2023-06-14,00:30,Cow_6,11,0,6,0,34.7,Clear
2023-06-14,00:30,Cow_7,10,1,4,0,34.7,Clear
2023-06-14,00:30,Cow_8,8,3,4,0,34.7,Clear
2023-06-14,00:30,Cow_9,8,3,4,0,34.7,Clear
2023-06-14,00:30,Cow_10,10,0,6,0,34.7,Clear
2023-06-14,00:45,Cow_1,8,1,6,0,31.4,Cloudy
2023-06-14,00:45,Cow_2,8,1,6,0,31.4,Cloudy
2023-06-14,00:45,Cow_3,11,0,6,0,31.4,Cloudy
2023-06-14,00:45,Cow_4,9,2,4,0,31.4,Cloudy
2023-06-14,00:45,Cow_5,9,0,6,0,31.4,Cloudy
2023-06-14,00:45,Cow_6,12,0,6,0,31.4,Cloudy
2023-06-14,00:45,Cow_7,12,0,5,0,31.4,Cloudy
2023-06-14,00:45,Cow_8,8,3,4,0,31.4,Cloudy
2023-06-14,00:45,Cow_9,10,0,5,0,31.4,Cloudy
2023-06-14,00:45,Cow_10,9,1,5,0,31.4,Cloudy
2023-06-14,01:00,Cow_1,9,4,2,0,31.0,Clear
2023-06-14,01:00,Cow_2,12,0,5,0,31.0,Clear
2023-06-14,01:00,Cow_3,10,4,1,0,31.0,Clear
2023-06-14,01:00,Cow_4,10,0,6,0,31.0,Clear
2023-06-14,01:00,Cow_5,10,0,6,0,31.0,Clear
2023-06-14,01:00,Cow_6,10,1,4,0,31.0,Clear
2023-06-14,01:00,Cow_7,12,0,5,0,31.0,Clear
2023-06-14,01:00,Cow_8,10,0,6,0,31.0,Clear
2023-06-14,01:00,Cow_9,10,0,5,0,31.0,Clear
2023-06-14,01:00,Cow_10,9,1,5,0,31.0,Clear
2023-06-14,01:15,Cow_1,11,0,4,0,26.7,Sunny
2023-06-14,01:15,Cow_2,10,1,4,0,26.7,Sunny
2023-06-14,01:15,Cow_3,11,3,1,0,26.7,Sunny
2023-06-14,01:15,Cow_4,11,0,6,0,26.7,Sunny
2023-06-14,01:15,Cow_5,10,1,4,0,26.7,Sunny
2023-06-14,01:15,Cow_6,12,0,6,0,26.7,Sunny
2023-06-14,01:15,Cow_7,8,2,5,0,26.7,Sunny
2023-06-14,01:15,Cow_8,11,0,4,0,26.7,Sunny
2023-06-14,01:15,Cow_9,11,0,6,0,26.7,Sunny
2023-06-14,01:15,Cow_10,11,0,4,0,26.7,Sunny
2023-06-14,01:30,Cow_1,9,0,6,0,29.9,Rainy
2023-06-14,01:30,Cow_2,12,0,5,0,29.9,Rainy
2023-06-14,01:30,Cow_3,9,0,6,0,29.9,Rainy
2023-06-14,01:30,Cow_4,10,1,4,0,29.9,Rainy
2023-06-14,01:30,Cow_5,11,0,5,0,29.9,Rainy
2023-06-14,01:30,Cow_6,12,0,5,0,29.9,Rainy
2023-06-14,01:30,Cow_7,12,0,6,0,29.9,Rainy
2023-06-14,01:30,Cow_8,9,2,4,0,29.9,Rainy
2023-06-14,01:30,Cow_9,11,0,5,0,29.9,Rainy
2023-06-14,01:30,Cow_10,10,0,5,0,29.9,Rainy
2023-06-14,01:45,Cow_1,12,2,1,0,32.0,Sunny
2023-06-14,01:45,Cow_2,9,2,4,0,32.0,Sunny
2023-06-14,01:45,Cow_3,11,0,5,0,32.0,Sunny
2023-06-14,01:45,Cow_4,15,0,6,0,32.0,Sunny
2023-06-14,01:45,Cow_5,8,3,4,0,32.0,Sunny
