Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition
2024-03-30,00:00,Cow_1,8,6,1,0,27.9,Clear
2024-03-30,00:00,Cow_2,8,3,4,0,27.9,Clear
2024-03-30,00:00,Cow_3,10,1,4,0,27.9,Clear
2024-03-30,00:00,Cow_4,10,1,4,0,27.9,Clear
2024-03-30,00:00,Cow_5,11,0,5,0,27.9,Clear
2024-03-30,00:00,Cow_6,8,3,4,0,27.9,Clear
2024-03-30,00:00,Cow_7,12,0,5,0,27.9,Clear
2024-03-30,00:00,Cow_8,10,0,5,0,27.9,Clear
2024-03-30,00:00,Cow_9,9,2,4,0,27.9,Clear
2024-03-30,00:00,Cow_10,11,0,6,0,27.9,Clear
2024-03-30,00:15,Cow_1,8,3,4,0,29.5,Sunny
2024-03-30,00:15,Cow_2,9,2,4,0,29.5,Sunny
2024-03-30,00:15,Cow_3,12,0,4,0,29.5,Sunny
2024-03-30,00:15,Cow_4,12,0,5,0,29.5,Sunny
2024-03-30,00:15,Cow_5,9,1,5,0,29.5,Sunny
2024-03-30,00:15,Cow_6,10,1,4,0,29.5,Sunny
2024-03-30,00:15,Cow_7,12,0,5,0,29.5,Sunny
2024-03-30,00:15,Cow_8,0,0,0,15,29.5,Sunny
2024-03-30,00:15,Cow_9,10,0,6,0,29.5,Sunny
2024-03-30,00:15,Cow_10,12,0,4,0,29.5,Sunny
2024-03-30,00:30,Cow_1,12,1,2,0,27.0,Cloudy
2024-03-30,00:30,Cow_2,8,1,6,0,27.0,Cloudy
2024-03-30,00:30,Cow_3,10,2,3,0,27.0,Cloudy
2024-03-30,00:30,Cow_4,12,0,5,0,27.0,Cloudy
2024-03-30,00:30,Cow_5,8,1,6,0,27.0,Cloudy
2024-03-30,00:30,Cow_6,12,0,6,0,27.0,Cloudy
2024-03-30,00:30,Cow_7,8,3,4,0,27.0,Cloudy
2024-03-30,00:30,Cow_8,12,0,5,0,27.0,Cloudy
2024-03-30,00:30,Cow_9,12,0,4,0,27.0,Cloudy
