Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2024-05-26,00:00,Cow_1,0,13,2,27.5,Rainy,
2024-05-26,00:00,Cow_2,13,1,1,27.5,Rainy,
2024-05-26,00:00,Cow_3,10,0,5,27.5,Rainy,
2024-05-26,00:00,Cow_4,0,0,15,27.5,Rainy,
2024-05-26,00:00,Cow_5,2,13,0,27.5,Rainy,
2024-05-26,00:00,Cow_6,14,0,1,27.5,Rainy,
2024-05-26,00:00,Cow_7,2,4,9,27.5,Rainy,
2024-05-26,00:00,Cow_8,11,4,0,27.5,Rainy,
2024-05-26,00:00,Cow_9,12,0,3,27.5,Rainy,
2024-05-26,00:00,Cow_10,6,2,7,27.5,Rainy,
2024-05-26,00:15,Cow_1,9,1,5,27.3,Clear,
2024-05-26,00:15,Cow_2,6,9,0,27.3,Clear,
2024-05-26,00:15,Cow_3,10,1,4,27.3,Clear,
2024-05-26,00:15,Cow_4,8,0,7,27.3,Clear,
2024-05-26,00:15,Cow_5,15,0,0,27.3,Clear,
2024-05-26,00:15,Cow_6,0,7,8,27.3,Clear,
2024-05-26,00:15,Cow_7,0,5,10,27.3,Clear,
2024-05-26,00:15,Cow_8,11,2,2,27.3,Clear,
2024-05-26,00:15,Cow_9,6,8,1,27.3,Clear,
2024-05-26,00:15,Cow_10,5,7,3,27.3,Clear,
2024-05-26,00:30,Cow_1,7,7,1,30.6,Cloudy,
2024-05-26,00:30,Cow_2,4,5,6,30.6,Cloudy,
2024-05-26,00:30,Cow_3,1,9,5,30.6,Cloudy,
2024-05-26,00:30,Cow_4,4,11,0,30.6,Cloudy,
2024-05-26,00:30,Cow_5,1,10,4,30.6,Cloudy,
2024-05-26,00:30,Cow_6,6,8,1,30.6,Cloudy,
2024-05-26,00:30,Cow_7,3,9,3,30.6,Cloudy,
2024-05-26,00:30,Cow_8,5,5,5,30.6,Cloudy,
2024-05-26,00:30,Cow_9,15,0,0,30.6,Cloudy,
2024-05-26,00:30,Cow_10,1,3,11,30.6,Cloudy,
2024-05-26,00:45,Cow_1,2,11,2,28.3,Clear,
