Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition
2023-09-10,00:00,Cow_1,8,3,4,0,31.7,Clear
2023-09-10,00:00,Cow_2,10,0,5,0,31.7,Clear
2023-09-10,00:00,Cow_3,9,1,5,0,31.7,Clear
2023-09-10,00:00,Cow_4,11,0,6,0,31.7,Clear
2023-09-10,00:00,Cow_5,11,0,6,0,31.7,Clear
2023-09-10,00:00,Cow_6,11,0,4,0,31.7,Clear
2023-09-10,00:00,Cow_7,12,0,5,0,31.7,Clear
2023-09-10,00:00,Cow_8,9,0,6,0,31.7,Clear
2023-09-10,00:00,Cow_9,9,0,6,0,31.7,Clear
2023-09-10,00:00,Cow_10,12,0,5,0,31.7,Clear
2023-09-10,00:15,Cow_1,12,0,5,0,25.1,Sunny
2023-09-10,00:15,Cow_2,9,1,5,0,25.1,Sunny
2023-09-10,00:15,Cow_3,11,2,2,0,25.1,Sunny
2023-09-10,00:15,Cow_4,10,1,4,0,25.1,Sunny
2023-09-10,00:15,Cow_5,10,0,6,0,25.1,Sunny
2023-09-10,00:15,Cow_6,0,0,0,15,25.1,Sunny
2023-09-10,00:15,Cow_7,10,0,6,0,25.1,Sunny
2023-09-10,00:15,Cow_8,9,0,6,0,25.1,Sunny
2023-09-10,00:15,Cow_9,12,0,6,0,25.1,Sunny
2023-09-10,00:15,Cow_10,8,1,6,0,25.1,Sunny
2023-09-10,00:30,Cow_1,8,3,4,0,30.8,Sunny
2023-09-10,00:30,Cow_2,11,0,6,0,30.8,Sunny
2023-09-10,00:30,Cow_3,12,0,5,0,30.8,Sunny
2023-09-10,00:30,Cow_4,12,0,5,0,30.8,Sunny
2023-09-10,00:30,Cow_5,8,2,5,0,30.8,Sunny
2023-09-10,00:30,Cow_6,12,0,5,0,30.8,Sunny
2023-09-10,00:30,Cow_7,11,0,4,0,30.8,Sunny
2023-09-10,00:30,Cow_8,10,0,5,0,30.8,Sunny
2023-09-10,00:30,Cow_9,10,1,4,0,30.8,Sunny
2023-09-10,00:30,Cow_10,11,0,5,0,30.8,Sunny
2023-09-10,00:45,Cow_1,0,0,0,15,32.0,Clear
2023-09-10,00:45,Cow_2,12,0,4,0,32.0,Clear
2023-09-10,00:45,Cow_3,0,0,0,15,32.0,Clear
2023-09-10,00:45,Cow_4,15,0,4,0,32.0,Clear
2023-09-10,00:45,Cow_5,11,0,4,0,32.0,Clear
2023-09-10,00:45,Cow_6,12,0,6,0,32.0,Clear
2023-09-10,00:45,Cow_7,11,0,5,0,32.0,Clear
2023-09-10,00:45,Cow_8,12,0,6,0,32.0,Clear
2023-09-10,00:45,Cow_9,8,2,5,0,32.0,Clear
2023-09-10,00:45,Cow_10,8,1,6,0,32.0,Clear
2023-09-10,01:00,Cow_1,8,3,4,0,26.8,Sunny
2023-09-10,01:00,Cow_2,12,0,5,0,26.8,Sunny
2023-09-10,01:00,Cow_3,9,1,5,0,26.8,Sunny
2023-09-10,01:00,Cow_4,13,0,4,0,26.8,Sunny
2023-09-10,01:00,Cow_5,12,0,4,0,26.8,Sunny
2023-09-10,01:00,Cow_6,10,0,5,0,26.8,Sunny
2023-09-10,01:00,Cow_7,10,1,4,0,26.8,Sunny
2023-09-10,01:00,Cow_8,9,1,5,0,26.8,Sunny
2023-09-10,01:00,Cow_9,12,0,5,0,26.8,Sunny
2023-09-10,01:00,Cow_10,11,0,5,0,26.8,Sunny
2023-09-10,01:15,Cow_1,10,0,5,0,26.6,Cloudy
2023-09-10,01:15,Cow_2,10,0,6,0,26.6,Cloudy
2023-09-10,01:15,Cow_3,10,1,4,0,26.6,Cloudy
2023-09-10,01:15,Cow_4,9,0,6,0,26.6,Cloudy
2023-09-10,01:15,Cow_5,9,1,5,0,26.6,Cloudy
