Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2024-05-19,00:00,Cow_1,15,0,0,34.6,Sunny,
2024-05-19,00:00,Cow_2,0,15,0,34.6,Sunny,
2024-05-19,00:00,Cow_3,2,6,7,34.6,Sunny,
2024-05-19,00:00,Cow_4,10,4,1,34.6,Sunny,
2024-05-19,00:00,Cow_5,0,7,8,34.6,Sunny,
2024-05-19,00:00,Cow_6,12,3,0,34.6,Sunny,
2024-05-19,00:00,Cow_7,9,6,0,34.6,Sunny,
2024-05-19,00:00,Cow_8,4,10,1,34.6,Sunny,
2024-05-19,00:00,Cow_9,4,3,8,34.6,Sunny,
2024-05-19,00:00,Cow_10,14,0,1,34.6,Sunny,
2024-05-19,00:15,Cow_1,5,5,5,29.4,Sunny,
2024-05-19,00:15,Cow_2,2,6,7,29.4,Sunny,
2024-05-19,00:15,Cow_3,7,6,2,29.4,Sunny,
2024-05-19,00:15,Cow_4,14,0,1,29.4,Sunny,
2024-05-19,00:15,Cow_5,14,1,0,29.4,Sunny,
2024-05-19,00:15,Cow_6,9,2,4,29.4,Sunny,
2024-05-19,00:15,Cow_7,7,8,0,29.4,Sunny,
2024-05-19,00:15,Cow_8,10,5,0,29.4,Sunny,
2024-05-19,00:15,Cow_9,6,4,5,29.4,Sunny,
2024-05-19,00:15,Cow_10,0,10,5,29.4,Sunny,
2024-05-19,00:30,Cow_1,10,1,4,26.9,Sunny,
2024-05-19,00:30,Cow_2,3,5,7,26.9,Sunny,
2024-05-19,00:30,Cow_3,2,9,4,26.9,Sunny,
2024-05-19,00:30,Cow_4,6,5,4,26.9,Sunny,
2024-05-19,00:30,Cow_5,1,7,7,26.9,Sunny,
2024-05-19,00:30,Cow_6,15,0,0,26.9,Sunny,
2024-05-19,00:30,Cow_7,0,5,10,26.9,Sunny,
2024-05-19,00:30,Cow_8,3,10,2,26.9,Sunny,
2024-05-19,00:30,Cow_9,7,1,7,26.9,Sunny,
2024-05-19,00:30,Cow_10,15,0,0,26.9,Sunny,
2024-05-19,00:45,Cow_1,11,1,3,28.1,Rainy,
2024-05-19,00:45,Cow_2,15,0,0,28.1,Rainy,
2024-05-19,00:45,Cow_3,1,8,6,28.1,Rainy,
2024-05-19,00:45,Cow_4,6,7,2,28.1,Rainy,
2024-05-19,00:45,Cow_5,2,11,2,28.1,Rainy,
2024-05-19,00:45,Cow_6,13,1,1,28.1,Rainy,
2024-05-19,00:45,Cow_7,5,5,5,28.1,Rainy,
2024-05-19,00:45,Cow_8,15,0,0,28.1,Rainy,
2024-05-19,00:45,Cow_9,14,0,1,28.1,Rainy,
2024-05-19,00:45,Cow_10,7,0,8,28.1,Rainy,
2024-05-19,01:00,Cow_1,12,3,0,27.4,Clear,
2024-05-19,01:00,Cow_2,15,0,0,27.4,Clear,
2024-05-19,01:00,Cow_3,9,3,3,27.4,Clear,
2024-05-19,01:00,Cow_4,0,14,1,27.4,Clear,
2024-05-19,01:00,Cow_5,10,4,1,27.4,Clear,
2024-05-19,01:00,Cow_6,14,0,1,27.4,Clear,
2024-05-19,01:00,Cow_7,12,0,3,27.4,Clear,
2024-05-19,01:00,Cow_8,14,0,1,27.4,Clear,
2024-05-19,01:00,Cow_9,13,1,1,27.4,Clear,
2024-05-19,01:00,Cow_10,9,5,1,27.4,Clear,
2024-05-19,01:15,Cow_1,8,4,3,27.2,Sunny,
2024-05-19,01:15,Cow_2,10,1,4,27.2,Sunny,
2024-05-19,01:15,Cow_3,7,4,4,27.2,Sunny,
2024-05-19,01:15,Cow_4,5,4,6,27.2,Sunny,
2024-05-19,01:15,Cow_5,2,4,9,27.2,Sunny,
2024-05-19,01:15,Cow_6,13,1,1,27.2,Sunny,
2024-05-19,01:15,Cow_7,12,0,3,27.2,Sunny,
2024-05-19,01:15,Cow_8,9,3,3,27.2,Sunny,
2024-05-19,01:15,Cow_9,9,3,3,27.2,Sunny,
2024-05-19,01:15,Cow_10,5,10,0,27.2,Sunny,
2024-05-19,01:30,Cow_1,10,3,2,27.2,Clear,
2024-05-19,01:30,Cow_2,4,2,9,27.2,Clear,
2024-05-19,01:30,Cow_3,10,2,3,27.2,Clear,
2024-05-19,01:30,Cow_4,8,3,4,27.2,Clear,
2024-05-19,01:30,Cow_5,7,0,8,27.2,Clear,
2024-05-19,01:30,Cow_6,15,0,0,27.2,Clear,
2024-05-19,01:30,Cow_7,8,3,4,27.2,Clear,
2024-05-19,01:30,Cow_8,4,5,6,27.2,Clear,
2024-05-19,01:30,Cow_9,5,5,5,27.2,Clear,
2024-05-19,01:30,Cow_10,13,0,2,27.2,Clear,
2024-05-19,01:45,Cow_1,3,0,12,30.8,Clear,
2024-05-19,01:45,Cow_2,7,8,0,30.8,Clear,
2024-05-19,01:45,Cow_3,5,9,1,30.8,Clear,
2024-05-19,01:45,Cow_4,13,1,1,30.8,Clear,
2024-05-19,01:45,Cow_5,8,6,1,30.8,Clear,
2024-05-19,01:45,Cow_6,10,3,2,30.8,Clear,
2024-05-19,01:45,Cow_7,2,3,10,30.8,Clear,
2024-05-19,01:45,Cow_8,3,3,9,30.8,Clear,
2024-05-19,01:45,Cow_9,0,9,6,30.8,Clear,
2024-05-19,01:45,Cow_10,9,5,1,30.8,Clear,
2024-05-19,02:00,Cow_1,3,5,7,30.7,Clear,
2024-05-19,02:00,Cow_2,5,2,8,30.7,Clear,
2024-05-19,02:00,Cow_3,11,2,2,30.7,Clear,
2024-05-19,02:00,Cow_4,14,0,1,30.7,Clear,
2024-05-19,02:00,Cow_5,8,3,4,30.7,Clear,
2024-05-19,02:00,Cow_6,14,1,0,30.7,Clear,
2024-05-19,02:00,Cow_7,6,5,4,30.7,Clear,
2024-05-19,02:00,Cow_8,2,2,11,30.7,Clear,
2024-05-19,02:00,Cow_9,8,1,6,30.7,Clear,
2024-05-19,02:00,Cow_10,10,3,2,30.7,Clear,
2024-05-19,02:15,Cow_1,7,7,1,30.7,Rainy,
2024-05-19,02:15,Cow_2,10,5,0,30.7,Rainy,
2024-05-19,02:15,Cow_3,10,2,3,30.7,Rainy,
2024-05-19,02:15,Cow_4,7,3,5,30.7,Rainy,
2024-05-19,02:15,Cow_5,5,3,7,30.7,Rainy,
2024-05-19,02:15,Cow_6,11,0,4,30.7,Rainy,
2024-05-19,02:15,Cow_7,5,9,1,30.7,Rainy,
2024-05-19,02:15,Cow_8,1,0,14,30.7,Rainy,
2024-05-19,02:15,Cow_9,1,2,12,30.7,Rainy,
2024-05-19,02:15,Cow_10,2,13,0,30.7,Rainy,
2024-05-19,02:30,Cow_1,9,2,4,25.6,Cloudy,
2024-05-19,02:30,Cow_2,12,0,3,25.6,Cloudy,
2024-05-19,02:30,Cow_3,14,1,0,25.6,Cloudy,
2024-05-19,02:30,Cow_4,14,1,0,25.6,Cloudy,
2024-05-19,02:30,Cow_5,10,2,3,25.6,Cloudy,
2024-05-19,02:30,Cow_6,10,2,3,25.6,Cloudy,
2024-05-19,02:30,Cow_7,7,3,5,25.6,Cloudy,
2024-05-19,02:30,Cow_8,15,0,0,25.6,Cloudy,
2024-05-19,02:30,Cow_9,12,1,2,25.6,Cloudy,
2024-05-19,02:30,Cow_10,14,1,0,25.6,Cloudy,
2024-05-19,02:45,Cow_1,9,5,1,29.0,Sunny,
2024-05-19,02:45,Cow_2,5,2,8,29.0,Sunny,
2024-05-19,02:45,Cow_3,2,1,12,29.0,Sunny,
2024-05-19,02:45,Cow_4,9,3,3,29.0,Sunny,
2024-05-19,02:45,Cow_5,9,3,3,29.0,Sunny,
2024-05-19,02:45,Cow_6,7,3,5,29.0,Sunny,
2024-05-19,02:45,Cow_7,3,5,7,29.0,Sunny,
2024-05-19,02:45,Cow_8,4,11,0,29.0,Sunny,
2024-05-19,02:45,Cow_9,8,7,0,29.0,Sunny,
2024-05-19,02:45,Cow_10,13,2,0,29.0,Sunny,
2024-05-19,03:00,Cow_1,2,2,11,30.6,Sunny,
2024-05-19,03:00,Cow_2,14,1,0,30.6,Sunny,
2024-05-19,03:00,Cow_3,11,2,2,30.6,Sunny,
2024-05-19,03:00,Cow_4,15,0,0,30.6,Sunny,
2024-05-19,03:00,Cow_5,10,2,3,30.6,Sunny,
2024-05-19,03:00,Cow_6,11,2,2,30.6,Sunny,
2024-05-19,03:00,Cow_7,5,9,1,30.6,Sunny,
2024-05-19,03:00,Cow_8,13,1,1,30.6,Sunny,
2024-05-19,03:00,Cow_9,14,0,1,30.6,Sunny,
2024-05-19,03:00,Cow_10,0,12,3,30.6,Sunny,
2024-05-19,03:15,Cow_1,14,0,1,29.7,Sunny,
2024-05-19,03:15,Cow_2,9,5,1,29.7,Sunny,
2024-05-19,03:15,Cow_3,6,3,6,29.7,Sunny,
2024-05-19,03:15,Cow_4,15,0,0,29.7,Sunny,
2024-05-19,03:15,Cow_5,2,3,10,29.7,Sunny,
2024-05-19,03:15,Cow_6,13,0,2,29.7,Sunny,
2024-05-19,03:15,Cow_7,2,11,2,29.7,Sunny,
2024-05-19,03:15,Cow_8,11,0,4,29.7,Sunny,
2024-05-19,03:15,Cow_9,9,5,1,29.7,Sunny,
2024-05-19,03:15,Cow_10,3,7,5,29.7,Sunny,
2024-05-19,03:30,Cow_1,11,0,4,29.2,Rainy,
2024-05-19,03:30,Cow_2,3,2,10,29.2,Rainy,
2024-05-19,03:30,Cow_3,5,1,9,29.2,Rainy,
2024-05-19,03:30,Cow_4,0,7,8,29.2,Rainy,
2024-05-19,03:30,Cow_5,10,1,4,29.2,Rainy,
2024-05-19,03:30,Cow_6,9,6,0,29.2,Rainy,
2024-05-19,03:30,Cow_7,1,0,14,29.2,Rainy,
2024-05-19,03:30,Cow_8,15,0,0,29.2,Rainy,
2024-05-19,03:30,Cow_9,9,3,3,29.2,Rainy,
2024-05-19,03:30,Cow_10,10,0,5,29.2,Rainy,
2024-05-19,03:45,Cow_1,6,0,9,28.9,Clear,
2024-05-19,03:45,Cow_2,5,3,7,28.9,Clear,
2024-05-19,03:45,Cow_3,7,4,4,28.9,Clear,
2024-05-19,03:45,Cow_4,2,1,12,28.9,Clear,
2024-05-19,03:45,Cow_5,3,12,0,28.9,Clear,
2024-05-19,03:45,Cow_6,15,0,0,28.9,Clear,
2024-05-19,03:45,Cow_7,14,0,1,28.9,Clear,
2024-05-19,03:45,Cow_8,12,0,3,28.9,Clear,
2024-05-19,03:45,Cow_9,13,2,0,28.9,Clear,
2024-05-19,03:45,Cow_10,5,4,6,28.9,Clear,
2024-05-19,04:00,Cow_1,13,2,0,30.7,Sunny,
2024-05-19,04:00,Cow_2,3,11,1,30.7,Sunny,
2024-05-19,04:00,Cow_3,0,1,14,30.7,Sunny,
2024-05-19,04:00,Cow_4,7,7,1,30.7,Sunny,
2024-05-19,04:00,Cow_5,4,5,6,30.7,Sunny,
2024-05-19,04:00,Cow_6,9,1,5,30.7,Sunny,
2024-05-19,04:00,Cow_7,6,0,9,30.7,Sunny,
2024-05-19,04:00,Cow_8,14,0,1,30.7,Sunny,
2024-05-19,04:00,Cow_9,6,2,7,30.7,Sunny,
2024-05-19,04:00,Cow_10,13,2,0,30.7,Sunny,
2024-05-19,04:15,Cow_1,6,1,8,34.0,Clear,
2024-05-19,04:15,Cow_2,0,4,11,34.0,Clear,
2024-05-19,04:15,Cow_3,4,4,7,34.0,Clear,
2024-05-19,04:15,Cow_4,11,1,3,34.0,Clear,
2024-05-19,04:15,Cow_5,8,2,5,34.0,Clear,
2024-05-19,04:15,Cow_6,5,5,5,34.0,Clear,
2024-05-19,04:15,Cow_7,11,0,4,34.0,Clear,
2024-05-19,04:15,Cow_8,6,1,8,34.0,Clear,
2024-05-19,04:15,Cow_9,5,10,0,34.0,Clear,
2024-05-19,04:15,Cow_10,9,6,0,34.0,Clear,
2024-05-19,04:30,Cow_1,4,10,1,33.3,Rainy,
2024-05-19,04:30,Cow_2,2,2,11,33.3,Rainy,
2024-05-19,04:30,Cow_3,1,7,7,33.3,Rainy,
2024-05-19,04:30,Cow_4,9,0,6,33.3,Rainy,
2024-05-19,04:30,Cow_5,1,10,4,33.3,Rainy,
2024-05-19,04:30,Cow_6,0,1,14,33.3,Rainy,
2024-05-19,04:30,Cow_7,2,10,3,33.3,Rainy,
2024-05-19,04:30,Cow_8,14,1,0,33.3,Rainy,
2024-05-19,04:30,Cow_9,0,8,7,33.3,Rainy,
2024-05-19,04:30,Cow_10,1,9,5,33.3,Rainy,
2024-05-19,04:45,Cow_1,11,0,4,29.5,Cloudy,
2024-05-19,04:45,Cow_2,12,3,0,29.5,Cloudy,
2024-05-19,04:45,Cow_3,10,0,5,29.5,Cloudy,
2024-05-19,04:45,Cow_4,13,2,0,29.5,Cloudy,
2024-05-19,04:45,Cow_5,9,5,1,29.5,Cloudy,
2024-05-19,04:45,Cow_6,14,0,1,29.5,Cloudy,
2024-05-19,04:45,Cow_7,0,1,14,29.5,Cloudy,
2024-05-19,04:45,Cow_8,0,2,13,29.5,Cloudy,
2024-05-19,04:45,Cow_9,7,3,5,29.5,Cloudy,
2024-05-19,04:45,Cow_10,9,5,1,29.5,Cloudy,
2024-05-19,05:00,Cow_1,9,4,2,34.4,Sunny,
2024-05-19,05:00,Cow_2,9,5,1,34.4,Sunny,
2024-05-19,05:00,Cow_3,14,0,1,34.4,Sunny,
2024-05-19,05:00,Cow_4,15,0,0,34.4,Sunny,
2024-05-19,05:00,Cow_5,11,2,2,34.4,Sunny,
2024-05-19,05:00,Cow_6,14,0,1,34.4,Sunny,
2024-05-19,05:00,Cow_7,13,1,1,34.4,Sunny,
2024-05-19,05:00,Cow_8,14,0,1,34.4,Sunny,
2024-05-19,05:00,Cow_9,2,13,0,34.4,Sunny,
2024-05-19,05:00,Cow_10,2,11,2,34.4,Sunny,
2024-05-19,05:15,Cow_1,8,7,0,30.2,Rainy,
2024-05-19,05:15,Cow_2,8,0,7,30.2,Rainy,
2024-05-19,05:15,Cow_3,10,3,2,30.2,Rainy,
2024-05-19,05:15,Cow_4,0,4,11,30.2,Rainy,
2024-05-19,05:15,Cow_5,9,3,3,30.2,Rainy,
2024-05-19,05:15,Cow_6,12,3,0,30.2,Rainy,
2024-05-19,05:15,Cow_7,7,5,3,30.2,Rainy,
2024-05-19,05:15,Cow_8,3,9,3,30.2,Rainy,
2024-05-19,05:15,Cow_9,12,1,2,30.2,Rainy,
2024-05-19,05:15,Cow_10,5,2,8,30.2,Rainy,
2024-05-19,05:30,Cow_1,0,0,15,26.2,Clear,
2024-05-19,05:30,Cow_2,5,9,1,26.2,Clear,
2024-05-19,05:30,Cow_3,11,3,1,26.2,Clear,
2024-05-19,05:30,Cow_4,2,5,8,26.2,Clear,
2024-05-19,05:30,Cow_5,12,0,3,26.2,Clear,
2024-05-19,05:30,Cow_6,11,3,1,26.2,Clear,
2024-05-19,05:30,Cow_7,2,7,6,26.2,Clear,
2024-05-19,05:30,Cow_8,2,10,3,26.2,Clear,
2024-05-19,05:30,Cow_9,8,7,0,26.2,Clear,
2024-05-19,05:30,Cow_10,5,1,9,26.2,Clear,
2024-05-19,05:45,Cow_1,14,1,0,27.7,Clear,
2024-05-19,05:45,Cow_2,11,4,0,27.7,Clear,
2024-05-19,05:45,Cow_3,5,7,3,27.7,Clear,
2024-05-19,05:45,Cow_4,5,0,10,27.7,Clear,
2024-05-19,05:45,Cow_5,8,7,0,27.7,Clear,
2024-05-19,05:45,Cow_6,9,4,2,27.7,Clear,
2024-05-19,05:45,Cow_7,6,0,9,27.7,Clear,
2024-05-19,05:45,Cow_8,13,0,2,27.7,Clear,
2024-05-19,05:45,Cow_9,1,7,7,27.7,Clear,
2024-05-19,05:45,Cow_10,7,5,3,27.7,Clear,
2024-05-19,06:00,Cow_1,15,0,0,25.9,Clear,
2024-05-19,06:00,Cow_2,4,7,4,25.9,Clear,
2024-05-19,06:00,Cow_3,10,5,0,25.9,Clear,
2024-05-19,06:00,Cow_4,10,1,4,25.9,Clear,
2024-05-19,06:00,Cow_5,0,9,6,25.9,Clear,
2024-05-19,06:00,Cow_6,6,2,7,25.9,Clear,
2024-05-19,06:00,Cow_7,6,4,5,25.9,Clear,
2024-05-19,06:00,Cow_8,0,13,2,25.9,Clear,
2024-05-19,06:00,Cow_9,2,8,5,25.9,Clear,
2024-05-19,06:00,Cow_10,14,0,1,25.9,Clear,
2024-05-19,06:15,Cow_1,3,12,0,27.6,Clear,
2024-05-19,06:15,Cow_2,9,3,3,27.6,Clear,
2024-05-19,06:15,Cow_3,13,0,2,27.6,Clear,
2024-05-19,06:15,Cow_4,7,5,3,27.6,Clear,
2024-05-19,06:15,Cow_5,11,0,4,27.6,Clear,
2024-05-19,06:15,Cow_6,1,12,2,27.6,Clear,
2024-05-19,06:15,Cow_7,13,2,0,27.6,Clear,
2024-05-19,06:15,Cow_8,4,6,5,27.6,Clear,
2024-05-19,06:15,Cow_9,11,0,4,27.6,Clear,
2024-05-19,06:15,Cow_10,0,9,6,27.6,Clear,
2024-05-19,06:30,Cow_1,7,3,5,35.0,Cloudy,
2024-05-19,06:30,Cow_2,9,2,4,35.0,Cloudy,
2024-05-19,06:30,Cow_3,1,0,14,35.0,Cloudy,
2024-05-19,06:30,Cow_4,7,2,6,35.0,Cloudy,
2024-05-19,06:30,Cow_5,4,6,5,35.0,Cloudy,
2024-05-19,06:30,Cow_6,0,11,4,35.0,Cloudy,
2024-05-19,06:30,Cow_7,2,11,2,35.0,Cloudy,
2024-05-19,06:30,Cow_8,4,9,2,35.0,Cloudy,
2024-05-19,06:30,Cow_9,6,9,0,35.0,Cloudy,
2024-05-19,06:30,Cow_10,13,2,0,35.0,Cloudy,
