Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2024-03-23,00:00,Cow_1,13,0,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_2,13,0,5,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_3,10,2,3,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_4,10,0,8,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_5,6,5,4,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_6,6,2,7,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_7,12,0,5,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_8,9,4,2,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_9,14,7,0,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_10,9,0,6,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_11,7,9,0,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_12,9,1,5,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_13,8,10,0,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_14,6,5,4,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_15,9,3,3,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_16,12,0,5,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_17,10,0,5,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_18,4,7,4,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_19,6,5,4,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_20,5,6,4,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_21,7,5,3,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_22,3,4,8,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_23,5,7,3,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_24,8,1,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_25,11,0,6,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_26,14,0,7,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_27,0,0,0,15,30.3,Clear,Field C
2024-03-23,00:00,Cow_28,12,0,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_29,5,2,8,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_30,4,6,5,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_31,14,3,0,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_32,8,0,8,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_33,10,2,3,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_34,9,7,0,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_35,5,7,3,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_36,0,0,0,15,30.3,Clear,Field C
2024-03-23,00:00,Cow_37,4,4,7,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_38,5,4,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_39,7,5,3,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_40,5,5,5,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_41,2,5,8,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_42,0,0,0,15,30.3,Clear,Field B
2024-03-23,00:00,Cow_43,5,10,0,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_44,3,8,4,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_45,6,4,5,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_46,7,3,5,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_47,1,9,5,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_48,6,4,5,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_49,13,0,3,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_50,6,6,3,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_51,9,9,0,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_52,13,4,0,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_53,0,0,0,15,30.3,Clear,Field B
2024-03-23,00:00,Cow_54,0,8,7,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_55,5,10,0,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_56,2,8,5,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_57,7,3,5,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_58,13,4,0,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_59,11,8,0,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_60,5,7,3,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_61,7,10,0,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_62,2,7,6,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_63,10,2,3,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_64,8,2,5,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_65,2,8,5,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_66,8,1,6,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_67,6,3,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_68,9,8,0,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_69,4,7,4,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_70,11,9,0,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_71,7,6,2,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_72,12,0,5,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_73,13,0,3,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_74,10,0,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_75,0,0,0,15,30.3,Clear,Field B
2024-03-23,00:00,Cow_76,7,3,5,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_77,9,3,3,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_78,5,8,2,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_79,7,7,1,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_80,5,5,5,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_81,13,0,5,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_82,12,9,0,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_83,11,7,0,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_84,14,7,0,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_85,3,4,8,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_86,6,5,4,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_87,4,8,3,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_88,7,6,2,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_89,0,0,0,15,30.3,Clear,Field A
2024-03-23,00:00,Cow_90,11,7,0,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_91,7,3,5,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_92,5,6,4,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_93,13,0,8,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_94,9,2,4,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_95,7,3,5,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_96,7,4,4,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_97,8,1,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_98,2,6,7,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_99,10,1,4,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_100,10,2,3,0,30.3,Clear,Field B
2024-03-23,00:00,Cow_101,2,7,6,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_102,11,4,0,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_103,14,0,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_104,8,1,6,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_105,11,0,6,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_106,12,0,4,0,30.3,Clear,Field A
2024-03-23,00:00,Cow_107,8,3,4,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_108,6,5,4,0,30.3,Clear,Field C
2024-03-23,00:00,Cow_109,10,0,5,0,30.3,Clear,Field C
