Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2024-02-08,00:00,Cow_1,8,1,6,31.0,Cloudy
2024-02-08,00:00,Cow_2,10,4,1,31.0,Cloudy
2024-02-08,00:00,Cow_3,8,1,6,31.0,Cloudy
2024-02-08,00:00,Cow_4,12,0,3,31.0,Cloudy
2024-02-08,00:00,Cow_5,14,0,1,31.0,Cloudy
2024-02-08,00:00,Cow_6,11,0,4,31.0,Cloudy
2024-02-08,00:00,Cow_7,12,0,3,31.0,Cloudy
2024-02-08,00:00,Cow_8,2,1,12,31.0,Cloudy
2024-02-08,00:00,Cow_9,10,0,5,31.0,Cloudy
2024-02-08,00:00,Cow_10,15,0,0,31.0,Cloudy
2024-02-08,00:15,Cow_1,15,0,0,32.6,Sunny
2024-02-08,00:15,Cow_2,14,0,1,32.6,Sunny
2024-02-08,00:15,Cow_3,11,1,3,32.6,Sunny
2024-02-08,00:15,Cow_4,2,3,10,32.6,Sunny
2024-02-08,00:15,Cow_5,8,7,0,32.6,Sunny
2024-02-08,00:15,Cow_6,3,9,3,32.6,Sunny
2024-02-08,00:15,Cow_7,4,7,4,32.6,Sunny
2024-02-08,00:15,Cow_8,15,0,0,32.6,Sunny
2024-02-08,00:15,Cow_9,2,13,0,32.6,Sunny
2024-02-08,00:15,Cow_10,1,4,10,32.6,Sunny
2024-02-08,00:30,Cow_1,6,1,8,26.3,Clear
2024-02-08,00:30,Cow_2,15,0,0,26.3,Clear
2024-02-08,00:30,Cow_3,4,0,11,26.3,Clear
2024-02-08,00:30,Cow_4,9,6,0,26.3,Clear
2024-02-08,00:30,Cow_5,6,9,0,26.3,Clear
2024-02-08,00:30,Cow_6,10,3,2,26.3,Clear
2024-02-08,00:30,Cow_7,5,8,2,26.3,Clear
2024-02-08,00:30,Cow_8,9,4,2,26.3,Clear
2024-02-08,00:30,Cow_9,5,2,8,26.3,Clear
2024-02-08,00:30,Cow_10,9,1,5,26.3,Clear
2024-02-08,00:45,Cow_1,0,0,15,26.3,Cloudy
2024-02-08,00:45,Cow_2,12,3,0,26.3,Cloudy
2024-02-08,00:45,Cow_3,6,1,8,26.3,Cloudy
2024-02-08,00:45,Cow_4,9,1,5,26.3,Cloudy
2024-02-08,00:45,Cow_5,14,1,0,26.3,Cloudy
2024-02-08,00:45,Cow_6,1,0,14,26.3,Cloudy
2024-02-08,00:45,Cow_7,2,12,1,26.3,Cloudy
2024-02-08,00:45,Cow_8,8,7,0,26.3,Cloudy
2024-02-08,00:45,Cow_9,6,8,1,26.3,Cloudy
2024-02-08,00:45,Cow_10,11,1,3,26.3,Cloudy
2024-02-08,01:00,Cow_1,4,5,6,31.6,Cloudy
2024-02-08,01:00,Cow_2,5,10,0,31.6,Cloudy
2024-02-08,01:00,Cow_3,12,3,0,31.6,Cloudy
2024-02-08,01:00,Cow_4,5,9,1,31.6,Cloudy
2024-02-08,01:00,Cow_5,3,2,10,31.6,Cloudy
