Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition
2023-02-23,00:00,Cow_1,8,2,5,0,29.2,Sunny
2023-02-23,00:00,Cow_2,10,0,6,0,29.2,Sunny
2023-02-23,00:00,Cow_3,11,3,1,0,29.2,Sunny
2023-02-23,00:00,Cow_4,14,0,5,0,29.2,Sunny
2023-02-23,00:00,Cow_5,11,0,4,0,29.2,Sunny
2023-02-23,00:00,Cow_6,11,0,4,0,29.2,Sunny
2023-02-23,00:00,Cow_7,8,3,4,0,29.2,Sunny
2023-02-23,00:00,Cow_8,10,1,4,0,29.2,Sunny
2023-02-23,00:00,Cow_9,11,0,5,0,29.2,Sunny
2023-02-23,00:00,Cow_10,12,0,6,0,29.2,Sunny
2023-02-23,00:15,Cow_1,10,0,5,0,31.1,Cloudy
2023-02-23,00:15,Cow_2,8,2,5,0,31.1,Cloudy
2023-02-23,00:15,Cow_3,8,5,2,0,31.1,Cloudy
2023-02-23,00:15,Cow_4,9,2,4,0,31.1,Cloudy
2023-02-23,00:15,Cow_5,12,0,5,0,31.1,Cloudy
2023-02-23,00:15,Cow_6,10,1,4,0,31.1,Cloudy
2023-02-23,00:15,Cow_7,11,0,5,0,31.1,Cloudy
2023-02-23,00:15,Cow_8,8,2,5,0,31.1,Cloudy
2023-02-23,00:15,Cow_9,9,2,4,0,31.1,Cloudy
2023-02-23,00:15,Cow_10,12,0,5,0,31.1,Cloudy
2023-02-23,00:30,Cow_1,12,0,5,0,26.4,Rainy
2023-02-23,00:30,Cow_2,9,0,6,0,26.4,Rainy
2023-02-23,00:30,Cow_3,8,2,5,0,26.4,Rainy
2023-02-23,00:30,Cow_4,0,0,0,15,26.4,Rainy
2023-02-23,00:30,Cow_5,9,2,4,0,26.4,Rainy
2023-02-23,00:30,Cow_6,9,0,6,0,26.4,Rainy
2023-02-23,00:30,Cow_7,12,0,6,0,26.4,Rainy
2023-02-23,00:30,Cow_8,10,0,6,0,26.4,Rainy
2023-02-23,00:30,Cow_9,10,1,4,0,26.4,Rainy
2023-02-23,00:30,Cow_10,8,1,6,0,26.4,Rainy
2023-02-23,00:45,Cow_1,10,2,3,0,28.2,Cloudy
2023-02-23,00:45,Cow_2,0,0,0,15,28.2,Cloudy
