Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2024-03-18,00:00,Cow_1,5,5,5,25.2,Cloudy,
2024-03-18,00:00,Cow_2,8,4,3,25.2,Cloudy,
2024-03-18,00:00,Cow_3,6,1,8,25.2,Cloudy,
2024-03-18,00:00,Cow_4,13,1,1,25.2,Cloudy,
2024-03-18,00:00,Cow_5,8,7,0,25.2,Cloudy,
2024-03-18,00:00,Cow_6,2,4,9,25.2,Cloudy,
2024-03-18,00:00,Cow_7,4,8,3,25.2,Cloudy,
2024-03-18,00:00,Cow_8,6,3,6,25.2,Cloudy,
2024-03-18,00:00,Cow_9,9,0,6,25.2,Cloudy,
2024-03-18,00:00,Cow_10,4,3,8,25.2,Cloudy,
2024-03-18,00:15,Cow_1,0,9,6,28.2,Rainy,
2024-03-18,00:15,Cow_2,4,0,11,28.2,Rainy,
2024-03-18,00:15,Cow_3,12,0,3,28.2,Rainy,
2024-03-18,00:15,Cow_4,10,2,3,28.2,Rainy,
2024-03-18,00:15,Cow_5,5,10,0,28.2,Rainy,
2024-03-18,00:15,Cow_6,2,0,13,28.2,Rainy,
2024-03-18,00:15,Cow_7,7,2,6,28.2,Rainy,
2024-03-18,00:15,Cow_8,3,6,6,28.2,Rainy,
2024-03-18,00:15,Cow_9,6,1,8,28.2,Rainy,
2024-03-18,00:15,Cow_10,6,0,9,28.2,Rainy,
2024-03-18,00:30,Cow_1,10,2,3,25.6,Clear,
2024-03-18,00:30,Cow_2,10,5,0,25.6,Clear,
2024-03-18,00:30,Cow_3,5,0,10,25.6,Clear,
2024-03-18,00:30,Cow_4,5,1,9,25.6,Clear,
2024-03-18,00:30,Cow_5,2,1,12,25.6,Clear,
2024-03-18,00:30,Cow_6,11,3,1,25.6,Clear,
2024-03-18,00:30,Cow_7,13,1,1,25.6,Clear,
2024-03-18,00:30,Cow_8,10,1,4,25.6,Clear,
2024-03-18,00:30,Cow_9,11,1,3,25.6,Clear,
2024-03-18,00:30,Cow_10,12,3,0,25.6,Clear,
2024-03-18,00:45,Cow_1,6,0,9,27.5,Rainy,
2024-03-18,00:45,Cow_2,15,0,0,27.5,Rainy,
2024-03-18,00:45,Cow_3,12,2,1,27.5,Rainy,
2024-03-18,00:45,Cow_4,9,1,5,27.5,Rainy,
2024-03-18,00:45,Cow_5,11,2,2,27.5,Rainy,
2024-03-18,00:45,Cow_6,12,3,0,27.5,Rainy,
2024-03-18,00:45,Cow_7,12,2,1,27.5,Rainy,
2024-03-18,00:45,Cow_8,10,1,4,27.5,Rainy,
2024-03-18,00:45,Cow_9,8,5,2,27.5,Rainy,
2024-03-18,00:45,Cow_10,11,4,0,27.5,Rainy,
2024-03-18,01:00,Cow_1,12,2,1,30.6,Clear,
2024-03-18,01:00,Cow_2,11,1,3,30.6,Clear,
2024-03-18,01:00,Cow_3,12,2,1,30.6,Clear,
2024-03-18,01:00,Cow_4,14,1,0,30.6,Clear,
2024-03-18,01:00,Cow_5,12,3,0,30.6,Clear,
2024-03-18,01:00,Cow_6,10,2,3,30.6,Clear,
2024-03-18,01:00,Cow_7,6,1,8,30.6,Clear,
2024-03-18,01:00,Cow_8,10,0,5,30.6,Clear,
2024-03-18,01:00,Cow_9,9,3,3,30.6,Clear,
2024-03-18,01:00,Cow_10,5,4,6,30.6,Clear,
2024-03-18,01:15,Cow_1,8,1,6,33.1,Cloudy,
2024-03-18,01:15,Cow_2,0,15,0,33.1,Cloudy,
2024-03-18,01:15,Cow_3,2,8,5,33.1,Cloudy,
2024-03-18,01:15,Cow_4,0,12,3,33.1,Cloudy,
