Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2024-07-22,00:00,Cow_1,2,10,3,31.6,Sunny
2024-07-22,00:00,Cow_2,15,0,0,31.6,Sunny
2024-07-22,00:00,Cow_3,3,1,11,31.6,Sunny
2024-07-22,00:00,Cow_4,0,0,15,31.6,Sunny
2024-07-22,00:00,Cow_5,6,3,6,31.6,Sunny
2024-07-22,00:00,Cow_6,1,13,1,31.6,Sunny
2024-07-22,00:00,Cow_7,0,12,3,31.6,Sunny
2024-07-22,00:00,Cow_8,10,5,0,31.6,Sunny
2024-07-22,00:00,Cow_9,8,3,4,31.6,Sunny
2024-07-22,00:00,Cow_10,0,6,9,31.6,Sunny
2024-07-22,00:15,Cow_1,2,1,12,26.7,Sunny
2024-07-22,00:15,Cow_2,0,7,8,26.7,Sunny
2024-07-22,00:15,Cow_3,13,0,2,26.7,Sunny
2024-07-22,00:15,Cow_4,13,0,2,26.7,Sunny
2024-07-22,00:15,Cow_5,1,14,0,26.7,Sunny
2024-07-22,00:15,Cow_6,2,1,12,26.7,Sunny
2024-07-22,00:15,Cow_7,9,6,0,26.7,Sunny
2024-07-22,00:15,Cow_8,8,0,7,26.7,Sunny
2024-07-22,00:15,Cow_9,6,6,3,26.7,Sunny
2024-07-22,00:15,Cow_10,12,1,2,26.7,Sunny
2024-07-22,00:30,Cow_1,13,1,1,34.2,Rainy
2024-07-22,00:30,Cow_2,5,5,5,34.2,Rainy
2024-07-22,00:30,Cow_3,11,0,4,34.2,Rainy
2024-07-22,00:30,Cow_4,14,1,0,34.2,Rainy
2024-07-22,00:30,Cow_5,12,3,0,34.2,Rainy
2024-07-22,00:30,Cow_6,15,0,0,34.2,Rainy
2024-07-22,00:30,Cow_7,15,0,0,34.2,Rainy
2024-07-22,00:30,Cow_8,8,4,3,34.2,Rainy
2024-07-22,00:30,Cow_9,10,5,0,34.2,Rainy
2024-07-22,00:30,Cow_10,13,2,0,34.2,Rainy
2024-07-22,00:45,Cow_1,5,7,3,26.0,Clear
2024-07-22,00:45,Cow_2,14,1,0,26.0,Clear
