Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition
2023-08-06,00:00,Cow_1,8,3,4,0,27.2,Clear
2023-08-06,00:00,Cow_2,12,0,5,0,27.2,Clear
2023-08-06,00:00,Cow_3,11,0,4,0,27.2,Clear
2023-08-06,00:00,Cow_4,13,0,5,0,27.2,Clear
2023-08-06,00:00,Cow_5,0,0,0,15,27.2,Clear
2023-08-06,00:00,Cow_6,11,0,6,0,27.2,Clear
2023-08-06,00:00,Cow_7,0,0,0,15,27.2,Clear
2023-08-06,00:00,Cow_8,9,2,4,0,27.2,Clear
2023-08-06,00:00,Cow_9,10,1,4,0,27.2,Clear
2023-08-06,00:00,Cow_10,12,0,6,0,27.2,Clear
2023-08-06,00:15,Cow_1,11,0,5,0,25.9,Sunny
2023-08-06,00:15,Cow_2,8,2,5,0,25.9,Sunny
2023-08-06,00:15,Cow_3,11,2,2,0,25.9,Sunny
2023-08-06,00:15,Cow_4,9,2,4,0,25.9,Sunny
2023-08-06,00:15,Cow_5,8,3,4,0,25.9,Sunny
2023-08-06,00:15,Cow_6,8,2,5,0,25.9,Sunny
2023-08-06,00:15,Cow_7,11,0,4,0,25.9,Sunny
2023-08-06,00:15,Cow_8,0,0,0,15,25.9,Sunny
2023-08-06,00:15,Cow_9,8,2,5,0,25.9,Sunny
2023-08-06,00:15,Cow_10,11,0,5,0,25.9,Sunny
2023-08-06,00:30,Cow_1,11,0,6,0,30.5,Cloudy
2023-08-06,00:30,Cow_2,12,0,6,0,30.5,Cloudy
2023-08-06,00:30,Cow_3,10,0,6,0,30.5,Cloudy
2023-08-06,00:30,Cow_4,11,0,6,0,30.5,Cloudy
2023-08-06,00:30,Cow_5,12,0,6,0,30.5,Cloudy
2023-08-06,00:30,Cow_6,12,0,4,0,30.5,Cloudy
2023-08-06,00:30,Cow_7,0,0,0,15,30.5,Cloudy
2023-08-06,00:30,Cow_8,10,0,5,0,30.5,Cloudy
2023-08-06,00:30,Cow_9,12,0,4,0,30.5,Cloudy
2023-08-06,00:30,Cow_10,11,0,6,0,30.5,Cloudy
2023-08-06,00:45,Cow_1,11,2,2,0,26.8,Sunny
2023-08-06,00:45,Cow_2,8,1,6,0,26.8,Sunny
2023-08-06,00:45,Cow_3,12,0,5,0,26.8,Sunny
2023-08-06,00:45,Cow_4,12,0,4,0,26.8,Sunny
2023-08-06,00:45,Cow_5,9,1,5,0,26.8,Sunny
2023-08-06,00:45,Cow_6,8,3,4,0,26.8,Sunny
2023-08-06,00:45,Cow_7,0,0,0,15,26.8,Sunny
2023-08-06,00:45,Cow_8,8,1,6,0,26.8,Sunny
2023-08-06,00:45,Cow_9,9,2,4,0,26.8,Sunny
2023-08-06,00:45,Cow_10,10,1,4,0,26.8,Sunny
2023-08-06,01:00,Cow_1,11,0,5,0,27.0,Cloudy
2023-08-06,01:00,Cow_2,12,0,6,0,27.0,Cloudy
2023-08-06,01:00,Cow_3,12,1,2,0,27.0,Cloudy
2023-08-06,01:00,Cow_4,11,0,6,0,27.0,Cloudy
2023-08-06,01:00,Cow_5,10,1,4,0,27.0,Cloudy
2023-08-06,01:00,Cow_6,10,0,6,0,27.0,Cloudy
2023-08-06,01:00,Cow_7,10,1,4,0,27.0,Cloudy
2023-08-06,01:00,Cow_8,0,0,0,15,27.0,Cloudy
2023-08-06,01:00,Cow_9,11,0,5,0,27.0,Cloudy
2023-08-06,01:00,Cow_10,11,0,4,0,27.0,Cloudy
2023-08-06,01:15,Cow_1,11,2,2,0,28.6,Clear
2023-08-06,01:15,Cow_2,11,0,6,0,28.6,Clear
2023-08-06,01:15,Cow_3,11,1,3,0,28.6,Clear
2023-08-06,01:15,Cow_4,10,1,4,0,28.6,Clear
2023-08-06,01:15,Cow_5,8,3,4,0,28.6,Clear
2023-08-06,01:15,Cow_6,10,1,4,0,28.6,Clear
