Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2023-02-02,00:00,Cow_1,10,3,2,28.8,Cloudy,
2023-02-02,00:00,Cow_2,10,0,5,28.8,Cloudy,
2023-02-02,00:00,Cow_3,0,13,2,28.8,Cloudy,
2023-02-02,00:00,Cow_4,9,0,6,28.8,Cloudy,
2023-02-02,00:00,Cow_5,4,1,10,28.8,Cloudy,
2023-02-02,00:00,Cow_6,8,4,3,28.8,Cloudy,
2023-02-02,00:00,Cow_7,5,7,3,28.8,Cloudy,
2023-02-02,00:00,Cow_8,10,1,4,28.8,Cloudy,
2023-02-02,00:00,Cow_9,8,1,6,28.8,Cloudy,
2023-02-02,00:00,Cow_10,0,8,7,28.8,Cloudy,
2023-02-02,00:15,Cow_1,5,5,5,33.6,Cloudy,
2023-02-02,00:15,Cow_2,1,3,11,33.6,Cloudy,
2023-02-02,00:15,Cow_3,1,10,4,33.6,Cloudy,
2023-02-02,00:15,Cow_4,12,0,3,33.6,Cloudy,
2023-02-02,00:15,Cow_5,8,1,6,33.6,Cloudy,
2023-02-02,00:15,Cow_6,3,4,8,33.6,Cloudy,
2023-02-02,00:15,Cow_7,7,7,1,33.6,Cloudy,
2023-02-02,00:15,Cow_8,14,1,0,33.6,Cloudy,
2023-02-02,00:15,Cow_9,8,1,6,33.6,Cloudy,
2023-02-02,00:15,Cow_10,6,4,5,33.6,Cloudy,
2023-02-02,00:30,Cow_1,5,10,0,31.7,Clear,
2023-02-02,00:30,Cow_2,7,2,6,31.7,Clear,
2023-02-02,00:30,Cow_3,3,0,12,31.7,Clear,
2023-02-02,00:30,Cow_4,3,2,10,31.7,Clear,
2023-02-02,00:30,Cow_5,15,0,0,31.7,Clear,
2023-02-02,00:30,Cow_6,1,5,9,31.7,Clear,
2023-02-02,00:30,Cow_7,14,0,1,31.7,Clear,
2023-02-02,00:30,Cow_8,13,0,2,31.7,Clear,
2023-02-02,00:30,Cow_9,3,9,3,31.7,Clear,
2023-02-02,00:30,Cow_10,10,0,5,31.7,Clear,
2023-02-02,00:45,Cow_1,7,7,1,34.9,Cloudy,
2023-02-02,00:45,Cow_2,7,5,3,34.9,Cloudy,
2023-02-02,00:45,Cow_3,7,8,0,34.9,Cloudy,
2023-02-02,00:45,Cow_4,13,2,0,34.9,Cloudy,
2023-02-02,00:45,Cow_5,4,0,11,34.9,Cloudy,
2023-02-02,00:45,Cow_6,1,14,0,34.9,Cloudy,
2023-02-02,00:45,Cow_7,12,0,3,34.9,Cloudy,
2023-02-02,00:45,Cow_8,11,2,2,34.9,Cloudy,
2023-02-02,00:45,Cow_9,9,5,1,34.9,Cloudy,
2023-02-02,00:45,Cow_10,5,1,9,34.9,Cloudy,
2023-02-02,01:00,Cow_1,3,2,10,29.0,Cloudy,
2023-02-02,01:00,Cow_2,15,0,0,29.0,Cloudy,
2023-02-02,01:00,Cow_3,7,4,4,29.0,Cloudy,
2023-02-02,01:00,Cow_4,15,0,0,29.0,Cloudy,
2023-02-02,01:00,Cow_5,8,2,5,29.0,Cloudy,
2023-02-02,01:00,Cow_6,15,0,0,29.0,Cloudy,
2023-02-02,01:00,Cow_7,11,4,0,29.0,Cloudy,
2023-02-02,01:00,Cow_8,1,8,6,29.0,Cloudy,
