Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-09-15,00:00,Cow_1,9,2,4,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_2,8,1,6,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_3,12,6,0,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_4,12,5,0,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_5,8,0,7,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_6,5,9,1,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_7,1,7,7,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_8,8,3,4,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_9,12,10,0,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_10,8,1,6,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_11,7,1,7,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_12,13,0,3,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_13,5,4,6,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_14,11,7,0,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_15,8,0,8,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_16,5,9,1,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_17,7,5,3,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_18,8,7,0,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_19,8,8,0,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_20,8,3,4,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_21,10,0,9,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_22,0,0,0,15,25.0,Clear,Field B
2022-09-15,00:00,Cow_23,0,10,8,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_24,14,0,4,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_25,12,9,0,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_26,6,0,10,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_27,5,6,4,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_28,13,0,6,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_29,5,3,7,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_30,5,9,1,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_31,12,0,6,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_32,6,3,6,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_33,6,5,4,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_34,6,3,6,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_35,5,7,3,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_36,3,8,4,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_37,4,4,7,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_38,10,0,7,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_39,7,5,3,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_40,1,10,4,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_41,11,0,8,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_42,3,8,4,0,25.0,Clear,Field C
2022-09-15,00:00,Cow_43,10,0,8,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_44,13,6,0,0,25.0,Clear,Field B
2022-09-15,00:00,Cow_45,6,1,8,0,25.0,Clear,Field A
2022-09-15,00:00,Cow_46,0,0,0,15,25.0,Clear,Field C
2022-09-15,00:00,Cow_47,12,10,0,0,25.0,Clear,Field C
