Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2024-03-02,00:00,Cow_1,4,2,9,34.5,Rainy,
2024-03-02,00:00,Cow_2,15,0,0,34.5,Rainy,
2024-03-02,00:00,Cow_3,11,3,1,34.5,Rainy,
2024-03-02,00:00,Cow_4,14,0,1,34.5,Rainy,
2024-03-02,00:00,Cow_5,2,0,13,34.5,Rainy,
2024-03-02,00:00,Cow_6,7,4,4,34.5,Rainy,
2024-03-02,00:00,Cow_7,13,2,0,34.5,Rainy,
2024-03-02,00:00,Cow_8,6,0,9,34.5,Rainy,
2024-03-02,00:00,Cow_9,9,6,0,34.5,Rainy,
2024-03-02,00:00,Cow_10,2,6,7,34.5,Rainy,
2024-03-02,00:15,Cow_1,15,0,0,29.3,Clear,
2024-03-02,00:15,Cow_2,8,3,4,29.3,Clear,
2024-03-02,00:15,Cow_3,14,0,1,29.3,Clear,
2024-03-02,00:15,Cow_4,8,2,5,29.3,Clear,
2024-03-02,00:15,Cow_5,0,4,11,29.3,Clear,
2024-03-02,00:15,Cow_6,8,6,1,29.3,Clear,
2024-03-02,00:15,Cow_7,13,0,2,29.3,Clear,
2024-03-02,00:15,Cow_8,8,0,7,29.3,Clear,
2024-03-02,00:15,Cow_9,9,4,2,29.3,Clear,
2024-03-02,00:15,Cow_10,9,3,3,29.3,Clear,
2024-03-02,00:30,Cow_1,12,2,1,26.2,Clear,
2024-03-02,00:30,Cow_2,15,0,0,26.2,Clear,
2024-03-02,00:30,Cow_3,2,6,7,26.2,Clear,
2024-03-02,00:30,Cow_4,11,4,0,26.2,Clear,
2024-03-02,00:30,Cow_5,10,1,4,26.2,Clear,
2024-03-02,00:30,Cow_6,4,5,6,26.2,Clear,
2024-03-02,00:30,Cow_7,15,0,0,26.2,Clear,
2024-03-02,00:30,Cow_8,5,10,0,26.2,Clear,
2024-03-02,00:30,Cow_9,0,13,2,26.2,Clear,
2024-03-02,00:30,Cow_10,2,5,8,26.2,Clear,
2024-03-02,00:45,Cow_1,1,4,10,33.9,Rainy,
2024-03-02,00:45,Cow_2,9,3,3,33.9,Rainy,
2024-03-02,00:45,Cow_3,10,5,0,33.9,Rainy,
2024-03-02,00:45,Cow_4,8,4,3,33.9,Rainy,
2024-03-02,00:45,Cow_5,0,8,7,33.9,Rainy,
2024-03-02,00:45,Cow_6,0,0,15,33.9,Rainy,
2024-03-02,00:45,Cow_7,10,0,5,33.9,Rainy,
2024-03-02,00:45,Cow_8,9,5,1,33.9,Rainy,
2024-03-02,00:45,Cow_9,3,10,2,33.9,Rainy,
2024-03-02,00:45,Cow_10,8,5,2,33.9,Rainy,
2024-03-02,01:00,Cow_1,6,5,4,28.8,Clear,
2024-03-02,01:00,Cow_2,8,0,7,28.8,Clear,
2024-03-02,01:00,Cow_3,9,3,3,28.8,Clear,
2024-03-02,01:00,Cow_4,14,1,0,28.8,Clear,
2024-03-02,01:00,Cow_5,4,5,6,28.8,Clear,
2024-03-02,01:00,Cow_6,14,1,0,28.8,Clear,
2024-03-02,01:00,Cow_7,11,4,0,28.8,Clear,
2024-03-02,01:00,Cow_8,8,3,4,28.8,Clear,
2024-03-02,01:00,Cow_9,15,0,0,28.8,Clear,
2024-03-02,01:00,Cow_10,15,0,0,28.8,Clear,
2024-03-02,01:15,Cow_1,12,3,0,33.4,Clear,
2024-03-02,01:15,Cow_2,3,5,7,33.4,Clear,
2024-03-02,01:15,Cow_3,15,0,0,33.4,Clear,
2024-03-02,01:15,Cow_4,2,0,13,33.4,Clear,
2024-03-02,01:15,Cow_5,1,0,14,33.4,Clear,
2024-03-02,01:15,Cow_6,11,4,0,33.4,Clear,
2024-03-02,01:15,Cow_7,12,3,0,33.4,Clear,
2024-03-02,01:15,Cow_8,10,0,5,33.4,Clear,
2024-03-02,01:15,Cow_9,7,7,1,33.4,Clear,
2024-03-02,01:15,Cow_10,11,0,4,33.4,Clear,
2024-03-02,01:30,Cow_1,0,7,8,27.7,Rainy,
2024-03-02,01:30,Cow_2,1,8,6,27.7,Rainy,
2024-03-02,01:30,Cow_3,11,4,0,27.7,Rainy,
2024-03-02,01:30,Cow_4,7,4,4,27.7,Rainy,
2024-03-02,01:30,Cow_5,2,2,11,27.7,Rainy,
2024-03-02,01:30,Cow_6,14,0,1,27.7,Rainy,
2024-03-02,01:30,Cow_7,7,1,7,27.7,Rainy,
2024-03-02,01:30,Cow_8,5,0,10,27.7,Rainy,
2024-03-02,01:30,Cow_9,6,2,7,27.7,Rainy,
2024-03-02,01:30,Cow_10,2,2,11,27.7,Rainy,
2024-03-02,01:45,Cow_1,7,3,5,25.2,Cloudy,
2024-03-02,01:45,Cow_2,5,9,1,25.2,Cloudy,
2024-03-02,01:45,Cow_3,2,3,10,25.2,Cloudy,
2024-03-02,01:45,Cow_4,14,0,1,25.2,Cloudy,
2024-03-02,01:45,Cow_5,15,0,0,25.2,Cloudy,
2024-03-02,01:45,Cow_6,5,9,1,25.2,Cloudy,
2024-03-02,01:45,Cow_7,10,4,1,25.2,Cloudy,
2024-03-02,01:45,Cow_8,0,2,13,25.2,Cloudy,
2024-03-02,01:45,Cow_9,1,6,8,25.2,Cloudy,
2024-03-02,01:45,Cow_10,15,0,0,25.2,Cloudy,
2024-03-02,02:00,Cow_1,12,1,2,32.2,Clear,
2024-03-02,02:00,Cow_2,11,1,3,32.2,Clear,
2024-03-02,02:00,Cow_3,4,9,2,32.2,Clear,
2024-03-02,02:00,Cow_4,7,0,8,32.2,Clear,
2024-03-02,02:00,Cow_5,15,0,0,32.2,Clear,
2024-03-02,02:00,Cow_6,3,5,7,32.2,Clear,
2024-03-02,02:00,Cow_7,5,5,5,32.2,Clear,
2024-03-02,02:00,Cow_8,7,0,8,32.2,Clear,
2024-03-02,02:00,Cow_9,10,2,3,32.2,Clear,
2024-03-02,02:00,Cow_10,11,2,2,32.2,Clear,
2024-03-02,02:15,Cow_1,5,8,2,27.9,Sunny,
2024-03-02,02:15,Cow_2,9,5,1,27.9,Sunny,
2024-03-02,02:15,Cow_3,14,0,1,27.9,Sunny,
2024-03-02,02:15,Cow_4,8,1,6,27.9,Sunny,
2024-03-02,02:15,Cow_5,13,0,2,27.9,Sunny,
2024-03-02,02:15,Cow_6,11,3,1,27.9,Sunny,
2024-03-02,02:15,Cow_7,1,3,11,27.9,Sunny,
2024-03-02,02:15,Cow_8,0,13,2,27.9,Sunny,
2024-03-02,02:15,Cow_9,8,6,1,27.9,Sunny,
2024-03-02,02:15,Cow_10,14,1,0,27.9,Sunny,
2024-03-02,02:30,Cow_1,1,3,11,28.1,Rainy,
2024-03-02,02:30,Cow_2,7,4,4,28.1,Rainy,
2024-03-02,02:30,Cow_3,11,3,1,28.1,Rainy,
2024-03-02,02:30,Cow_4,11,1,3,28.1,Rainy,
2024-03-02,02:30,Cow_5,11,3,1,28.1,Rainy,
2024-03-02,02:30,Cow_6,2,7,6,28.1,Rainy,
