Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2024-02-10,00:00,Cow_1,14,0,1,31.5,Clear,
2024-02-10,00:00,Cow_2,0,13,2,31.5,Clear,
2024-02-10,00:00,Cow_3,7,6,2,31.5,Clear,
2024-02-10,00:00,Cow_4,7,1,7,31.5,Clear,
2024-02-10,00:00,Cow_5,1,5,9,31.5,Clear,
2024-02-10,00:00,Cow_6,4,10,1,31.5,Clear,
2024-02-10,00:00,Cow_7,14,1,0,31.5,Clear,
2024-02-10,00:00,Cow_8,0,3,12,31.5,Clear,
2024-02-10,00:00,Cow_9,12,1,2,31.5,Clear,
2024-02-10,00:00,Cow_10,14,0,1,31.5,Clear,
2024-02-10,00:15,Cow_1,12,3,0,31.3,Rainy,
2024-02-10,00:15,Cow_2,0,14,1,31.3,Rainy,
2024-02-10,00:15,Cow_3,10,5,0,31.3,Rainy,
2024-02-10,00:15,Cow_4,8,7,0,31.3,Rainy,
2024-02-10,00:15,Cow_5,2,12,1,31.3,Rainy,
2024-02-10,00:15,Cow_6,12,0,3,31.3,Rainy,
2024-02-10,00:15,Cow_7,0,0,15,31.3,Rainy,
2024-02-10,00:15,Cow_8,2,13,0,31.3,Rainy,
2024-02-10,00:15,Cow_9,2,6,7,31.3,Rainy,
2024-02-10,00:15,Cow_10,5,3,7,31.3,Rainy,
2024-02-10,00:30,Cow_1,13,0,2,32.1,Clear,
2024-02-10,00:30,Cow_2,1,9,5,32.1,Clear,
2024-02-10,00:30,Cow_3,4,8,3,32.1,Clear,
2024-02-10,00:30,Cow_4,6,7,2,32.1,Clear,
2024-02-10,00:30,Cow_5,2,12,1,32.1,Clear,
2024-02-10,00:30,Cow_6,15,0,0,32.1,Clear,
2024-02-10,00:30,Cow_7,8,6,1,32.1,Clear,
2024-02-10,00:30,Cow_8,8,3,4,32.1,Clear,
2024-02-10,00:30,Cow_9,3,6,6,32.1,Clear,
2024-02-10,00:30,Cow_10,3,3,9,32.1,Clear,
2024-02-10,00:45,Cow_1,9,2,4,33.1,Cloudy,
2024-02-10,00:45,Cow_2,9,3,3,33.1,Cloudy,
2024-02-10,00:45,Cow_3,10,0,5,33.1,Cloudy,
2024-02-10,00:45,Cow_4,15,0,0,33.1,Cloudy,
2024-02-10,00:45,Cow_5,10,5,0,33.1,Cloudy,
2024-02-10,00:45,Cow_6,9,2,4,33.1,Cloudy,
2024-02-10,00:45,Cow_7,1,12,2,33.1,Cloudy,
2024-02-10,00:45,Cow_8,7,7,1,33.1,Cloudy,
2024-02-10,00:45,Cow_9,12,3,0,33.1,Cloudy,
2024-02-10,00:45,Cow_10,10,1,4,33.1,Cloudy,
2024-02-10,01:00,Cow_1,7,0,8,27.4,Cloudy,
2024-02-10,01:00,Cow_2,11,1,3,27.4,Cloudy,
2024-02-10,01:00,Cow_3,2,4,9,27.4,Cloudy,
2024-02-10,01:00,Cow_4,1,0,14,27.4,Cloudy,
2024-02-10,01:00,Cow_5,13,2,0,27.4,Cloudy,
2024-02-10,01:00,Cow_6,0,10,5,27.4,Cloudy,
2024-02-10,01:00,Cow_7,13,2,0,27.4,Cloudy,
2024-02-10,01:00,Cow_8,7,8,0,27.4,Cloudy,
2024-02-10,01:00,Cow_9,7,8,0,27.4,Cloudy,
2024-02-10,01:00,Cow_10,9,1,5,27.4,Cloudy,
2024-02-10,01:15,Cow_1,9,3,3,34.2,Sunny,
2024-02-10,01:15,Cow_2,12,2,1,34.2,Sunny,
2024-02-10,01:15,Cow_3,5,5,5,34.2,Sunny,
2024-02-10,01:15,Cow_4,7,1,7,34.2,Sunny,
2024-02-10,01:15,Cow_5,11,4,0,34.2,Sunny,
2024-02-10,01:15,Cow_6,13,1,1,34.2,Sunny,
2024-02-10,01:15,Cow_7,1,7,7,34.2,Sunny,
2024-02-10,01:15,Cow_8,3,7,5,34.2,Sunny,
2024-02-10,01:15,Cow_9,11,2,2,34.2,Sunny,
2024-02-10,01:15,Cow_10,12,1,2,34.2,Sunny,
2024-02-10,01:30,Cow_1,13,0,2,29.6,Cloudy,
2024-02-10,01:30,Cow_2,7,7,1,29.6,Cloudy,
2024-02-10,01:30,Cow_3,14,0,1,29.6,Cloudy,
2024-02-10,01:30,Cow_4,4,9,2,29.6,Cloudy,
2024-02-10,01:30,Cow_5,11,1,3,29.6,Cloudy,
2024-02-10,01:30,Cow_6,13,2,0,29.6,Cloudy,
2024-02-10,01:30,Cow_7,15,0,0,29.6,Cloudy,
2024-02-10,01:30,Cow_8,10,5,0,29.6,Cloudy,
2024-02-10,01:30,Cow_9,14,1,0,29.6,Cloudy,
2024-02-10,01:30,Cow_10,6,6,3,29.6,Cloudy,
2024-02-10,01:45,Cow_1,8,1,6,27.6,Cloudy,
2024-02-10,01:45,Cow_2,9,2,4,27.6,Cloudy,
2024-02-10,01:45,Cow_3,5,2,8,27.6,Cloudy,
2024-02-10,01:45,Cow_4,10,5,0,27.6,Cloudy,
2024-02-10,01:45,Cow_5,9,2,4,27.6,Cloudy,
2024-02-10,01:45,Cow_6,6,3,6,27.6,Cloudy,
2024-02-10,01:45,Cow_7,2,2,11,27.6,Cloudy,
2024-02-10,01:45,Cow_8,7,7,1,27.6,Cloudy,
2024-02-10,01:45,Cow_9,3,8,4,27.6,Cloudy,
2024-02-10,01:45,Cow_10,14,0,1,27.6,Cloudy,
2024-02-10,02:00,Cow_1,15,0,0,30.2,Clear,
2024-02-10,02:00,Cow_2,15,0,0,30.2,Clear,
2024-02-10,02:00,Cow_3,8,2,5,30.2,Clear,
2024-02-10,02:00,Cow_4,15,0,0,30.2,Clear,
2024-02-10,02:00,Cow_5,10,0,5,30.2,Clear,
2024-02-10,02:00,Cow_6,8,2,5,30.2,Clear,
2024-02-10,02:00,Cow_7,12,1,2,30.2,Clear,
2024-02-10,02:00,Cow_8,1,1,13,30.2,Clear,
2024-02-10,02:00,Cow_9,13,2,0,30.2,Clear,
2024-02-10,02:00,Cow_10,12,0,3,30.2,Clear,
2024-02-10,02:15,Cow_1,14,0,1,31.9,Rainy,
2024-02-10,02:15,Cow_2,14,1,0,31.9,Rainy,
2024-02-10,02:15,Cow_3,10,1,4,31.9,Rainy,
2024-02-10,02:15,Cow_4,1,12,2,31.9,Rainy,
2024-02-10,02:15,Cow_5,12,3,0,31.9,Rainy,
2024-02-10,02:15,Cow_6,10,5,0,31.9,Rainy,
2024-02-10,02:15,Cow_7,9,2,4,31.9,Rainy,
2024-02-10,02:15,Cow_8,4,8,3,31.9,Rainy,
2024-02-10,02:15,Cow_9,5,2,8,31.9,Rainy,
2024-02-10,02:15,Cow_10,9,1,5,31.9,Rainy,
2024-02-10,02:30,Cow_1,1,3,11,32.2,Sunny,
2024-02-10,02:30,Cow_2,2,4,9,32.2,Sunny,
2024-02-10,02:30,Cow_3,11,3,1,32.2,Sunny,
2024-02-10,02:30,Cow_4,3,11,1,32.2,Sunny,
2024-02-10,02:30,Cow_5,7,1,7,32.2,Sunny,
2024-02-10,02:30,Cow_6,5,2,8,32.2,Sunny,
2024-02-10,02:30,Cow_7,4,9,2,32.2,Sunny,
2024-02-10,02:30,Cow_8,14,1,0,32.2,Sunny,
2024-02-10,02:30,Cow_9,7,7,1,32.2,Sunny,
2024-02-10,02:30,Cow_10,14,1,0,32.2,Sunny,
2024-02-10,02:45,Cow_1,15,0,0,30.9,Sunny,
2024-02-10,02:45,Cow_2,6,4,5,30.9,Sunny,
2024-02-10,02:45,Cow_3,13,0,2,30.9,Sunny,
2024-02-10,02:45,Cow_4,5,8,2,30.9,Sunny,
2024-02-10,02:45,Cow_5,1,8,6,30.9,Sunny,
2024-02-10,02:45,Cow_6,9,0,6,30.9,Sunny,
2024-02-10,02:45,Cow_7,15,0,0,30.9,Sunny,
2024-02-10,02:45,Cow_8,4,10,1,30.9,Sunny,
2024-02-10,02:45,Cow_9,15,0,0,30.9,Sunny,
2024-02-10,02:45,Cow_10,13,1,1,30.9,Sunny,
2024-02-10,03:00,Cow_1,10,4,1,31.5,Clear,
2024-02-10,03:00,Cow_2,0,5,10,31.5,Clear,
2024-02-10,03:00,Cow_3,1,13,1,31.5,Clear,
2024-02-10,03:00,Cow_4,14,1,0,31.5,Clear,
2024-02-10,03:00,Cow_5,10,0,5,31.5,Clear,
2024-02-10,03:00,Cow_6,4,6,5,31.5,Clear,
2024-02-10,03:00,Cow_7,10,3,2,31.5,Clear,
2024-02-10,03:00,Cow_8,1,2,12,31.5,Clear,
2024-02-10,03:00,Cow_9,6,5,4,31.5,Clear,
2024-02-10,03:00,Cow_10,8,2,5,31.5,Clear,
2024-02-10,03:15,Cow_1,13,2,0,32.0,Sunny,
2024-02-10,03:15,Cow_2,0,8,7,32.0,Sunny,
2024-02-10,03:15,Cow_3,6,2,7,32.0,Sunny,
2024-02-10,03:15,Cow_4,9,0,6,32.0,Sunny,
2024-02-10,03:15,Cow_5,7,5,3,32.0,Sunny,
2024-02-10,03:15,Cow_6,8,7,0,32.0,Sunny,
2024-02-10,03:15,Cow_7,13,0,2,32.0,Sunny,
2024-02-10,03:15,Cow_8,7,0,8,32.0,Sunny,
2024-02-10,03:15,Cow_9,1,11,3,32.0,Sunny,
2024-02-10,03:15,Cow_10,6,4,5,32.0,Sunny,
2024-02-10,03:30,Cow_1,13,0,2,25.1,Sunny,
2024-02-10,03:30,Cow_2,12,0,3,25.1,Sunny,
