Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2024-01-10,00:00,Cow_1,6,2,7,30.4,Cloudy
2024-01-10,00:00,Cow_2,0,0,15,30.4,Cloudy
2024-01-10,00:00,Cow_3,11,1,3,30.4,Cloudy
2024-01-10,00:00,Cow_4,4,4,7,30.4,Cloudy
2024-01-10,00:00,Cow_5,8,5,2,30.4,Cloudy
2024-01-10,00:00,Cow_6,15,0,0,30.4,Cloudy
2024-01-10,00:00,Cow_7,7,4,4,30.4,Cloudy
2024-01-10,00:00,Cow_8,2,6,7,30.4,Cloudy
2024-01-10,00:00,Cow_9,6,8,1,30.4,Cloudy
2024-01-10,00:00,Cow_10,12,1,2,30.4,Cloudy
2024-01-10,00:15,Cow_1,12,0,3,34.1,Clear
2024-01-10,00:15,Cow_2,6,6,3,34.1,Clear
2024-01-10,00:15,Cow_3,11,0,4,34.1,Clear
2024-01-10,00:15,Cow_4,2,12,1,34.1,Clear
2024-01-10,00:15,Cow_5,0,5,10,34.1,Clear
2024-01-10,00:15,Cow_6,9,0,6,34.1,Clear
2024-01-10,00:15,Cow_7,1,9,5,34.1,Clear
2024-01-10,00:15,Cow_8,2,3,10,34.1,Clear
2024-01-10,00:15,Cow_9,2,5,8,34.1,Clear
2024-01-10,00:15,Cow_10,14,1,0,34.1,Clear
2024-01-10,00:30,Cow_1,11,3,1,32.1,Sunny
2024-01-10,00:30,Cow_2,10,1,4,32.1,Sunny
2024-01-10,00:30,Cow_3,15,0,0,32.1,Sunny
2024-01-10,00:30,Cow_4,6,4,5,32.1,Sunny
2024-01-10,00:30,Cow_5,0,14,1,32.1,Sunny
2024-01-10,00:30,Cow_6,4,11,0,32.1,Sunny
2024-01-10,00:30,Cow_7,9,5,1,32.1,Sunny
2024-01-10,00:30,Cow_8,0,14,1,32.1,Sunny
2024-01-10,00:30,Cow_9,5,0,10,32.1,Sunny
2024-01-10,00:30,Cow_10,6,9,0,32.1,Sunny
2024-01-10,00:45,Cow_1,4,0,11,28.3,Cloudy
2024-01-10,00:45,Cow_2,15,0,0,28.3,Cloudy
2024-01-10,00:45,Cow_3,8,1,6,28.3,Cloudy
2024-01-10,00:45,Cow_4,4,4,7,28.3,Cloudy
2024-01-10,00:45,Cow_5,12,0,3,28.3,Cloudy
2024-01-10,00:45,Cow_6,9,0,6,28.3,Cloudy
2024-01-10,00:45,Cow_7,4,4,7,28.3,Cloudy
2024-01-10,00:45,Cow_8,13,1,1,28.3,Cloudy
2024-01-10,00:45,Cow_9,9,4,2,28.3,Cloudy
2024-01-10,00:45,Cow_10,5,7,3,28.3,Cloudy
2024-01-10,01:00,Cow_1,5,7,3,25.6,Clear
2024-01-10,01:00,Cow_2,7,1,7,25.6,Clear
2024-01-10,01:00,Cow_3,14,1,0,25.6,Clear
2024-01-10,01:00,Cow_4,3,4,8,25.6,Clear
2024-01-10,01:00,Cow_5,3,5,7,25.6,Clear
2024-01-10,01:00,Cow_6,0,2,13,25.6,Clear
2024-01-10,01:00,Cow_7,12,3,0,25.6,Clear
2024-01-10,01:00,Cow_8,0,14,1,25.6,Clear
2024-01-10,01:00,Cow_9,0,8,7,25.6,Clear
2024-01-10,01:00,Cow_10,2,5,8,25.6,Clear
2024-01-10,01:15,Cow_1,11,2,2,28.3,Cloudy
2024-01-10,01:15,Cow_2,4,9,2,28.3,Cloudy
2024-01-10,01:15,Cow_3,12,1,2,28.3,Cloudy
2024-01-10,01:15,Cow_4,15,0,0,28.3,Cloudy
2024-01-10,01:15,Cow_5,13,2,0,28.3,Cloudy
2024-01-10,01:15,Cow_6,3,9,3,28.3,Cloudy
2024-01-10,01:15,Cow_7,7,5,3,28.3,Cloudy
2024-01-10,01:15,Cow_8,7,8,0,28.3,Cloudy
2024-01-10,01:15,Cow_9,6,9,0,28.3,Cloudy
2024-01-10,01:15,Cow_10,1,3,11,28.3,Cloudy
2024-01-10,01:30,Cow_1,8,3,4,29.2,Clear
2024-01-10,01:30,Cow_2,15,0,0,29.2,Clear
2024-01-10,01:30,Cow_3,13,0,2,29.2,Clear
2024-01-10,01:30,Cow_4,1,8,6,29.2,Clear
2024-01-10,01:30,Cow_5,9,2,4,29.2,Clear
2024-01-10,01:30,Cow_6,12,3,0,29.2,Clear
2024-01-10,01:30,Cow_7,3,4,8,29.2,Clear
2024-01-10,01:30,Cow_8,15,0,0,29.2,Clear
2024-01-10,01:30,Cow_9,12,3,0,29.2,Clear
2024-01-10,01:30,Cow_10,9,5,1,29.2,Clear
2024-01-10,01:45,Cow_1,12,0,3,32.4,Cloudy
2024-01-10,01:45,Cow_2,0,14,1,32.4,Cloudy
2024-01-10,01:45,Cow_3,7,3,5,32.4,Cloudy
2024-01-10,01:45,Cow_4,9,3,3,32.4,Cloudy
2024-01-10,01:45,Cow_5,4,1,10,32.4,Cloudy
2024-01-10,01:45,Cow_6,12,3,0,32.4,Cloudy
2024-01-10,01:45,Cow_7,0,14,1,32.4,Cloudy
2024-01-10,01:45,Cow_8,6,4,5,32.4,Cloudy
2024-01-10,01:45,Cow_9,14,0,1,32.4,Cloudy
2024-01-10,01:45,Cow_10,6,1,8,32.4,Cloudy
2024-01-10,02:00,Cow_1,13,2,0,26.4,Cloudy
2024-01-10,02:00,Cow_2,6,1,8,26.4,Cloudy
2024-01-10,02:00,Cow_3,1,7,7,26.4,Cloudy
2024-01-10,02:00,Cow_4,3,5,7,26.4,Cloudy
2024-01-10,02:00,Cow_5,14,1,0,26.4,Cloudy
2024-01-10,02:00,Cow_6,3,3,9,26.4,Cloudy
2024-01-10,02:00,Cow_7,5,3,7,26.4,Cloudy
2024-01-10,02:00,Cow_8,1,13,1,26.4,Cloudy
2024-01-10,02:00,Cow_9,7,6,2,26.4,Cloudy
2024-01-10,02:00,Cow_10,14,0,1,26.4,Cloudy
2024-01-10,02:15,Cow_1,11,0,4,27.4,Rainy
2024-01-10,02:15,Cow_2,9,1,5,27.4,Rainy
2024-01-10,02:15,Cow_3,11,0,4,27.4,Rainy
2024-01-10,02:15,Cow_4,1,9,5,27.4,Rainy
2024-01-10,02:15,Cow_5,12,3,0,27.4,Rainy
2024-01-10,02:15,Cow_6,11,0,4,27.4,Rainy
2024-01-10,02:15,Cow_7,2,12,1,27.4,Rainy
2024-01-10,02:15,Cow_8,4,8,3,27.4,Rainy
2024-01-10,02:15,Cow_9,15,0,0,27.4,Rainy
2024-01-10,02:15,Cow_10,11,3,1,27.4,Rainy
2024-01-10,02:30,Cow_1,12,1,2,28.0,Rainy
2024-01-10,02:30,Cow_2,5,3,7,28.0,Rainy
2024-01-10,02:30,Cow_3,14,0,1,28.0,Rainy
2024-01-10,02:30,Cow_4,10,4,1,28.0,Rainy
2024-01-10,02:30,Cow_5,5,2,8,28.0,Rainy
2024-01-10,02:30,Cow_6,6,1,8,28.0,Rainy
2024-01-10,02:30,Cow_7,12,0,3,28.0,Rainy
2024-01-10,02:30,Cow_8,0,5,10,28.0,Rainy
2024-01-10,02:30,Cow_9,15,0,0,28.0,Rainy
2024-01-10,02:30,Cow_10,6,6,3,28.0,Rainy
2024-01-10,02:45,Cow_1,14,0,1,25.8,Rainy
2024-01-10,02:45,Cow_2,12,0,3,25.8,Rainy
2024-01-10,02:45,Cow_3,7,2,6,25.8,Rainy
2024-01-10,02:45,Cow_4,9,4,2,25.8,Rainy
2024-01-10,02:45,Cow_5,5,3,7,25.8,Rainy
2024-01-10,02:45,Cow_6,7,0,8,25.8,Rainy
2024-01-10,02:45,Cow_7,10,5,0,25.8,Rainy
2024-01-10,02:45,Cow_8,15,0,0,25.8,Rainy
2024-01-10,02:45,Cow_9,15,0,0,25.8,Rainy
2024-01-10,02:45,Cow_10,14,1,0,25.8,Rainy
2024-01-10,03:00,Cow_1,0,11,4,27.2,Sunny
2024-01-10,03:00,Cow_2,13,0,2,27.2,Sunny
2024-01-10,03:00,Cow_3,14,0,1,27.2,Sunny
2024-01-10,03:00,Cow_4,1,3,11,27.2,Sunny
2024-01-10,03:00,Cow_5,14,1,0,27.2,Sunny
2024-01-10,03:00,Cow_6,0,7,8,27.2,Sunny
2024-01-10,03:00,Cow_7,5,8,2,27.2,Sunny
2024-01-10,03:00,Cow_8,2,8,5,27.2,Sunny
2024-01-10,03:00,Cow_9,2,0,13,27.2,Sunny
2024-01-10,03:00,Cow_10,13,2,0,27.2,Sunny
2024-01-10,03:15,Cow_1,12,1,2,33.2,Clear
2024-01-10,03:15,Cow_2,12,3,0,33.2,Clear
2024-01-10,03:15,Cow_3,11,3,1,33.2,Clear
2024-01-10,03:15,Cow_4,7,6,2,33.2,Clear
2024-01-10,03:15,Cow_5,0,4,11,33.2,Clear
2024-01-10,03:15,Cow_6,3,8,4,33.2,Clear
2024-01-10,03:15,Cow_7,0,0,15,33.2,Clear
2024-01-10,03:15,Cow_8,12,2,1,33.2,Clear
2024-01-10,03:15,Cow_9,3,7,5,33.2,Clear
2024-01-10,03:15,Cow_10,5,3,7,33.2,Clear
2024-01-10,03:30,Cow_1,3,8,4,30.5,Sunny
2024-01-10,03:30,Cow_2,14,1,0,30.5,Sunny
2024-01-10,03:30,Cow_3,13,0,2,30.5,Sunny
2024-01-10,03:30,Cow_4,8,1,6,30.5,Sunny
2024-01-10,03:30,Cow_5,6,1,8,30.5,Sunny
2024-01-10,03:30,Cow_6,6,8,1,30.5,Sunny
2024-01-10,03:30,Cow_7,14,1,0,30.5,Sunny
2024-01-10,03:30,Cow_8,8,1,6,30.5,Sunny
2024-01-10,03:30,Cow_9,13,2,0,30.5,Sunny
2024-01-10,03:30,Cow_10,2,7,6,30.5,Sunny
2024-01-10,03:45,Cow_1,1,1,13,32.4,Sunny
2024-01-10,03:45,Cow_2,6,4,5,32.4,Sunny
2024-01-10,03:45,Cow_3,9,5,1,32.4,Sunny
2024-01-10,03:45,Cow_4,15,0,0,32.4,Sunny
2024-01-10,03:45,Cow_5,1,14,0,32.4,Sunny
2024-01-10,03:45,Cow_6,5,9,1,32.4,Sunny
2024-01-10,03:45,Cow_7,4,7,4,32.4,Sunny
2024-01-10,03:45,Cow_8,5,4,6,32.4,Sunny
2024-01-10,03:45,Cow_9,3,7,5,32.4,Sunny
2024-01-10,03:45,Cow_10,11,2,2,32.4,Sunny
2024-01-10,04:00,Cow_1,11,0,4,27.7,Rainy
2024-01-10,04:00,Cow_2,7,2,6,27.7,Rainy
2024-01-10,04:00,Cow_3,7,3,5,27.7,Rainy
2024-01-10,04:00,Cow_4,8,7,0,27.7,Rainy
