Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2024-07-24,00:00,Cow_1,9,4,2,32.5,Cloudy
2024-07-24,00:00,Cow_2,0,5,10,32.5,Cloudy
2024-07-24,00:00,Cow_3,7,2,6,32.5,Cloudy
2024-07-24,00:00,Cow_4,11,1,3,32.5,Cloudy
2024-07-24,00:00,Cow_5,9,2,4,32.5,Cloudy
2024-07-24,00:00,Cow_6,15,0,0,32.5,Cloudy
2024-07-24,00:00,Cow_7,6,4,5,32.5,Cloudy
2024-07-24,00:00,Cow_8,9,1,5,32.5,Cloudy
2024-07-24,00:00,Cow_9,10,2,3,32.5,Cloudy
2024-07-24,00:00,Cow_10,3,0,12,32.5,Cloudy
2024-07-24,00:15,Cow_1,8,0,7,31.3,Sunny
2024-07-24,00:15,Cow_2,13,1,1,31.3,Sunny
2024-07-24,00:15,Cow_3,15,0,0,31.3,Sunny
2024-07-24,00:15,Cow_4,1,13,1,31.3,Sunny
2024-07-24,00:15,Cow_5,15,0,0,31.3,Sunny
2024-07-24,00:15,Cow_6,10,4,1,31.3,Sunny
2024-07-24,00:15,Cow_7,14,1,0,31.3,Sunny
2024-07-24,00:15,Cow_8,9,0,6,31.3,Sunny
2024-07-24,00:15,Cow_9,2,8,5,31.3,Sunny
2024-07-24,00:15,Cow_10,11,1,3,31.3,Sunny
2024-07-24,00:30,Cow_1,6,9,0,30.6,Sunny
2024-07-24,00:30,Cow_2,13,2,0,30.6,Sunny
2024-07-24,00:30,Cow_3,8,6,1,30.6,Sunny
2024-07-24,00:30,Cow_4,2,10,3,30.6,Sunny
2024-07-24,00:30,Cow_5,12,2,1,30.6,Sunny
2024-07-24,00:30,Cow_6,8,2,5,30.6,Sunny
2024-07-24,00:30,Cow_7,2,0,13,30.6,Sunny
2024-07-24,00:30,Cow_8,1,9,5,30.6,Sunny
2024-07-24,00:30,Cow_9,5,3,7,30.6,Sunny
2024-07-24,00:30,Cow_10,13,1,1,30.6,Sunny
2024-07-24,00:45,Cow_1,3,0,12,26.1,Sunny
2024-07-24,00:45,Cow_2,14,0,1,26.1,Sunny
2024-07-24,00:45,Cow_3,4,9,2,26.1,Sunny
2024-07-24,00:45,Cow_4,3,12,0,26.1,Sunny
2024-07-24,00:45,Cow_5,4,8,3,26.1,Sunny
2024-07-24,00:45,Cow_6,10,3,2,26.1,Sunny
2024-07-24,00:45,Cow_7,15,0,0,26.1,Sunny
2024-07-24,00:45,Cow_8,10,5,0,26.1,Sunny
2024-07-24,00:45,Cow_9,1,3,11,26.1,Sunny
2024-07-24,00:45,Cow_10,14,0,1,26.1,Sunny
2024-07-24,01:00,Cow_1,11,2,2,33.6,Sunny
2024-07-24,01:00,Cow_2,7,5,3,33.6,Sunny
2024-07-24,01:00,Cow_3,1,6,8,33.6,Sunny
2024-07-24,01:00,Cow_4,15,0,0,33.6,Sunny
2024-07-24,01:00,Cow_5,9,0,6,33.6,Sunny
2024-07-24,01:00,Cow_6,1,3,11,33.6,Sunny
2024-07-24,01:00,Cow_7,4,5,6,33.6,Sunny
2024-07-24,01:00,Cow_8,4,10,1,33.6,Sunny
2024-07-24,01:00,Cow_9,3,4,8,33.6,Sunny
2024-07-24,01:00,Cow_10,4,6,5,33.6,Sunny
2024-07-24,01:15,Cow_1,3,6,6,26.3,Rainy
2024-07-24,01:15,Cow_2,7,4,4,26.3,Rainy
2024-07-24,01:15,Cow_3,1,5,9,26.3,Rainy
2024-07-24,01:15,Cow_4,0,7,8,26.3,Rainy
2024-07-24,01:15,Cow_5,9,4,2,26.3,Rainy
2024-07-24,01:15,Cow_6,0,1,14,26.3,Rainy
2024-07-24,01:15,Cow_7,0,1,14,26.3,Rainy
2024-07-24,01:15,Cow_8,13,2,0,26.3,Rainy
2024-07-24,01:15,Cow_9,13,1,1,26.3,Rainy
2024-07-24,01:15,Cow_10,14,0,1,26.3,Rainy
2024-07-24,01:30,Cow_1,0,2,13,30.4,Rainy
2024-07-24,01:30,Cow_2,0,2,13,30.4,Rainy
2024-07-24,01:30,Cow_3,8,7,0,30.4,Rainy
2024-07-24,01:30,Cow_4,0,2,13,30.4,Rainy
2024-07-24,01:30,Cow_5,12,3,0,30.4,Rainy
2024-07-24,01:30,Cow_6,8,6,1,30.4,Rainy
2024-07-24,01:30,Cow_7,3,9,3,30.4,Rainy
2024-07-24,01:30,Cow_8,12,2,1,30.4,Rainy
2024-07-24,01:30,Cow_9,14,1,0,30.4,Rainy
2024-07-24,01:30,Cow_10,8,5,2,30.4,Rainy
2024-07-24,01:45,Cow_1,15,0,0,28.5,Rainy
2024-07-24,01:45,Cow_2,9,1,5,28.5,Rainy
2024-07-24,01:45,Cow_3,2,6,7,28.5,Rainy
2024-07-24,01:45,Cow_4,11,0,4,28.5,Rainy
2024-07-24,01:45,Cow_5,1,12,2,28.5,Rainy
2024-07-24,01:45,Cow_6,8,2,5,28.5,Rainy
2024-07-24,01:45,Cow_7,15,0,0,28.5,Rainy
2024-07-24,01:45,Cow_8,3,9,3,28.5,Rainy
2024-07-24,01:45,Cow_9,15,0,0,28.5,Rainy
2024-07-24,01:45,Cow_10,12,0,3,28.5,Rainy
2024-07-24,02:00,Cow_1,0,10,5,31.5,Clear
2024-07-24,02:00,Cow_2,6,7,2,31.5,Clear
2024-07-24,02:00,Cow_3,11,4,0,31.5,Clear
2024-07-24,02:00,Cow_4,15,0,0,31.5,Clear
2024-07-24,02:00,Cow_5,8,0,7,31.5,Clear
2024-07-24,02:00,Cow_6,5,6,4,31.5,Clear
2024-07-24,02:00,Cow_7,0,0,15,31.5,Clear
2024-07-24,02:00,Cow_8,6,7,2,31.5,Clear
2024-07-24,02:00,Cow_9,3,2,10,31.5,Clear
2024-07-24,02:00,Cow_10,2,13,0,31.5,Clear
2024-07-24,02:15,Cow_1,3,12,0,31.3,Rainy
2024-07-24,02:15,Cow_2,3,3,9,31.3,Rainy
2024-07-24,02:15,Cow_3,13,1,1,31.3,Rainy
2024-07-24,02:15,Cow_4,8,3,4,31.3,Rainy
2024-07-24,02:15,Cow_5,8,6,1,31.3,Rainy
2024-07-24,02:15,Cow_6,12,3,0,31.3,Rainy
2024-07-24,02:15,Cow_7,15,0,0,31.3,Rainy
2024-07-24,02:15,Cow_8,13,1,1,31.3,Rainy
2024-07-24,02:15,Cow_9,7,2,6,31.3,Rainy
2024-07-24,02:15,Cow_10,2,9,4,31.3,Rainy
2024-07-24,02:30,Cow_1,13,2,0,30.3,Clear
2024-07-24,02:30,Cow_2,1,5,9,30.3,Clear
2024-07-24,02:30,Cow_3,10,1,4,30.3,Clear
2024-07-24,02:30,Cow_4,1,1,13,30.3,Clear
2024-07-24,02:30,Cow_5,12,2,1,30.3,Clear
2024-07-24,02:30,Cow_6,10,3,2,30.3,Clear
2024-07-24,02:30,Cow_7,5,0,10,30.3,Clear
2024-07-24,02:30,Cow_8,9,0,6,30.3,Clear
2024-07-24,02:30,Cow_9,12,1,2,30.3,Clear
2024-07-24,02:30,Cow_10,9,3,3,30.3,Clear
2024-07-24,02:45,Cow_1,1,2,12,27.9,Sunny
2024-07-24,02:45,Cow_2,12,2,1,27.9,Sunny
2024-07-24,02:45,Cow_3,8,7,0,27.9,Sunny
2024-07-24,02:45,Cow_4,7,6,2,27.9,Sunny
2024-07-24,02:45,Cow_5,13,2,0,27.9,Sunny
2024-07-24,02:45,Cow_6,9,6,0,27.9,Sunny
2024-07-24,02:45,Cow_7,10,2,3,27.9,Sunny
2024-07-24,02:45,Cow_8,14,0,1,27.9,Sunny
2024-07-24,02:45,Cow_9,14,0,1,27.9,Sunny
2024-07-24,02:45,Cow_10,13,1,1,27.9,Sunny
2024-07-24,03:00,Cow_1,12,2,1,25.9,Sunny
2024-07-24,03:00,Cow_2,12,3,0,25.9,Sunny
2024-07-24,03:00,Cow_3,10,0,5,25.9,Sunny
2024-07-24,03:00,Cow_4,10,2,3,25.9,Sunny
2024-07-24,03:00,Cow_5,5,6,4,25.9,Sunny
2024-07-24,03:00,Cow_6,9,4,2,25.9,Sunny
2024-07-24,03:00,Cow_7,9,3,3,25.9,Sunny
2024-07-24,03:00,Cow_8,12,3,0,25.9,Sunny
2024-07-24,03:00,Cow_9,11,1,3,25.9,Sunny
2024-07-24,03:00,Cow_10,14,1,0,25.9,Sunny
2024-07-24,03:15,Cow_1,0,3,12,33.3,Sunny
2024-07-24,03:15,Cow_2,8,4,3,33.3,Sunny
2024-07-24,03:15,Cow_3,9,2,4,33.3,Sunny
2024-07-24,03:15,Cow_4,6,4,5,33.3,Sunny
2024-07-24,03:15,Cow_5,11,2,2,33.3,Sunny
2024-07-24,03:15,Cow_6,15,0,0,33.3,Sunny
2024-07-24,03:15,Cow_7,12,3,0,33.3,Sunny
2024-07-24,03:15,Cow_8,8,1,6,33.3,Sunny
2024-07-24,03:15,Cow_9,13,2,0,33.3,Sunny
2024-07-24,03:15,Cow_10,7,0,8,33.3,Sunny
2024-07-24,03:30,Cow_1,6,0,9,33.3,Rainy
2024-07-24,03:30,Cow_2,8,0,7,33.3,Rainy
2024-07-24,03:30,Cow_3,1,9,5,33.3,Rainy
2024-07-24,03:30,Cow_4,2,0,13,33.3,Rainy
2024-07-24,03:30,Cow_5,12,2,1,33.3,Rainy
2024-07-24,03:30,Cow_6,1,10,4,33.3,Rainy
2024-07-24,03:30,Cow_7,8,1,6,33.3,Rainy
2024-07-24,03:30,Cow_8,3,0,12,33.3,Rainy
2024-07-24,03:30,Cow_9,7,1,7,33.3,Rainy
2024-07-24,03:30,Cow_10,7,5,3,33.3,Rainy
2024-07-24,03:45,Cow_1,11,0,4,26.9,Clear
2024-07-24,03:45,Cow_2,9,1,5,26.9,Clear
2024-07-24,03:45,Cow_3,13,1,1,26.9,Clear
2024-07-24,03:45,Cow_4,7,6,2,26.9,Clear
2024-07-24,03:45,Cow_5,7,5,3,26.9,Clear
2024-07-24,03:45,Cow_6,1,0,14,26.9,Clear
2024-07-24,03:45,Cow_7,5,9,1,26.9,Clear
2024-07-24,03:45,Cow_8,14,0,1,26.9,Clear
2024-07-24,03:45,Cow_9,6,3,6,26.9,Clear
2024-07-24,03:45,Cow_10,5,9,1,26.9,Clear
2024-07-24,04:00,Cow_1,2,13,0,30.9,Cloudy
2024-07-24,04:00,Cow_2,2,9,4,30.9,Cloudy
2024-07-24,04:00,Cow_3,3,7,5,30.9,Cloudy
2024-07-24,04:00,Cow_4,4,11,0,30.9,Cloudy
2024-07-24,04:00,Cow_5,6,0,9,30.9,Cloudy
2024-07-24,04:00,Cow_6,1,7,7,30.9,Cloudy
2024-07-24,04:00,Cow_7,3,2,10,30.9,Cloudy
2024-07-24,04:00,Cow_8,7,6,2,30.9,Cloudy
2024-07-24,04:00,Cow_9,11,1,3,30.9,Cloudy
2024-07-24,04:00,Cow_10,0,4,11,30.9,Cloudy
2024-07-24,04:15,Cow_1,3,9,3,34.3,Rainy
2024-07-24,04:15,Cow_2,2,5,8,34.3,Rainy
2024-07-24,04:15,Cow_3,15,0,0,34.3,Rainy
2024-07-24,04:15,Cow_4,2,10,3,34.3,Rainy
2024-07-24,04:15,Cow_5,15,0,0,34.3,Rainy
2024-07-24,04:15,Cow_6,12,3,0,34.3,Rainy
2024-07-24,04:15,Cow_7,2,8,5,34.3,Rainy
2024-07-24,04:15,Cow_8,7,6,2,34.3,Rainy
2024-07-24,04:15,Cow_9,11,1,3,34.3,Rainy
2024-07-24,04:15,Cow_10,2,11,2,34.3,Rainy
2024-07-24,04:30,Cow_1,1,3,11,26.8,Clear
2024-07-24,04:30,Cow_2,1,7,7,26.8,Clear
2024-07-24,04:30,Cow_3,1,2,12,26.8,Clear
2024-07-24,04:30,Cow_4,15,0,0,26.8,Clear
2024-07-24,04:30,Cow_5,3,10,2,26.8,Clear
2024-07-24,04:30,Cow_6,12,0,3,26.8,Clear
2024-07-24,04:30,Cow_7,9,1,5,26.8,Clear
2024-07-24,04:30,Cow_8,2,10,3,26.8,Clear
2024-07-24,04:30,Cow_9,4,0,11,26.8,Clear
2024-07-24,04:30,Cow_10,1,12,2,26.8,Clear
2024-07-24,04:45,Cow_1,12,1,2,25.5,Rainy
2024-07-24,04:45,Cow_2,11,1,3,25.5,Rainy
2024-07-24,04:45,Cow_3,8,3,4,25.5,Rainy
2024-07-24,04:45,Cow_4,1,1,13,25.5,Rainy
2024-07-24,04:45,Cow_5,3,10,2,25.5,Rainy
2024-07-24,04:45,Cow_6,7,1,7,25.5,Rainy
2024-07-24,04:45,Cow_7,8,7,0,25.5,Rainy
2024-07-24,04:45,Cow_8,15,0,0,25.5,Rainy
2024-07-24,04:45,Cow_9,14,1,0,25.5,Rainy
2024-07-24,04:45,Cow_10,2,5,8,25.5,Rainy
2024-07-24,05:00,Cow_1,13,1,1,26.9,Sunny
2024-07-24,05:00,Cow_2,9,3,3,26.9,Sunny
2024-07-24,05:00,Cow_3,1,0,14,26.9,Sunny
2024-07-24,05:00,Cow_4,15,0,0,26.9,Sunny
2024-07-24,05:00,Cow_5,9,2,4,26.9,Sunny
2024-07-24,05:00,Cow_6,5,3,7,26.9,Sunny
2024-07-24,05:00,Cow_7,6,6,3,26.9,Sunny
2024-07-24,05:00,Cow_8,9,4,2,26.9,Sunny
2024-07-24,05:00,Cow_9,4,9,2,26.9,Sunny
2024-07-24,05:00,Cow_10,9,0,6,26.9,Sunny
2024-07-24,05:15,Cow_1,1,2,12,27.9,Clear
