Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-05-19,00:00,Cow_1,7,9,0,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_2,0,0,0,15,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_3,3,9,3,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_4,6,1,8,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_5,5,4,6,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_6,10,5,0,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_7,12,0,5,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_8,11,0,6,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_9,10,0,7,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_10,2,8,5,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_11,10,2,3,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_12,8,3,4,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_13,6,5,4,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_14,3,5,7,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_15,6,5,4,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_16,6,5,4,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_17,4,3,8,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_18,7,0,8,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_19,9,0,6,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_20,3,5,7,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_21,3,8,4,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_22,0,0,0,15,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_23,14,7,0,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_24,8,3,4,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_25,0,0,0,15,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_26,6,3,6,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_27,0,7,8,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_28,9,0,6,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_29,0,0,0,15,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_30,6,4,5,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_31,0,0,0,15,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_32,14,10,0,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_33,0,0,0,15,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_34,3,7,5,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_35,4,6,5,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_36,0,0,0,15,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_37,7,4,4,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_38,0,9,6,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_39,0,0,0,15,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_40,4,3,8,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_41,6,5,4,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_42,9,5,1,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_43,7,9,0,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_44,7,3,5,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_45,12,0,7,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_46,2,6,7,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_47,12,0,8,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_48,11,8,0,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_49,6,7,2,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_50,14,5,0,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_51,5,7,3,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_52,10,2,3,0,31.3,Cloudy,Field B
2022-05-19,00:00,Cow_53,13,0,5,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_54,14,0,3,0,31.3,Cloudy,Field C
2022-05-19,00:00,Cow_55,2,7,6,0,31.3,Cloudy,Field A
2022-05-19,00:00,Cow_56,0,9,6,0,31.3,Cloudy,Field A
