Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2024-04-03,00:00,Cow_1,10,0,5,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_2,12,0,7,0,25.3,Cloudy,Field A
2024-04-03,00:00,Cow_3,11,9,0,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_4,14,0,6,0,25.3,Cloudy,Field A
2024-04-03,00:00,Cow_5,10,0,5,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_6,0,0,0,15,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_7,13,0,7,0,25.3,Cloudy,Field A
2024-04-03,00:00,Cow_8,5,7,3,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_9,3,7,5,0,25.3,Cloudy,Field A
2024-04-03,00:00,Cow_10,7,3,5,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_11,14,3,0,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_12,8,3,4,0,25.3,Cloudy,Field A
2024-04-03,00:00,Cow_13,1,8,6,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_14,8,8,0,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_15,6,5,4,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_16,7,9,0,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_17,8,9,0,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_18,14,0,7,0,25.3,Cloudy,Field A
2024-04-03,00:00,Cow_19,6,6,3,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_20,0,0,0,15,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_21,3,7,5,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_22,0,0,0,15,25.3,Cloudy,Field A
2024-04-03,00:00,Cow_23,5,7,3,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_24,0,9,8,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_25,8,8,0,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_26,7,2,6,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_27,8,0,8,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_28,9,5,1,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_29,11,9,0,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_30,14,4,0,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_31,3,6,6,0,25.3,Cloudy,Field B
2024-04-03,00:00,Cow_32,5,7,3,0,25.3,Cloudy,Field A
2024-04-03,00:00,Cow_33,8,0,8,0,25.3,Cloudy,Field C
2024-04-03,00:00,Cow_34,14,9,0,0,25.3,Cloudy,Field A
