Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2023-07-11,00:00,Cow_1,15,0,0,31.9,Rainy,
2023-07-11,00:00,Cow_2,4,3,8,31.9,Rainy,
2023-07-11,00:00,Cow_3,14,1,0,31.9,Rainy,
2023-07-11,00:00,Cow_4,12,3,0,31.9,Rainy,
2023-07-11,00:00,Cow_5,1,11,3,31.9,Rainy,
2023-07-11,00:00,Cow_6,8,6,1,31.9,Rainy,
2023-07-11,00:00,Cow_7,1,0,14,31.9,Rainy,
2023-07-11,00:00,Cow_8,15,0,0,31.9,Rainy,
2023-07-11,00:00,Cow_9,14,0,1,31.9,Rainy,
2023-07-11,00:00,Cow_10,14,1,0,31.9,Rainy,
2023-07-11,00:15,Cow_1,2,1,12,33.3,Cloudy,
2023-07-11,00:15,Cow_2,5,0,10,33.3,Cloudy,
2023-07-11,00:15,Cow_3,7,8,0,33.3,Cloudy,
2023-07-11,00:15,Cow_4,4,5,6,33.3,Cloudy,
2023-07-11,00:15,Cow_5,5,8,2,33.3,Cloudy,
2023-07-11,00:15,Cow_6,10,4,1,33.3,Cloudy,
2023-07-11,00:15,Cow_7,12,2,1,33.3,Cloudy,
2023-07-11,00:15,Cow_8,2,1,12,33.3,Cloudy,
2023-07-11,00:15,Cow_9,6,1,8,33.3,Cloudy,
2023-07-11,00:15,Cow_10,2,4,9,33.3,Cloudy,
2023-07-11,00:30,Cow_1,7,3,5,28.5,Sunny,
2023-07-11,00:30,Cow_2,13,2,0,28.5,Sunny,
2023-07-11,00:30,Cow_3,4,4,7,28.5,Sunny,
2023-07-11,00:30,Cow_4,11,3,1,28.5,Sunny,
2023-07-11,00:30,Cow_5,15,0,0,28.5,Sunny,
2023-07-11,00:30,Cow_6,9,5,1,28.5,Sunny,
2023-07-11,00:30,Cow_7,14,0,1,28.5,Sunny,
2023-07-11,00:30,Cow_8,12,0,3,28.5,Sunny,
2023-07-11,00:30,Cow_9,12,1,2,28.5,Sunny,
2023-07-11,00:30,Cow_10,3,8,4,28.5,Sunny,
2023-07-11,00:45,Cow_1,1,7,7,26.5,Clear,
2023-07-11,00:45,Cow_2,0,15,0,26.5,Clear,
2023-07-11,00:45,Cow_3,2,13,0,26.5,Clear,
2023-07-11,00:45,Cow_4,9,6,0,26.5,Clear,
2023-07-11,00:45,Cow_5,3,11,1,26.5,Clear,
2023-07-11,00:45,Cow_6,6,8,1,26.5,Clear,
2023-07-11,00:45,Cow_7,13,2,0,26.5,Clear,
2023-07-11,00:45,Cow_8,6,0,9,26.5,Clear,
2023-07-11,00:45,Cow_9,15,0,0,26.5,Clear,
2023-07-11,00:45,Cow_10,2,9,4,26.5,Clear,
2023-07-11,01:00,Cow_1,11,2,2,28.6,Cloudy,
2023-07-11,01:00,Cow_2,2,7,6,28.6,Cloudy,
2023-07-11,01:00,Cow_3,5,5,5,28.6,Cloudy,
2023-07-11,01:00,Cow_4,9,6,0,28.6,Cloudy,
2023-07-11,01:00,Cow_5,14,1,0,28.6,Cloudy,
2023-07-11,01:00,Cow_6,12,2,1,28.6,Cloudy,
2023-07-11,01:00,Cow_7,13,1,1,28.6,Cloudy,
2023-07-11,01:00,Cow_8,11,3,1,28.6,Cloudy,
2023-07-11,01:00,Cow_9,4,7,4,28.6,Cloudy,
2023-07-11,01:00,Cow_10,13,0,2,28.6,Cloudy,
2023-07-11,01:15,Cow_1,2,6,7,29.2,Cloudy,
2023-07-11,01:15,Cow_2,12,1,2,29.2,Cloudy,
2023-07-11,01:15,Cow_3,13,0,2,29.2,Cloudy,
2023-07-11,01:15,Cow_4,4,10,1,29.2,Cloudy,
2023-07-11,01:15,Cow_5,14,1,0,29.2,Cloudy,
2023-07-11,01:15,Cow_6,1,12,2,29.2,Cloudy,
2023-07-11,01:15,Cow_7,0,0,15,29.2,Cloudy,
2023-07-11,01:15,Cow_8,8,2,5,29.2,Cloudy,
2023-07-11,01:15,Cow_9,14,1,0,29.2,Cloudy,
2023-07-11,01:15,Cow_10,9,5,1,29.2,Cloudy,
2023-07-11,01:30,Cow_1,15,0,0,30.2,Sunny,
2023-07-11,01:30,Cow_2,7,0,8,30.2,Sunny,
2023-07-11,01:30,Cow_3,6,7,2,30.2,Sunny,
2023-07-11,01:30,Cow_4,3,9,3,30.2,Sunny,
2023-07-11,01:30,Cow_5,1,5,9,30.2,Sunny,
2023-07-11,01:30,Cow_6,14,1,0,30.2,Sunny,
2023-07-11,01:30,Cow_7,11,0,4,30.2,Sunny,
2023-07-11,01:30,Cow_8,4,11,0,30.2,Sunny,
2023-07-11,01:30,Cow_9,13,2,0,30.2,Sunny,
2023-07-11,01:30,Cow_10,0,13,2,30.2,Sunny,
2023-07-11,01:45,Cow_1,5,4,6,29.5,Cloudy,
2023-07-11,01:45,Cow_2,3,2,10,29.5,Cloudy,
2023-07-11,01:45,Cow_3,8,3,4,29.5,Cloudy,
2023-07-11,01:45,Cow_4,6,9,0,29.5,Cloudy,
2023-07-11,01:45,Cow_5,3,0,12,29.5,Cloudy,
2023-07-11,01:45,Cow_6,3,6,6,29.5,Cloudy,
2023-07-11,01:45,Cow_7,12,1,2,29.5,Cloudy,
2023-07-11,01:45,Cow_8,5,3,7,29.5,Cloudy,
2023-07-11,01:45,Cow_9,14,1,0,29.5,Cloudy,
2023-07-11,01:45,Cow_10,4,6,5,29.5,Cloudy,
2023-07-11,02:00,Cow_1,5,1,9,31.6,Rainy,
2023-07-11,02:00,Cow_2,3,2,10,31.6,Rainy,
2023-07-11,02:00,Cow_3,4,2,9,31.6,Rainy,
2023-07-11,02:00,Cow_4,9,3,3,31.6,Rainy,
2023-07-11,02:00,Cow_5,11,0,4,31.6,Rainy,
2023-07-11,02:00,Cow_6,10,0,5,31.6,Rainy,
2023-07-11,02:00,Cow_7,7,8,0,31.6,Rainy,
2023-07-11,02:00,Cow_8,5,10,0,31.6,Rainy,
2023-07-11,02:00,Cow_9,13,2,0,31.6,Rainy,
2023-07-11,02:00,Cow_10,11,3,1,31.6,Rainy,
2023-07-11,02:15,Cow_1,9,5,1,34.0,Cloudy,
2023-07-11,02:15,Cow_2,1,2,12,34.0,Cloudy,
2023-07-11,02:15,Cow_3,4,2,9,34.0,Cloudy,
