Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2023-04-09,00:00,Cow_1,11,3,1,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_2,5,7,3,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_3,12,0,6,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_4,5,3,7,0,34.3,Clear,Field A
2023-04-09,00:00,Cow_5,11,9,0,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_6,13,9,0,0,34.3,Clear,Field A
2023-04-09,00:00,Cow_7,14,0,8,0,34.3,Clear,Field A
2023-04-09,00:00,Cow_8,6,6,3,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_9,0,0,0,15,34.3,Clear,Field C
2023-04-09,00:00,Cow_10,15,9,0,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_11,10,1,4,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_12,13,4,0,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_13,0,0,0,15,34.3,Clear,Field C
2023-04-09,00:00,Cow_14,9,1,5,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_15,7,3,5,0,34.3,Clear,Field A
2023-04-09,00:00,Cow_16,9,8,0,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_17,7,3,5,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_18,9,0,8,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_19,11,0,8,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_20,14,7,0,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_21,11,0,7,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_22,8,3,4,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_23,5,10,0,0,34.3,Clear,Field A
2023-04-09,00:00,Cow_24,0,0,0,15,34.3,Clear,Field B
2023-04-09,00:00,Cow_25,2,6,7,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_26,0,9,8,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_27,3,6,6,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_28,3,9,3,0,34.3,Clear,Field A
2023-04-09,00:00,Cow_29,3,4,8,0,34.3,Clear,Field A
2023-04-09,00:00,Cow_30,0,0,0,15,34.3,Clear,Field A
2023-04-09,00:00,Cow_31,4,7,4,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_32,0,12,7,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_33,14,3,0,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_34,3,7,5,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_35,13,0,8,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_36,6,6,3,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_37,10,8,0,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_38,10,1,4,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_39,8,3,4,0,34.3,Clear,Field B
2023-04-09,00:00,Cow_40,7,0,8,0,34.3,Clear,Field C
2023-04-09,00:00,Cow_41,0,10,6,0,34.3,Clear,Field C
