Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2023-11-10,00:00,Cow_1,8,4,3,32.2,Clear
2023-11-10,00:00,Cow_2,14,0,1,32.2,Clear
2023-11-10,00:00,Cow_3,3,0,12,32.2,Clear
2023-11-10,00:00,Cow_4,0,15,0,32.2,Clear
2023-11-10,00:00,Cow_5,3,6,6,32.2,Clear
2023-11-10,00:00,Cow_6,4,2,9,32.2,Clear
2023-11-10,00:00,Cow_7,10,4,1,32.2,Clear
2023-11-10,00:00,Cow_8,12,1,2,32.2,Clear
2023-11-10,00:00,Cow_9,15,0,0,32.2,Clear
2023-11-10,00:00,Cow_10,15,0,0,32.2,Clear
2023-11-10,00:15,Cow_1,14,1,0,34.3,Sunny
2023-11-10,00:15,Cow_2,12,2,1,34.3,Sunny
2023-11-10,00:15,Cow_3,7,0,8,34.3,Sunny
2023-11-10,00:15,Cow_4,0,9,6,34.3,Sunny
2023-11-10,00:15,Cow_5,9,5,1,34.3,Sunny
2023-11-10,00:15,Cow_6,10,4,1,34.3,Sunny
2023-11-10,00:15,Cow_7,6,0,9,34.3,Sunny
2023-11-10,00:15,Cow_8,10,4,1,34.3,Sunny
2023-11-10,00:15,Cow_9,1,2,12,34.3,Sunny
2023-11-10,00:15,Cow_10,1,0,14,34.3,Sunny
2023-11-10,00:30,Cow_1,9,1,5,34.4,Rainy
2023-11-10,00:30,Cow_2,15,0,0,34.4,Rainy
2023-11-10,00:30,Cow_3,9,1,5,34.4,Rainy
2023-11-10,00:30,Cow_4,12,1,2,34.4,Rainy
2023-11-10,00:30,Cow_5,10,0,5,34.4,Rainy
2023-11-10,00:30,Cow_6,5,2,8,34.4,Rainy
2023-11-10,00:30,Cow_7,9,5,1,34.4,Rainy
2023-11-10,00:30,Cow_8,1,11,3,34.4,Rainy
2023-11-10,00:30,Cow_9,10,3,2,34.4,Rainy
2023-11-10,00:30,Cow_10,10,2,3,34.4,Rainy
2023-11-10,00:45,Cow_1,3,3,9,33.9,Clear
2023-11-10,00:45,Cow_2,13,0,2,33.9,Clear
2023-11-10,00:45,Cow_3,3,7,5,33.9,Clear
2023-11-10,00:45,Cow_4,9,0,6,33.9,Clear
2023-11-10,00:45,Cow_5,2,12,1,33.9,Clear
2023-11-10,00:45,Cow_6,1,3,11,33.9,Clear
2023-11-10,00:45,Cow_7,4,7,4,33.9,Clear
2023-11-10,00:45,Cow_8,9,0,6,33.9,Clear
2023-11-10,00:45,Cow_9,5,0,10,33.9,Clear
2023-11-10,00:45,Cow_10,10,3,2,33.9,Clear
2023-11-10,01:00,Cow_1,15,0,0,33.3,Rainy
2023-11-10,01:00,Cow_2,8,1,6,33.3,Rainy
2023-11-10,01:00,Cow_3,15,0,0,33.3,Rainy
2023-11-10,01:00,Cow_4,5,10,0,33.3,Rainy
2023-11-10,01:00,Cow_5,14,1,0,33.3,Rainy
2023-11-10,01:00,Cow_6,0,13,2,33.3,Rainy
2023-11-10,01:00,Cow_7,9,3,3,33.3,Rainy
2023-11-10,01:00,Cow_8,2,2,11,33.3,Rainy
2023-11-10,01:00,Cow_9,13,2,0,33.3,Rainy
2023-11-10,01:00,Cow_10,1,10,4,33.3,Rainy
2023-11-10,01:15,Cow_1,10,1,4,33.1,Rainy
2023-11-10,01:15,Cow_2,10,1,4,33.1,Rainy
2023-11-10,01:15,Cow_3,0,10,5,33.1,Rainy
2023-11-10,01:15,Cow_4,15,0,0,33.1,Rainy
2023-11-10,01:15,Cow_5,13,1,1,33.1,Rainy
2023-11-10,01:15,Cow_6,8,7,0,33.1,Rainy
2023-11-10,01:15,Cow_7,1,4,10,33.1,Rainy
2023-11-10,01:15,Cow_8,10,0,5,33.1,Rainy
2023-11-10,01:15,Cow_9,10,4,1,33.1,Rainy
2023-11-10,01:15,Cow_10,10,2,3,33.1,Rainy
2023-11-10,01:30,Cow_1,3,0,12,28.2,Rainy
2023-11-10,01:30,Cow_2,6,3,6,28.2,Rainy
2023-11-10,01:30,Cow_3,12,0,3,28.2,Rainy
2023-11-10,01:30,Cow_4,4,1,10,28.2,Rainy
2023-11-10,01:30,Cow_5,11,4,0,28.2,Rainy
2023-11-10,01:30,Cow_6,2,7,6,28.2,Rainy
2023-11-10,01:30,Cow_7,12,1,2,28.2,Rainy
2023-11-10,01:30,Cow_8,11,0,4,28.2,Rainy
2023-11-10,01:30,Cow_9,7,7,1,28.2,Rainy
2023-11-10,01:30,Cow_10,8,6,1,28.2,Rainy
2023-11-10,01:45,Cow_1,3,9,3,34.4,Clear
2023-11-10,01:45,Cow_2,3,1,11,34.4,Clear
2023-11-10,01:45,Cow_3,9,5,1,34.4,Clear
2023-11-10,01:45,Cow_4,14,1,0,34.4,Clear
2023-11-10,01:45,Cow_5,13,1,1,34.4,Clear
2023-11-10,01:45,Cow_6,13,0,2,34.4,Clear
2023-11-10,01:45,Cow_7,2,13,0,34.4,Clear
2023-11-10,01:45,Cow_8,5,10,0,34.4,Clear
2023-11-10,01:45,Cow_9,5,7,3,34.4,Clear
2023-11-10,01:45,Cow_10,4,7,4,34.4,Clear
2023-11-10,02:00,Cow_1,8,2,5,34.8,Rainy
2023-11-10,02:00,Cow_2,5,5,5,34.8,Rainy
2023-11-10,02:00,Cow_3,1,11,3,34.8,Rainy
2023-11-10,02:00,Cow_4,12,2,1,34.8,Rainy
2023-11-10,02:00,Cow_5,7,5,3,34.8,Rainy
2023-11-10,02:00,Cow_6,14,0,1,34.8,Rainy
2023-11-10,02:00,Cow_7,12,2,1,34.8,Rainy
2023-11-10,02:00,Cow_8,13,2,0,34.8,Rainy
2023-11-10,02:00,Cow_9,9,6,0,34.8,Rainy
2023-11-10,02:00,Cow_10,10,2,3,34.8,Rainy
2023-11-10,02:15,Cow_1,10,0,5,26.7,Clear
2023-11-10,02:15,Cow_2,7,0,8,26.7,Clear
2023-11-10,02:15,Cow_3,5,3,7,26.7,Clear
2023-11-10,02:15,Cow_4,10,4,1,26.7,Clear
2023-11-10,02:15,Cow_5,12,3,0,26.7,Clear
2023-11-10,02:15,Cow_6,8,4,3,26.7,Clear
2023-11-10,02:15,Cow_7,10,3,2,26.7,Clear
2023-11-10,02:15,Cow_8,12,3,0,26.7,Clear
2023-11-10,02:15,Cow_9,11,3,1,26.7,Clear
2023-11-10,02:15,Cow_10,10,4,1,26.7,Clear
2023-11-10,02:30,Cow_1,13,2,0,26.5,Cloudy
2023-11-10,02:30,Cow_2,0,12,3,26.5,Cloudy
2023-11-10,02:30,Cow_3,13,1,1,26.5,Cloudy
2023-11-10,02:30,Cow_4,4,10,1,26.5,Cloudy
2023-11-10,02:30,Cow_5,5,1,9,26.5,Cloudy
2023-11-10,02:30,Cow_6,12,2,1,26.5,Cloudy
2023-11-10,02:30,Cow_7,12,1,2,26.5,Cloudy
2023-11-10,02:30,Cow_8,14,0,1,26.5,Cloudy
2023-11-10,02:30,Cow_9,3,6,6,26.5,Cloudy
2023-11-10,02:30,Cow_10,3,2,10,26.5,Cloudy
2023-11-10,02:45,Cow_1,5,1,9,31.6,Rainy
2023-11-10,02:45,Cow_2,3,7,5,31.6,Rainy
2023-11-10,02:45,Cow_3,6,7,2,31.6,Rainy
2023-11-10,02:45,Cow_4,10,3,2,31.6,Rainy
2023-11-10,02:45,Cow_5,6,7,2,31.6,Rainy
2023-11-10,02:45,Cow_6,3,2,10,31.6,Rainy
2023-11-10,02:45,Cow_7,8,6,1,31.6,Rainy
2023-11-10,02:45,Cow_8,8,4,3,31.6,Rainy
2023-11-10,02:45,Cow_9,6,7,2,31.6,Rainy
2023-11-10,02:45,Cow_10,4,9,2,31.6,Rainy
2023-11-10,03:00,Cow_1,15,0,0,30.4,Sunny
2023-11-10,03:00,Cow_2,15,0,0,30.4,Sunny
2023-11-10,03:00,Cow_3,15,0,0,30.4,Sunny
2023-11-10,03:00,Cow_4,10,3,2,30.4,Sunny
2023-11-10,03:00,Cow_5,10,1,4,30.4,Sunny
2023-11-10,03:00,Cow_6,0,5,10,30.4,Sunny
2023-11-10,03:00,Cow_7,5,3,7,30.4,Sunny
2023-11-10,03:00,Cow_8,15,0,0,30.4,Sunny
2023-11-10,03:00,Cow_9,6,4,5,30.4,Sunny
2023-11-10,03:00,Cow_10,9,6,0,30.4,Sunny
