Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-02-19,00:00,Cow_1,14,8,0,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_2,0,10,9,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_3,0,0,0,15,27.7,Sunny,Field A
2022-02-19,00:00,Cow_4,7,3,5,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_5,12,5,0,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_6,12,0,4,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_7,0,8,8,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_8,11,5,0,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_9,8,4,3,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_10,12,0,3,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_11,4,5,6,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_12,7,8,0,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_13,2,5,8,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_14,9,2,4,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_15,8,5,2,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_16,9,3,3,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_17,9,9,0,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_18,9,0,8,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_19,7,3,5,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_20,7,1,7,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_21,5,6,4,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_22,14,0,4,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_23,9,1,5,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_24,0,0,0,15,27.7,Sunny,Field A
2022-02-19,00:00,Cow_25,3,4,8,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_26,0,0,0,15,27.7,Sunny,Field B
2022-02-19,00:00,Cow_27,2,8,5,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_28,10,9,0,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_29,6,3,6,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_30,14,0,6,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_31,11,0,7,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_32,6,6,3,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_33,13,0,8,0,27.7,Sunny,Field B
2022-02-19,00:00,Cow_34,7,5,3,0,27.7,Sunny,Field C
2022-02-19,00:00,Cow_35,0,10,7,0,27.7,Sunny,Field A
2022-02-19,00:00,Cow_36,0,8,7,0,27.7,Sunny,Field B
