Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2023-12-21,00:00,Cow_1,10,4,1,34.3,Clear
2023-12-21,00:00,Cow_2,14,1,0,34.3,Clear
2023-12-21,00:00,Cow_3,14,0,1,34.3,Clear
2023-12-21,00:00,Cow_4,15,0,0,34.3,Clear
2023-12-21,00:00,Cow_5,4,10,1,34.3,Clear
2023-12-21,00:00,Cow_6,8,3,4,34.3,Clear
2023-12-21,00:00,Cow_7,4,6,5,34.3,Clear
2023-12-21,00:00,Cow_8,14,1,0,34.3,Clear
2023-12-21,00:00,Cow_9,7,6,2,34.3,Clear
2023-12-21,00:00,Cow_10,14,1,0,34.3,Clear
2023-12-21,00:15,Cow_1,13,0,2,29.9,Rainy
2023-12-21,00:15,Cow_2,12,0,3,29.9,Rainy
2023-12-21,00:15,Cow_3,9,0,6,29.9,Rainy
2023-12-21,00:15,Cow_4,2,8,5,29.9,Rainy
2023-12-21,00:15,Cow_5,11,0,4,29.9,Rainy
2023-12-21,00:15,Cow_6,7,5,3,29.9,Rainy
2023-12-21,00:15,Cow_7,4,9,2,29.9,Rainy
2023-12-21,00:15,Cow_8,3,12,0,29.9,Rainy
2023-12-21,00:15,Cow_9,12,0,3,29.9,Rainy
2023-12-21,00:15,Cow_10,4,3,8,29.9,Rainy
2023-12-21,00:30,Cow_1,3,6,6,33.0,Clear
2023-12-21,00:30,Cow_2,1,9,5,33.0,Clear
2023-12-21,00:30,Cow_3,1,6,8,33.0,Clear
2023-12-21,00:30,Cow_4,9,1,5,33.0,Clear
2023-12-21,00:30,Cow_5,6,0,9,33.0,Clear
2023-12-21,00:30,Cow_6,3,2,10,33.0,Clear
2023-12-21,00:30,Cow_7,9,5,1,33.0,Clear
2023-12-21,00:30,Cow_8,12,3,0,33.0,Clear
2023-12-21,00:30,Cow_9,11,1,3,33.0,Clear
2023-12-21,00:30,Cow_10,5,4,6,33.0,Clear
2023-12-21,00:45,Cow_1,3,0,12,28.7,Sunny
2023-12-21,00:45,Cow_2,1,5,9,28.7,Sunny
2023-12-21,00:45,Cow_3,10,4,1,28.7,Sunny
2023-12-21,00:45,Cow_4,12,1,2,28.7,Sunny
2023-12-21,00:45,Cow_5,14,1,0,28.7,Sunny
2023-12-21,00:45,Cow_6,9,0,6,28.7,Sunny
2023-12-21,00:45,Cow_7,1,9,5,28.7,Sunny
2023-12-21,00:45,Cow_8,13,2,0,28.7,Sunny
2023-12-21,00:45,Cow_9,0,10,5,28.7,Sunny
2023-12-21,00:45,Cow_10,3,12,0,28.7,Sunny
2023-12-21,01:00,Cow_1,15,0,0,33.0,Sunny
2023-12-21,01:00,Cow_2,4,11,0,33.0,Sunny
2023-12-21,01:00,Cow_3,7,2,6,33.0,Sunny
2023-12-21,01:00,Cow_4,11,1,3,33.0,Sunny
2023-12-21,01:00,Cow_5,10,1,4,33.0,Sunny
2023-12-21,01:00,Cow_6,12,3,0,33.0,Sunny
2023-12-21,01:00,Cow_7,9,4,2,33.0,Sunny
2023-12-21,01:00,Cow_8,5,3,7,33.0,Sunny
2023-12-21,01:00,Cow_9,14,1,0,33.0,Sunny
2023-12-21,01:00,Cow_10,5,1,9,33.0,Sunny
2023-12-21,01:15,Cow_1,7,1,7,34.8,Clear
2023-12-21,01:15,Cow_2,13,1,1,34.8,Clear
2023-12-21,01:15,Cow_3,7,3,5,34.8,Clear
2023-12-21,01:15,Cow_4,11,0,4,34.8,Clear
2023-12-21,01:15,Cow_5,11,4,0,34.8,Clear
2023-12-21,01:15,Cow_6,15,0,0,34.8,Clear
2023-12-21,01:15,Cow_7,7,1,7,34.8,Clear
2023-12-21,01:15,Cow_8,9,0,6,34.8,Clear
2023-12-21,01:15,Cow_9,7,4,4,34.8,Clear
2023-12-21,01:15,Cow_10,7,8,0,34.8,Clear
2023-12-21,01:30,Cow_1,0,10,5,34.4,Clear
2023-12-21,01:30,Cow_2,0,4,11,34.4,Clear
2023-12-21,01:30,Cow_3,2,0,13,34.4,Clear
