Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2023-06-01,00:00,Cow_1,13,0,2,33.3,Clear,
2023-06-01,00:00,Cow_2,0,3,12,33.3,Clear,
2023-06-01,00:00,Cow_3,3,2,10,33.3,Clear,
2023-06-01,00:00,Cow_4,15,0,0,33.3,Clear,
2023-06-01,00:00,Cow_5,1,11,3,33.3,Clear,
2023-06-01,00:00,Cow_6,8,2,5,33.3,Clear,
2023-06-01,00:00,Cow_7,0,1,14,33.3,Clear,
2023-06-01,00:00,Cow_8,0,4,11,33.3,Clear,
2023-06-01,00:00,Cow_9,2,10,3,33.3,Clear,
2023-06-01,00:00,Cow_10,15,0,0,33.3,Clear,
2023-06-01,00:15,Cow_1,8,4,3,34.8,Sunny,
2023-06-01,00:15,Cow_2,6,3,6,34.8,Sunny,
2023-06-01,00:15,Cow_3,4,1,10,34.8,Sunny,
2023-06-01,00:15,Cow_4,5,6,4,34.8,Sunny,
2023-06-01,00:15,Cow_5,6,7,2,34.8,Sunny,
2023-06-01,00:15,Cow_6,9,0,6,34.8,Sunny,
2023-06-01,00:15,Cow_7,0,13,2,34.8,Sunny,
2023-06-01,00:15,Cow_8,15,0,0,34.8,Sunny,
2023-06-01,00:15,Cow_9,9,6,0,34.8,Sunny,
2023-06-01,00:15,Cow_10,9,3,3,34.8,Sunny,
2023-06-01,00:30,Cow_1,12,3,0,31.1,Clear,
2023-06-01,00:30,Cow_2,2,4,9,31.1,Clear,
2023-06-01,00:30,Cow_3,2,6,7,31.1,Clear,
2023-06-01,00:30,Cow_4,5,5,5,31.1,Clear,
2023-06-01,00:30,Cow_5,10,0,5,31.1,Clear,
2023-06-01,00:30,Cow_6,14,0,1,31.1,Clear,
2023-06-01,00:30,Cow_7,5,3,7,31.1,Clear,
2023-06-01,00:30,Cow_8,13,1,1,31.1,Clear,
2023-06-01,00:30,Cow_9,15,0,0,31.1,Clear,
2023-06-01,00:30,Cow_10,5,4,6,31.1,Clear,
2023-06-01,00:45,Cow_1,12,2,1,34.2,Cloudy,
2023-06-01,00:45,Cow_2,15,0,0,34.2,Cloudy,
2023-06-01,00:45,Cow_3,5,2,8,34.2,Cloudy,
2023-06-01,00:45,Cow_4,0,9,6,34.2,Cloudy,
2023-06-01,00:45,Cow_5,10,5,0,34.2,Cloudy,
2023-06-01,00:45,Cow_6,2,4,9,34.2,Cloudy,
2023-06-01,00:45,Cow_7,14,0,1,34.2,Cloudy,
