Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2023-04-13,00:00,Cow_1,3,8,4,28.7,Clear
2023-04-13,00:00,Cow_2,6,3,6,28.7,Clear
2023-04-13,00:00,Cow_3,10,4,1,28.7,Clear
2023-04-13,00:00,Cow_4,1,11,3,28.7,Clear
2023-04-13,00:00,Cow_5,8,3,4,28.7,Clear
2023-04-13,00:00,Cow_6,1,10,4,28.7,Clear
2023-04-13,00:00,Cow_7,5,6,4,28.7,Clear
2023-04-13,00:00,Cow_8,4,3,8,28.7,Clear
2023-04-13,00:00,Cow_9,8,7,0,28.7,Clear
2023-04-13,00:00,Cow_10,6,4,5,28.7,Clear
2023-04-13,00:15,Cow_1,0,5,10,30.7,Sunny
2023-04-13,00:15,Cow_2,0,3,12,30.7,Sunny
2023-04-13,00:15,Cow_3,3,6,6,30.7,Sunny
2023-04-13,00:15,Cow_4,6,8,1,30.7,Sunny
2023-04-13,00:15,Cow_5,12,0,3,30.7,Sunny
2023-04-13,00:15,Cow_6,6,5,4,30.7,Sunny
2023-04-13,00:15,Cow_7,4,11,0,30.7,Sunny
2023-04-13,00:15,Cow_8,2,9,4,30.7,Sunny
2023-04-13,00:15,Cow_9,2,0,13,30.7,Sunny
2023-04-13,00:15,Cow_10,1,2,12,30.7,Sunny
2023-04-13,00:30,Cow_1,5,9,1,32.1,Rainy
2023-04-13,00:30,Cow_2,3,10,2,32.1,Rainy
2023-04-13,00:30,Cow_3,1,1,13,32.1,Rainy
2023-04-13,00:30,Cow_4,13,0,2,32.1,Rainy
2023-04-13,00:30,Cow_5,8,3,4,32.1,Rainy
2023-04-13,00:30,Cow_6,8,3,4,32.1,Rainy
2023-04-13,00:30,Cow_7,7,6,2,32.1,Rainy
2023-04-13,00:30,Cow_8,0,5,10,32.1,Rainy
2023-04-13,00:30,Cow_9,8,5,2,32.1,Rainy
2023-04-13,00:30,Cow_10,11,1,3,32.1,Rainy
2023-04-13,00:45,Cow_1,13,1,1,26.0,Clear
2023-04-13,00:45,Cow_2,15,0,0,26.0,Clear
2023-04-13,00:45,Cow_3,2,12,1,26.0,Clear
2023-04-13,00:45,Cow_4,8,6,1,26.0,Clear
2023-04-13,00:45,Cow_5,2,9,4,26.0,Clear
2023-04-13,00:45,Cow_6,11,4,0,26.0,Clear
2023-04-13,00:45,Cow_7,2,8,5,26.0,Clear
2023-04-13,00:45,Cow_8,12,1,2,26.0,Clear
2023-04-13,00:45,Cow_9,2,4,9,26.0,Clear
2023-04-13,00:45,Cow_10,11,1,3,26.0,Clear
2023-04-13,01:00,Cow_1,9,5,1,32.8,Clear
2023-04-13,01:00,Cow_2,8,6,1,32.8,Clear
2023-04-13,01:00,Cow_3,12,3,0,32.8,Clear
2023-04-13,01:00,Cow_4,8,5,2,32.8,Clear
2023-04-13,01:00,Cow_5,9,6,0,32.8,Clear
2023-04-13,01:00,Cow_6,11,1,3,32.8,Clear
2023-04-13,01:00,Cow_7,12,1,2,32.8,Clear
2023-04-13,01:00,Cow_8,12,3,0,32.8,Clear
2023-04-13,01:00,Cow_9,10,1,4,32.8,Clear
2023-04-13,01:00,Cow_10,9,5,1,32.8,Clear
2023-04-13,01:15,Cow_1,13,0,2,25.8,Cloudy
2023-04-13,01:15,Cow_2,12,2,1,25.8,Cloudy
2023-04-13,01:15,Cow_3,14,0,1,25.8,Cloudy
2023-04-13,01:15,Cow_4,4,8,3,25.8,Cloudy
2023-04-13,01:15,Cow_5,11,0,4,25.8,Cloudy
2023-04-13,01:15,Cow_6,2,5,8,25.8,Cloudy
2023-04-13,01:15,Cow_7,7,8,0,25.8,Cloudy
2023-04-13,01:15,Cow_8,11,2,2,25.8,Cloudy
2023-04-13,01:15,Cow_9,3,2,10,25.8,Cloudy
2023-04-13,01:15,Cow_10,6,7,2,25.8,Cloudy
2023-04-13,01:30,Cow_1,4,11,0,33.5,Rainy
2023-04-13,01:30,Cow_2,6,3,6,33.5,Rainy
2023-04-13,01:30,Cow_3,14,1,0,33.5,Rainy
2023-04-13,01:30,Cow_4,15,0,0,33.5,Rainy
2023-04-13,01:30,Cow_5,0,2,13,33.5,Rainy
2023-04-13,01:30,Cow_6,9,1,5,33.5,Rainy
2023-04-13,01:30,Cow_7,8,4,3,33.5,Rainy
2023-04-13,01:30,Cow_8,1,2,12,33.5,Rainy
2023-04-13,01:30,Cow_9,7,0,8,33.5,Rainy
2023-04-13,01:30,Cow_10,4,8,3,33.5,Rainy
2023-04-13,01:45,Cow_1,5,9,1,26.8,Rainy
2023-04-13,01:45,Cow_2,5,9,1,26.8,Rainy
2023-04-13,01:45,Cow_3,4,6,5,26.8,Rainy
2023-04-13,01:45,Cow_4,1,9,5,26.8,Rainy
2023-04-13,01:45,Cow_5,13,0,2,26.8,Rainy
2023-04-13,01:45,Cow_6,9,1,5,26.8,Rainy
2023-04-13,01:45,Cow_7,15,0,0,26.8,Rainy
2023-04-13,01:45,Cow_8,14,1,0,26.8,Rainy
2023-04-13,01:45,Cow_9,5,5,5,26.8,Rainy
2023-04-13,01:45,Cow_10,4,6,5,26.8,Rainy
2023-04-13,02:00,Cow_1,6,4,5,25.7,Sunny
2023-04-13,02:00,Cow_2,9,2,4,25.7,Sunny
2023-04-13,02:00,Cow_3,9,6,0,25.7,Sunny
2023-04-13,02:00,Cow_4,0,10,5,25.7,Sunny
2023-04-13,02:00,Cow_5,3,6,6,25.7,Sunny
2023-04-13,02:00,Cow_6,8,7,0,25.7,Sunny
2023-04-13,02:00,Cow_7,7,7,1,25.7,Sunny
2023-04-13,02:00,Cow_8,13,0,2,25.7,Sunny
2023-04-13,02:00,Cow_9,3,10,2,25.7,Sunny
2023-04-13,02:00,Cow_10,6,1,8,25.7,Sunny
2023-04-13,02:15,Cow_1,5,8,2,34.8,Rainy
2023-04-13,02:15,Cow_2,10,1,4,34.8,Rainy
2023-04-13,02:15,Cow_3,14,1,0,34.8,Rainy
2023-04-13,02:15,Cow_4,3,11,1,34.8,Rainy
2023-04-13,02:15,Cow_5,13,1,1,34.8,Rainy
2023-04-13,02:15,Cow_6,1,13,1,34.8,Rainy
