Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-09-01,00:00,Cow_1,7,5,3,0,34.1,Sunny,Field B
2022-09-01,00:00,Cow_2,7,7,1,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_3,0,10,10,0,34.1,Sunny,Field B
2022-09-01,00:00,Cow_4,0,0,0,15,34.1,Sunny,Field B
2022-09-01,00:00,Cow_5,8,0,8,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_6,7,0,8,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_7,7,9,0,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_8,6,10,0,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_9,9,7,0,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_10,3,7,5,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_11,4,8,3,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_12,0,9,7,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_13,10,0,6,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_14,3,4,8,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_15,5,4,6,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_16,0,0,0,15,34.1,Sunny,Field B
2022-09-01,00:00,Cow_17,6,3,6,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_18,0,0,0,15,34.1,Sunny,Field B
2022-09-01,00:00,Cow_19,9,3,3,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_20,5,10,0,0,34.1,Sunny,Field B
2022-09-01,00:00,Cow_21,14,0,8,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_22,8,1,6,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_23,12,0,8,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_24,9,0,8,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_25,8,3,4,0,34.1,Sunny,Field C
2022-09-01,00:00,Cow_26,4,4,7,0,34.1,Sunny,Field A
2022-09-01,00:00,Cow_27,8,4,3,0,34.1,Sunny,Field A
