Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2023-05-30,00:00,Cow_1,14,1,0,31.6,Sunny
2023-05-30,00:00,Cow_2,1,6,8,31.6,Sunny
2023-05-30,00:00,Cow_3,4,11,0,31.6,Sunny
2023-05-30,00:00,Cow_4,4,6,5,31.6,Sunny
2023-05-30,00:00,Cow_5,10,3,2,31.6,Sunny
2023-05-30,00:00,Cow_6,5,8,2,31.6,Sunny
2023-05-30,00:00,Cow_7,5,9,1,31.6,Sunny
2023-05-30,00:00,Cow_8,8,4,3,31.6,Sunny
2023-05-30,00:00,Cow_9,5,2,8,31.6,Sunny
2023-05-30,00:00,Cow_10,3,1,11,31.6,Sunny
2023-05-30,00:15,Cow_1,10,2,3,26.3,Sunny
2023-05-30,00:15,Cow_2,10,3,2,26.3,Sunny
2023-05-30,00:15,Cow_3,9,3,3,26.3,Sunny
2023-05-30,00:15,Cow_4,13,0,2,26.3,Sunny
2023-05-30,00:15,Cow_5,9,3,3,26.3,Sunny
2023-05-30,00:15,Cow_6,5,3,7,26.3,Sunny
2023-05-30,00:15,Cow_7,5,3,7,26.3,Sunny
2023-05-30,00:15,Cow_8,4,7,4,26.3,Sunny
2023-05-30,00:15,Cow_9,13,2,0,26.3,Sunny
2023-05-30,00:15,Cow_10,13,0,2,26.3,Sunny
2023-05-30,00:30,Cow_1,13,1,1,28.7,Sunny
2023-05-30,00:30,Cow_2,6,5,4,28.7,Sunny
2023-05-30,00:30,Cow_3,14,1,0,28.7,Sunny
2023-05-30,00:30,Cow_4,13,1,1,28.7,Sunny
2023-05-30,00:30,Cow_5,11,3,1,28.7,Sunny
2023-05-30,00:30,Cow_6,15,0,0,28.7,Sunny
2023-05-30,00:30,Cow_7,12,0,3,28.7,Sunny
2023-05-30,00:30,Cow_8,6,8,1,28.7,Sunny
2023-05-30,00:30,Cow_9,1,11,3,28.7,Sunny
2023-05-30,00:30,Cow_10,2,0,13,28.7,Sunny
2023-05-30,00:45,Cow_1,12,3,0,25.4,Rainy
2023-05-30,00:45,Cow_2,4,1,10,25.4,Rainy
2023-05-30,00:45,Cow_3,6,3,6,25.4,Rainy
2023-05-30,00:45,Cow_4,4,11,0,25.4,Rainy
2023-05-30,00:45,Cow_5,9,3,3,25.4,Rainy
2023-05-30,00:45,Cow_6,12,2,1,25.4,Rainy
2023-05-30,00:45,Cow_7,2,2,11,25.4,Rainy
2023-05-30,00:45,Cow_8,5,4,6,25.4,Rainy
2023-05-30,00:45,Cow_9,9,2,4,25.4,Rainy
2023-05-30,00:45,Cow_10,15,0,0,25.4,Rainy
2023-05-30,01:00,Cow_1,0,1,14,31.7,Rainy
2023-05-30,01:00,Cow_2,11,2,2,31.7,Rainy
2023-05-30,01:00,Cow_3,12,3,0,31.7,Rainy
2023-05-30,01:00,Cow_4,8,3,4,31.7,Rainy
2023-05-30,01:00,Cow_5,14,0,1,31.7,Rainy
2023-05-30,01:00,Cow_6,3,2,10,31.7,Rainy
2023-05-30,01:00,Cow_7,0,14,1,31.7,Rainy
2023-05-30,01:00,Cow_8,1,5,9,31.7,Rainy
2023-05-30,01:00,Cow_9,12,0,3,31.7,Rainy
2023-05-30,01:00,Cow_10,7,2,6,31.7,Rainy
2023-05-30,01:15,Cow_1,13,0,2,32.4,Clear
2023-05-30,01:15,Cow_2,3,11,1,32.4,Clear
2023-05-30,01:15,Cow_3,12,2,1,32.4,Clear
2023-05-30,01:15,Cow_4,9,4,2,32.4,Clear
2023-05-30,01:15,Cow_5,14,1,0,32.4,Clear
2023-05-30,01:15,Cow_6,1,13,1,32.4,Clear
2023-05-30,01:15,Cow_7,8,0,7,32.4,Clear
2023-05-30,01:15,Cow_8,15,0,0,32.4,Clear
2023-05-30,01:15,Cow_9,13,1,1,32.4,Clear
2023-05-30,01:15,Cow_10,10,5,0,32.4,Clear
2023-05-30,01:30,Cow_1,5,0,10,27.1,Sunny
2023-05-30,01:30,Cow_2,9,5,1,27.1,Sunny
2023-05-30,01:30,Cow_3,11,1,3,27.1,Sunny
2023-05-30,01:30,Cow_4,10,3,2,27.1,Sunny
2023-05-30,01:30,Cow_5,1,6,8,27.1,Sunny
2023-05-30,01:30,Cow_6,12,0,3,27.1,Sunny
2023-05-30,01:30,Cow_7,11,3,1,27.1,Sunny
2023-05-30,01:30,Cow_8,10,5,0,27.1,Sunny
2023-05-30,01:30,Cow_9,11,0,4,27.1,Sunny
