Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2023-05-04,00:00,Cow_1,10,4,1,31.0,Sunny
2023-05-04,00:00,Cow_2,10,4,1,31.0,Sunny
2023-05-04,00:00,Cow_3,9,6,0,31.0,Sunny
2023-05-04,00:00,Cow_4,3,5,7,31.0,Sunny
2023-05-04,00:00,Cow_5,2,12,1,31.0,Sunny
2023-05-04,00:00,Cow_6,6,4,5,31.0,Sunny
2023-05-04,00:00,Cow_7,10,0,5,31.0,Sunny
2023-05-04,00:00,Cow_8,3,3,9,31.0,Sunny
2023-05-04,00:00,Cow_9,0,8,7,31.0,Sunny
2023-05-04,00:00,Cow_10,3,9,3,31.0,Sunny
2023-05-04,00:15,Cow_1,0,3,12,25.5,Clear
2023-05-04,00:15,Cow_2,10,0,5,25.5,Clear
2023-05-04,00:15,Cow_3,12,2,1,25.5,Clear
2023-05-04,00:15,Cow_4,15,0,0,25.5,Clear
2023-05-04,00:15,Cow_5,7,3,5,25.5,Clear
2023-05-04,00:15,Cow_6,7,3,5,25.5,Clear
2023-05-04,00:15,Cow_7,1,13,1,25.5,Clear
2023-05-04,00:15,Cow_8,13,0,2,25.5,Clear
2023-05-04,00:15,Cow_9,9,3,3,25.5,Clear
2023-05-04,00:15,Cow_10,3,6,6,25.5,Clear
2023-05-04,00:30,Cow_1,15,0,0,25.3,Cloudy
2023-05-04,00:30,Cow_2,4,8,3,25.3,Cloudy
2023-05-04,00:30,Cow_3,12,3,0,25.3,Cloudy
2023-05-04,00:30,Cow_4,1,8,6,25.3,Cloudy
2023-05-04,00:30,Cow_5,10,0,5,25.3,Cloudy
2023-05-04,00:30,Cow_6,11,2,2,25.3,Cloudy
2023-05-04,00:30,Cow_7,15,0,0,25.3,Cloudy
2023-05-04,00:30,Cow_8,4,8,3,25.3,Cloudy
2023-05-04,00:30,Cow_9,1,12,2,25.3,Cloudy
2023-05-04,00:30,Cow_10,13,2,0,25.3,Cloudy
2023-05-04,00:45,Cow_1,3,7,5,30.6,Clear
2023-05-04,00:45,Cow_2,11,4,0,30.6,Clear
2023-05-04,00:45,Cow_3,7,8,0,30.6,Clear
2023-05-04,00:45,Cow_4,5,2,8,30.6,Clear
2023-05-04,00:45,Cow_5,13,2,0,30.6,Clear
2023-05-04,00:45,Cow_6,1,10,4,30.6,Clear
2023-05-04,00:45,Cow_7,15,0,0,30.6,Clear
2023-05-04,00:45,Cow_8,3,4,8,30.6,Clear
2023-05-04,00:45,Cow_9,4,8,3,30.6,Clear
2023-05-04,00:45,Cow_10,13,1,1,30.6,Clear
2023-05-04,01:00,Cow_1,15,0,0,31.6,Sunny
2023-05-04,01:00,Cow_2,2,7,6,31.6,Sunny
2023-05-04,01:00,Cow_3,10,5,0,31.6,Sunny
2023-05-04,01:00,Cow_4,0,12,3,31.6,Sunny
2023-05-04,01:00,Cow_5,6,5,4,31.6,Sunny
2023-05-04,01:00,Cow_6,7,8,0,31.6,Sunny
2023-05-04,01:00,Cow_7,2,0,13,31.6,Sunny
2023-05-04,01:00,Cow_8,12,0,3,31.6,Sunny
2023-05-04,01:00,Cow_9,2,7,6,31.6,Sunny
2023-05-04,01:00,Cow_10,3,3,9,31.6,Sunny
2023-05-04,01:15,Cow_1,3,9,3,32.1,Sunny
2023-05-04,01:15,Cow_2,12,2,1,32.1,Sunny
2023-05-04,01:15,Cow_3,9,4,2,32.1,Sunny
2023-05-04,01:15,Cow_4,15,0,0,32.1,Sunny
2023-05-04,01:15,Cow_5,8,5,2,32.1,Sunny
2023-05-04,01:15,Cow_6,8,3,4,32.1,Sunny
2023-05-04,01:15,Cow_7,15,0,0,32.1,Sunny
2023-05-04,01:15,Cow_8,12,3,0,32.1,Sunny
2023-05-04,01:15,Cow_9,15,0,0,32.1,Sunny
2023-05-04,01:15,Cow_10,4,9,2,32.1,Sunny
2023-05-04,01:30,Cow_1,9,3,3,35.0,Rainy
2023-05-04,01:30,Cow_2,7,2,6,35.0,Rainy
2023-05-04,01:30,Cow_3,2,3,10,35.0,Rainy
2023-05-04,01:30,Cow_4,15,0,0,35.0,Rainy
2023-05-04,01:30,Cow_5,2,10,3,35.0,Rainy
2023-05-04,01:30,Cow_6,3,9,3,35.0,Rainy
2023-05-04,01:30,Cow_7,7,6,2,35.0,Rainy
2023-05-04,01:30,Cow_8,4,3,8,35.0,Rainy
2023-05-04,01:30,Cow_9,9,2,4,35.0,Rainy
2023-05-04,01:30,Cow_10,0,8,7,35.0,Rainy
2023-05-04,01:45,Cow_1,14,1,0,26.5,Sunny
2023-05-04,01:45,Cow_2,8,5,2,26.5,Sunny
2023-05-04,01:45,Cow_3,7,3,5,26.5,Sunny
2023-05-04,01:45,Cow_4,2,12,1,26.5,Sunny
2023-05-04,01:45,Cow_5,15,0,0,26.5,Sunny
2023-05-04,01:45,Cow_6,11,2,2,26.5,Sunny
2023-05-04,01:45,Cow_7,13,2,0,26.5,Sunny
2023-05-04,01:45,Cow_8,11,1,3,26.5,Sunny
2023-05-04,01:45,Cow_9,13,0,2,26.5,Sunny
2023-05-04,01:45,Cow_10,6,0,9,26.5,Sunny
2023-05-04,02:00,Cow_1,9,4,2,30.8,Sunny
2023-05-04,02:00,Cow_2,11,1,3,30.8,Sunny
2023-05-04,02:00,Cow_3,12,3,0,30.8,Sunny
2023-05-04,02:00,Cow_4,7,6,2,30.8,Sunny
2023-05-04,02:00,Cow_5,10,1,4,30.8,Sunny
2023-05-04,02:00,Cow_6,12,0,3,30.8,Sunny
2023-05-04,02:00,Cow_7,3,6,6,30.8,Sunny
2023-05-04,02:00,Cow_8,0,10,5,30.8,Sunny
2023-05-04,02:00,Cow_9,1,9,5,30.8,Sunny
2023-05-04,02:00,Cow_10,1,4,10,30.8,Sunny
2023-05-04,02:15,Cow_1,12,3,0,28.5,Clear
2023-05-04,02:15,Cow_2,8,2,5,28.5,Clear
2023-05-04,02:15,Cow_3,11,4,0,28.5,Clear
2023-05-04,02:15,Cow_4,1,10,4,28.5,Clear
2023-05-04,02:15,Cow_5,12,1,2,28.5,Clear
2023-05-04,02:15,Cow_6,9,2,4,28.5,Clear
2023-05-04,02:15,Cow_7,4,1,10,28.5,Clear
2023-05-04,02:15,Cow_8,8,2,5,28.5,Clear
2023-05-04,02:15,Cow_9,11,0,4,28.5,Clear
2023-05-04,02:15,Cow_10,7,3,5,28.5,Clear
2023-05-04,02:30,Cow_1,0,14,1,33.9,Sunny
2023-05-04,02:30,Cow_2,10,5,0,33.9,Sunny
2023-05-04,02:30,Cow_3,8,2,5,33.9,Sunny
2023-05-04,02:30,Cow_4,8,2,5,33.9,Sunny
2023-05-04,02:30,Cow_5,3,12,0,33.9,Sunny
2023-05-04,02:30,Cow_6,4,3,8,33.9,Sunny
2023-05-04,02:30,Cow_7,4,9,2,33.9,Sunny
2023-05-04,02:30,Cow_8,5,4,6,33.9,Sunny
2023-05-04,02:30,Cow_9,2,2,11,33.9,Sunny
2023-05-04,02:30,Cow_10,15,0,0,33.9,Sunny
2023-05-04,02:45,Cow_1,6,1,8,25.6,Clear
2023-05-04,02:45,Cow_2,10,5,0,25.6,Clear
2023-05-04,02:45,Cow_3,10,3,2,25.6,Clear
2023-05-04,02:45,Cow_4,12,3,0,25.6,Clear
2023-05-04,02:45,Cow_5,4,6,5,25.6,Clear
2023-05-04,02:45,Cow_6,13,1,1,25.6,Clear
2023-05-04,02:45,Cow_7,7,5,3,25.6,Clear
2023-05-04,02:45,Cow_8,1,2,12,25.6,Clear
2023-05-04,02:45,Cow_9,2,13,0,25.6,Clear
2023-05-04,02:45,Cow_10,14,1,0,25.6,Clear
2023-05-04,03:00,Cow_1,8,0,7,32.8,Cloudy
2023-05-04,03:00,Cow_2,13,0,2,32.8,Cloudy
2023-05-04,03:00,Cow_3,3,4,8,32.8,Cloudy
2023-05-04,03:00,Cow_4,6,2,7,32.8,Cloudy
2023-05-04,03:00,Cow_5,2,3,10,32.8,Cloudy
2023-05-04,03:00,Cow_6,14,0,1,32.8,Cloudy
2023-05-04,03:00,Cow_7,2,12,1,32.8,Cloudy
2023-05-04,03:00,Cow_8,10,4,1,32.8,Cloudy
2023-05-04,03:00,Cow_9,2,13,0,32.8,Cloudy
2023-05-04,03:00,Cow_10,5,0,10,32.8,Cloudy
2023-05-04,03:15,Cow_1,13,1,1,34.3,Clear
2023-05-04,03:15,Cow_2,4,11,0,34.3,Clear
2023-05-04,03:15,Cow_3,6,0,9,34.3,Clear
2023-05-04,03:15,Cow_4,2,9,4,34.3,Clear
2023-05-04,03:15,Cow_5,1,8,6,34.3,Clear
2023-05-04,03:15,Cow_6,12,0,3,34.3,Clear
2023-05-04,03:15,Cow_7,9,0,6,34.3,Clear
2023-05-04,03:15,Cow_8,13,0,2,34.3,Clear
2023-05-04,03:15,Cow_9,11,1,3,34.3,Clear
2023-05-04,03:15,Cow_10,10,4,1,34.3,Clear
2023-05-04,03:30,Cow_1,1,0,14,34.4,Clear
2023-05-04,03:30,Cow_2,6,6,3,34.4,Clear
2023-05-04,03:30,Cow_3,10,1,4,34.4,Clear
2023-05-04,03:30,Cow_4,13,0,2,34.4,Clear
2023-05-04,03:30,Cow_5,15,0,0,34.4,Clear
2023-05-04,03:30,Cow_6,13,1,1,34.4,Clear
2023-05-04,03:30,Cow_7,7,7,1,34.4,Clear
2023-05-04,03:30,Cow_8,6,5,4,34.4,Clear
2023-05-04,03:30,Cow_9,6,5,4,34.4,Clear
2023-05-04,03:30,Cow_10,4,10,1,34.4,Clear
2023-05-04,03:45,Cow_1,3,1,11,34.1,Rainy
2023-05-04,03:45,Cow_2,0,11,4,34.1,Rainy
2023-05-04,03:45,Cow_3,7,4,4,34.1,Rainy
2023-05-04,03:45,Cow_4,0,1,14,34.1,Rainy
2023-05-04,03:45,Cow_5,12,1,2,34.1,Rainy
2023-05-04,03:45,Cow_6,5,5,5,34.1,Rainy
2023-05-04,03:45,Cow_7,12,2,1,34.1,Rainy
2023-05-04,03:45,Cow_8,14,1,0,34.1,Rainy
2023-05-04,03:45,Cow_9,15,0,0,34.1,Rainy
2023-05-04,03:45,Cow_10,5,2,8,34.1,Rainy
2023-05-04,04:00,Cow_1,9,1,5,26.4,Clear
2023-05-04,04:00,Cow_2,4,10,1,26.4,Clear
2023-05-04,04:00,Cow_3,13,1,1,26.4,Clear
2023-05-04,04:00,Cow_4,9,2,4,26.4,Clear
2023-05-04,04:00,Cow_5,12,2,1,26.4,Clear
2023-05-04,04:00,Cow_6,8,2,5,26.4,Clear
2023-05-04,04:00,Cow_7,11,0,4,26.4,Clear
2023-05-04,04:00,Cow_8,6,4,5,26.4,Clear
2023-05-04,04:00,Cow_9,6,7,2,26.4,Clear
2023-05-04,04:00,Cow_10,3,8,4,26.4,Clear
2023-05-04,04:15,Cow_1,4,10,1,30.2,Cloudy
2023-05-04,04:15,Cow_2,12,0,3,30.2,Cloudy
2023-05-04,04:15,Cow_3,15,0,0,30.2,Cloudy
2023-05-04,04:15,Cow_4,9,0,6,30.2,Cloudy
2023-05-04,04:15,Cow_5,10,0,5,30.2,Cloudy
2023-05-04,04:15,Cow_6,3,10,2,30.2,Cloudy
2023-05-04,04:15,Cow_7,8,0,7,30.2,Cloudy
2023-05-04,04:15,Cow_8,13,2,0,30.2,Cloudy
2023-05-04,04:15,Cow_9,11,4,0,30.2,Cloudy
2023-05-04,04:15,Cow_10,14,1,0,30.2,Cloudy
2023-05-04,04:30,Cow_1,8,4,3,33.8,Sunny
2023-05-04,04:30,Cow_2,5,7,3,33.8,Sunny
2023-05-04,04:30,Cow_3,15,0,0,33.8,Sunny
2023-05-04,04:30,Cow_4,15,0,0,33.8,Sunny
2023-05-04,04:30,Cow_5,1,6,8,33.8,Sunny
2023-05-04,04:30,Cow_6,14,1,0,33.8,Sunny
2023-05-04,04:30,Cow_7,5,10,0,33.8,Sunny
2023-05-04,04:30,Cow_8,6,9,0,33.8,Sunny
2023-05-04,04:30,Cow_9,5,4,6,33.8,Sunny
2023-05-04,04:30,Cow_10,15,0,0,33.8,Sunny
2023-05-04,04:45,Cow_1,3,6,6,32.3,Sunny
2023-05-04,04:45,Cow_2,1,7,7,32.3,Sunny
2023-05-04,04:45,Cow_3,13,1,1,32.3,Sunny
2023-05-04,04:45,Cow_4,9,2,4,32.3,Sunny
2023-05-04,04:45,Cow_5,11,3,1,32.3,Sunny
2023-05-04,04:45,Cow_6,13,1,1,32.3,Sunny
2023-05-04,04:45,Cow_7,0,9,6,32.3,Sunny
2023-05-04,04:45,Cow_8,2,2,11,32.3,Sunny
2023-05-04,04:45,Cow_9,2,3,10,32.3,Sunny
2023-05-04,04:45,Cow_10,1,4,10,32.3,Sunny
2023-05-04,05:00,Cow_1,3,5,7,28.1,Rainy
2023-05-04,05:00,Cow_2,4,0,11,28.1,Rainy
2023-05-04,05:00,Cow_3,1,5,9,28.1,Rainy
2023-05-04,05:00,Cow_4,7,2,6,28.1,Rainy
2023-05-04,05:00,Cow_5,10,0,5,28.1,Rainy
2023-05-04,05:00,Cow_6,5,9,1,28.1,Rainy
2023-05-04,05:00,Cow_7,10,3,2,28.1,Rainy
2023-05-04,05:00,Cow_8,5,6,4,28.1,Rainy
2023-05-04,05:00,Cow_9,4,9,2,28.1,Rainy
2023-05-04,05:00,Cow_10,13,0,2,28.1,Rainy
2023-05-04,05:15,Cow_1,6,7,2,29.2,Clear
2023-05-04,05:15,Cow_2,6,7,2,29.2,Clear
2023-05-04,05:15,Cow_3,11,4,0,29.2,Clear
2023-05-04,05:15,Cow_4,8,4,3,29.2,Clear
2023-05-04,05:15,Cow_5,1,5,9,29.2,Clear
2023-05-04,05:15,Cow_6,1,13,1,29.2,Clear
2023-05-04,05:15,Cow_7,15,0,0,29.2,Clear
2023-05-04,05:15,Cow_8,1,0,14,29.2,Clear
2023-05-04,05:15,Cow_9,12,1,2,29.2,Clear
2023-05-04,05:15,Cow_10,5,3,7,29.2,Clear
2023-05-04,05:30,Cow_1,10,4,1,33.7,Sunny
2023-05-04,05:30,Cow_2,2,4,9,33.7,Sunny
2023-05-04,05:30,Cow_3,14,1,0,33.7,Sunny
2023-05-04,05:30,Cow_4,0,6,9,33.7,Sunny
2023-05-04,05:30,Cow_5,3,1,11,33.7,Sunny
2023-05-04,05:30,Cow_6,7,2,6,33.7,Sunny
2023-05-04,05:30,Cow_7,12,0,3,33.7,Sunny
2023-05-04,05:30,Cow_8,12,2,1,33.7,Sunny
2023-05-04,05:30,Cow_9,7,8,0,33.7,Sunny
2023-05-04,05:30,Cow_10,0,9,6,33.7,Sunny
2023-05-04,05:45,Cow_1,10,4,1,33.4,Cloudy
2023-05-04,05:45,Cow_2,7,7,1,33.4,Cloudy
2023-05-04,05:45,Cow_3,2,1,12,33.4,Cloudy
2023-05-04,05:45,Cow_4,6,7,2,33.4,Cloudy
2023-05-04,05:45,Cow_5,1,3,11,33.4,Cloudy
2023-05-04,05:45,Cow_6,5,10,0,33.4,Cloudy
2023-05-04,05:45,Cow_7,15,0,0,33.4,Cloudy
2023-05-04,05:45,Cow_8,2,7,6,33.4,Cloudy
2023-05-04,05:45,Cow_9,8,1,6,33.4,Cloudy
2023-05-04,05:45,Cow_10,5,10,0,33.4,Cloudy
2023-05-04,06:00,Cow_1,5,10,0,27.1,Clear
2023-05-04,06:00,Cow_2,12,3,0,27.1,Clear
2023-05-04,06:00,Cow_3,12,0,3,27.1,Clear
2023-05-04,06:00,Cow_4,8,5,2,27.1,Clear
2023-05-04,06:00,Cow_5,11,4,0,27.1,Clear
2023-05-04,06:00,Cow_6,13,0,2,27.1,Clear
2023-05-04,06:00,Cow_7,5,9,1,27.1,Clear
2023-05-04,06:00,Cow_8,7,6,2,27.1,Clear
2023-05-04,06:00,Cow_9,1,8,6,27.1,Clear
2023-05-04,06:00,Cow_10,11,1,3,27.1,Clear
2023-05-04,06:15,Cow_1,4,3,8,30.3,Sunny
2023-05-04,06:15,Cow_2,8,0,7,30.3,Sunny
2023-05-04,06:15,Cow_3,0,13,2,30.3,Sunny
2023-05-04,06:15,Cow_4,10,1,4,30.3,Sunny
2023-05-04,06:15,Cow_5,4,11,0,30.3,Sunny
2023-05-04,06:15,Cow_6,3,4,8,30.3,Sunny
2023-05-04,06:15,Cow_7,13,1,1,30.3,Sunny
2023-05-04,06:15,Cow_8,11,2,2,30.3,Sunny
2023-05-04,06:15,Cow_9,7,2,6,30.3,Sunny
2023-05-04,06:15,Cow_10,2,9,4,30.3,Sunny
2023-05-04,06:30,Cow_1,3,12,0,30.9,Clear
2023-05-04,06:30,Cow_2,1,5,9,30.9,Clear
2023-05-04,06:30,Cow_3,15,0,0,30.9,Clear
2023-05-04,06:30,Cow_4,0,0,15,30.9,Clear
2023-05-04,06:30,Cow_5,4,2,9,30.9,Clear
2023-05-04,06:30,Cow_6,0,11,4,30.9,Clear
2023-05-04,06:30,Cow_7,13,1,1,30.9,Clear
2023-05-04,06:30,Cow_8,1,6,8,30.9,Clear
2023-05-04,06:30,Cow_9,8,3,4,30.9,Clear
2023-05-04,06:30,Cow_10,5,0,10,30.9,Clear
2023-05-04,06:45,Cow_1,12,3,0,29.4,Cloudy
2023-05-04,06:45,Cow_2,12,2,1,29.4,Cloudy
