Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2022-11-05,00:00,Cow_1,4,9,2,30.4,Sunny,
2022-11-05,00:00,Cow_2,11,3,1,30.4,Sunny,
2022-11-05,00:00,Cow_3,1,2,12,30.4,Sunny,
2022-11-05,00:00,Cow_4,0,14,1,30.4,Sunny,
2022-11-05,00:00,Cow_5,1,2,12,30.4,Sunny,
2022-11-05,00:00,Cow_6,6,7,2,30.4,Sunny,
2022-11-05,00:00,Cow_7,0,9,6,30.4,Sunny,
2022-11-05,00:00,Cow_8,10,2,3,30.4,Sunny,
2022-11-05,00:00,Cow_9,11,4,0,30.4,Sunny,
2022-11-05,00:00,Cow_10,2,11,2,30.4,Sunny,
2022-11-05,00:15,Cow_1,0,6,9,32.2,Rainy,
2022-11-05,00:15,Cow_2,4,8,3,32.2,Rainy,
2022-11-05,00:15,Cow_3,8,2,5,32.2,Rainy,
2022-11-05,00:15,Cow_4,8,1,6,32.2,Rainy,
2022-11-05,00:15,Cow_5,8,3,4,32.2,Rainy,
2022-11-05,00:15,Cow_6,0,13,2,32.2,Rainy,
2022-11-05,00:15,Cow_7,8,2,5,32.2,Rainy,
2022-11-05,00:15,Cow_8,15,0,0,32.2,Rainy,
2022-11-05,00:15,Cow_9,7,6,2,32.2,Rainy,
2022-11-05,00:15,Cow_10,12,0,3,32.2,Rainy,
2022-11-05,00:30,Cow_1,10,4,1,27.5,Rainy,
2022-11-05,00:30,Cow_2,10,5,0,27.5,Rainy,
2022-11-05,00:30,Cow_3,5,9,1,27.5,Rainy,
2022-11-05,00:30,Cow_4,15,0,0,27.5,Rainy,
2022-11-05,00:30,Cow_5,6,5,4,27.5,Rainy,
2022-11-05,00:30,Cow_6,7,8,0,27.5,Rainy,
2022-11-05,00:30,Cow_7,8,1,6,27.5,Rainy,
2022-11-05,00:30,Cow_8,0,5,10,27.5,Rainy,
2022-11-05,00:30,Cow_9,10,2,3,27.5,Rainy,
2022-11-05,00:30,Cow_10,8,0,7,27.5,Rainy,
2022-11-05,00:45,Cow_1,6,1,8,35.0,Sunny,
2022-11-05,00:45,Cow_2,2,10,3,35.0,Sunny,
2022-11-05,00:45,Cow_3,9,1,5,35.0,Sunny,
2022-11-05,00:45,Cow_4,2,2,11,35.0,Sunny,
2022-11-05,00:45,Cow_5,6,5,4,35.0,Sunny,
2022-11-05,00:45,Cow_6,3,3,9,35.0,Sunny,
2022-11-05,00:45,Cow_7,2,5,8,35.0,Sunny,
2022-11-05,00:45,Cow_8,6,8,1,35.0,Sunny,
2022-11-05,00:45,Cow_9,15,0,0,35.0,Sunny,
2022-11-05,00:45,Cow_10,11,4,0,35.0,Sunny,
2022-11-05,01:00,Cow_1,11,3,1,31.8,Sunny,
2022-11-05,01:00,Cow_2,8,3,4,31.8,Sunny,
2022-11-05,01:00,Cow_3,6,3,6,31.8,Sunny,
2022-11-05,01:00,Cow_4,1,3,11,31.8,Sunny,
2022-11-05,01:00,Cow_5,14,1,0,31.8,Sunny,
2022-11-05,01:00,Cow_6,14,0,1,31.8,Sunny,
2022-11-05,01:00,Cow_7,13,1,1,31.8,Sunny,
2022-11-05,01:00,Cow_8,13,1,1,31.8,Sunny,
2022-11-05,01:00,Cow_9,9,1,5,31.8,Sunny,
