Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2023-11-22,00:00,Cow_1,13,2,0,27.1,Cloudy,
2023-11-22,00:00,Cow_2,14,0,1,27.1,Cloudy,
2023-11-22,00:00,Cow_3,2,0,13,27.1,Cloudy,
2023-11-22,00:00,Cow_4,7,7,1,27.1,Cloudy,
2023-11-22,00:00,Cow_5,14,0,1,27.1,Cloudy,
2023-11-22,00:00,Cow_6,13,2,0,27.1,Cloudy,
2023-11-22,00:00,Cow_7,11,4,0,27.1,Cloudy,
2023-11-22,00:00,Cow_8,5,1,9,27.1,Cloudy,
2023-11-22,00:00,Cow_9,9,0,6,27.1,Cloudy,
2023-11-22,00:00,Cow_10,5,0,10,27.1,Cloudy,
2023-11-22,00:15,Cow_1,14,0,1,27.6,Cloudy,
2023-11-22,00:15,Cow_2,4,2,9,27.6,Cloudy,
2023-11-22,00:15,Cow_3,13,0,2,27.6,Cloudy,
2023-11-22,00:15,Cow_4,15,0,0,27.6,Cloudy,
2023-11-22,00:15,Cow_5,3,4,8,27.6,Cloudy,
2023-11-22,00:15,Cow_6,8,5,2,27.6,Cloudy,
2023-11-22,00:15,Cow_7,5,7,3,27.6,Cloudy,
2023-11-22,00:15,Cow_8,1,1,13,27.6,Cloudy,
2023-11-22,00:15,Cow_9,15,0,0,27.6,Cloudy,
2023-11-22,00:15,Cow_10,11,4,0,27.6,Cloudy,
2023-11-22,00:30,Cow_1,3,12,0,33.8,Cloudy,
2023-11-22,00:30,Cow_2,10,1,4,33.8,Cloudy,
2023-11-22,00:30,Cow_3,11,1,3,33.8,Cloudy,
2023-11-22,00:30,Cow_4,14,1,0,33.8,Cloudy,
2023-11-22,00:30,Cow_5,13,1,1,33.8,Cloudy,
2023-11-22,00:30,Cow_6,13,2,0,33.8,Cloudy,
2023-11-22,00:30,Cow_7,9,6,0,33.8,Cloudy,
2023-11-22,00:30,Cow_8,11,0,4,33.8,Cloudy,
2023-11-22,00:30,Cow_9,6,8,1,33.8,Cloudy,
2023-11-22,00:30,Cow_10,14,0,1,33.8,Cloudy,
2023-11-22,00:45,Cow_1,9,0,6,28.2,Clear,
2023-11-22,00:45,Cow_2,6,7,2,28.2,Clear,
2023-11-22,00:45,Cow_3,8,6,1,28.2,Clear,
2023-11-22,00:45,Cow_4,1,6,8,28.2,Clear,
2023-11-22,00:45,Cow_5,5,7,3,28.2,Clear,
2023-11-22,00:45,Cow_6,14,0,1,28.2,Clear,
2023-11-22,00:45,Cow_7,14,1,0,28.2,Clear,
2023-11-22,00:45,Cow_8,5,2,8,28.2,Clear,
2023-11-22,00:45,Cow_9,12,3,0,28.2,Clear,
2023-11-22,00:45,Cow_10,0,8,7,28.2,Clear,
2023-11-22,01:00,Cow_1,1,10,4,31.0,Clear,
2023-11-22,01:00,Cow_2,8,3,4,31.0,Clear,
2023-11-22,01:00,Cow_3,0,14,1,31.0,Clear,
2023-11-22,01:00,Cow_4,12,2,1,31.0,Clear,
2023-11-22,01:00,Cow_5,15,0,0,31.0,Clear,
2023-11-22,01:00,Cow_6,6,2,7,31.0,Clear,
2023-11-22,01:00,Cow_7,1,8,6,31.0,Clear,
2023-11-22,01:00,Cow_8,10,3,2,31.0,Clear,
2023-11-22,01:00,Cow_9,15,0,0,31.0,Clear,
2023-11-22,01:00,Cow_10,3,0,12,31.0,Clear,
2023-11-22,01:15,Cow_1,1,12,2,34.2,Rainy,
2023-11-22,01:15,Cow_2,15,0,0,34.2,Rainy,
2023-11-22,01:15,Cow_3,13,1,1,34.2,Rainy,
2023-11-22,01:15,Cow_4,11,2,2,34.2,Rainy,
