Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2024-06-24,00:00,Cow_1,14,3,0,0,31.3,Cloudy,Field A
2024-06-24,00:00,Cow_2,10,0,6,0,31.3,Cloudy,Field C
2024-06-24,00:00,Cow_3,12,0,4,0,31.3,Cloudy,Field C
2024-06-24,00:00,Cow_4,2,8,5,0,31.3,Cloudy,Field A
2024-06-24,00:00,Cow_5,0,0,0,15,31.3,Cloudy,Field A
2024-06-24,00:00,Cow_6,13,5,0,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_7,8,10,0,0,31.3,Cloudy,Field C
2024-06-24,00:00,Cow_8,12,10,0,0,31.3,Cloudy,Field A
2024-06-24,00:00,Cow_9,2,10,3,0,31.3,Cloudy,Field A
2024-06-24,00:00,Cow_10,0,10,7,0,31.3,Cloudy,Field C
2024-06-24,00:00,Cow_11,7,8,0,0,31.3,Cloudy,Field C
2024-06-24,00:00,Cow_12,4,3,8,0,31.3,Cloudy,Field A
2024-06-24,00:00,Cow_13,5,4,6,0,31.3,Cloudy,Field C
2024-06-24,00:00,Cow_14,7,2,6,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_15,5,5,5,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_16,8,4,3,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_17,11,0,6,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_18,4,8,3,0,31.3,Cloudy,Field A
2024-06-24,00:00,Cow_19,6,7,2,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_20,11,0,5,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_21,8,0,7,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_22,4,6,5,0,31.3,Cloudy,Field A
2024-06-24,00:00,Cow_23,14,0,5,0,31.3,Cloudy,Field B
2024-06-24,00:00,Cow_24,7,10,0,0,31.3,Cloudy,Field C
