Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-03-12,00:00,Cow_1,0,9,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_2,8,3,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_3,5,6,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_4,1,7,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_5,11,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_6,9,10,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_7,8,3,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_8,7,2,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_9,12,0,7,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_10,2,5,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_11,4,4,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_12,3,4,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_13,8,4,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_14,1,9,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_15,6,4,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_16,0,9,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_17,12,8,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_18,8,8,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_19,13,9,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_20,3,6,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_21,13,3,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_22,10,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_23,8,5,2,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_24,9,3,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_25,14,0,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_26,0,0,0,15,24.5,Clear,Field B
2022-03-12,00:00,Cow_27,0,9,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_28,1,9,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_29,0,0,0,15,24.5,Clear,Field A
2022-03-12,00:00,Cow_30,4,3,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_31,10,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_32,8,5,2,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_33,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_34,8,2,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_35,11,4,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_36,13,0,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_37,11,10,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_38,11,0,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_39,1,10,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_40,15,0,9,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_41,14,0,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_42,0,10,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_43,14,7,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_44,0,0,0,15,24.5,Clear,Field A
2022-03-12,00:00,Cow_45,14,5,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_46,3,4,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_47,12,6,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_48,13,0,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_49,7,3,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_50,9,3,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_51,13,6,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_52,9,4,2,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_53,9,9,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_54,10,7,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_55,12,8,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_56,1,6,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_57,11,8,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_58,0,9,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_59,12,0,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_60,1,9,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_61,14,8,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_62,10,6,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_63,14,0,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_64,2,5,8,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_65,2,7,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_66,9,4,2,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_67,14,0,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_68,5,7,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_69,8,7,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_70,14,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_71,0,9,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_72,1,7,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_73,6,2,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_74,13,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_75,9,1,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_76,13,0,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_77,7,0,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_78,7,5,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_79,3,7,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_80,9,3,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_81,7,4,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_82,5,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_83,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_84,7,4,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_85,7,4,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_86,0,9,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_87,11,3,1,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_88,6,10,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_89,7,4,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_90,13,7,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_91,2,5,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_92,0,0,0,15,24.5,Clear,Field B
2022-03-12,00:00,Cow_93,7,2,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_94,1,6,8,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_95,9,4,2,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_96,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_97,7,4,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_98,6,6,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_99,5,3,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_100,3,9,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_101,10,1,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_102,7,6,2,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_103,7,5,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_104,12,0,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_105,1,6,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_106,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_107,1,9,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_108,11,6,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_109,10,4,1,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_110,11,6,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_111,14,9,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_112,9,8,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_113,0,9,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_114,12,7,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_115,0,9,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_116,3,7,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_117,3,6,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_118,7,3,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_119,3,7,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_120,7,0,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_121,11,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_122,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_123,13,0,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_124,5,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_125,14,0,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_126,0,9,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_127,0,8,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_128,15,11,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_129,8,0,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_130,0,10,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_131,5,5,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_132,14,4,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_133,3,9,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_134,10,2,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_135,1,8,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_136,12,6,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_137,3,4,8,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_138,14,0,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_139,3,4,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_140,1,10,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_141,5,7,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_142,14,0,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_143,12,4,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_144,3,8,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_145,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_146,10,0,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_147,9,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_148,5,6,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_149,8,4,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_150,5,5,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_151,3,8,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_152,1,4,10,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_153,7,4,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_154,9,3,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_155,10,8,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_156,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_157,8,4,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_158,5,9,1,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_159,5,6,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_160,7,3,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_161,14,10,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_162,14,8,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_163,1,9,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_164,3,9,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_165,6,5,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_166,12,0,8,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_167,5,4,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_168,10,0,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_169,13,0,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_170,9,1,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_171,7,5,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_172,0,0,0,15,24.5,Clear,Field A
2022-03-12,00:00,Cow_173,4,4,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_174,1,10,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_175,14,0,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_176,10,9,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_177,9,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_178,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_179,13,0,7,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_180,8,7,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_181,10,3,2,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_182,6,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_183,4,8,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_184,5,7,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_185,9,7,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_186,14,0,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_187,13,0,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_188,2,3,10,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_189,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_190,13,0,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_191,12,0,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_192,6,6,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_193,2,7,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_194,9,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_195,1,10,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_196,5,7,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_197,2,10,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_198,12,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_199,11,9,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_200,11,6,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_201,14,0,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_202,14,5,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_203,1,8,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_204,4,4,7,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_205,13,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_206,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_207,7,8,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_208,3,8,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_209,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_210,6,4,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_211,4,3,8,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_212,5,7,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_213,9,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_214,8,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_215,3,9,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_216,13,0,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_217,3,8,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_218,4,6,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_219,6,4,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_220,3,5,7,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_221,10,2,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_222,10,2,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_223,13,3,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_224,13,0,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_225,5,9,1,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_226,0,8,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_227,8,4,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_228,9,6,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_229,5,4,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_230,13,6,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_231,12,0,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_232,8,4,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_233,14,0,8,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_234,14,0,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_235,5,10,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_236,3,5,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_237,0,8,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_238,1,9,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_239,0,0,0,15,24.5,Clear,Field A
2022-03-12,00:00,Cow_240,3,9,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_241,13,7,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_242,14,0,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_243,0,8,9,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_244,15,0,3,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_245,3,7,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_246,4,5,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_247,6,1,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_248,1,8,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_249,14,7,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_250,6,4,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_251,13,0,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_252,7,7,1,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_253,12,3,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_254,7,2,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_255,7,3,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_256,4,5,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_257,8,0,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_258,13,0,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_259,5,4,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_260,14,0,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_261,12,0,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_262,6,5,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_263,6,4,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_264,5,3,7,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_265,5,6,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_266,3,4,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_267,12,0,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_268,8,1,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_269,0,0,0,15,24.5,Clear,Field B
2022-03-12,00:00,Cow_270,5,5,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_271,2,7,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_272,8,2,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_273,8,3,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_274,0,8,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_275,0,0,0,15,24.5,Clear,Field A
2022-03-12,00:00,Cow_276,2,9,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_277,13,3,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_278,2,5,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_279,3,9,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_280,13,6,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_281,13,3,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_282,13,9,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_283,5,6,4,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_284,5,7,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_285,7,5,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_286,7,0,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_287,9,3,3,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_288,5,7,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_289,6,4,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_290,9,8,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_291,12,5,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_292,12,0,5,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_293,7,4,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_294,9,5,1,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_295,4,6,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_296,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_297,8,5,2,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_298,10,0,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_299,3,4,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_300,8,1,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_301,2,7,6,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_302,11,1,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_303,4,6,5,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_304,14,0,10,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_305,2,7,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_306,6,7,2,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_307,2,7,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_308,9,0,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_309,10,0,8,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_310,3,8,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_311,10,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_312,5,4,6,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_313,0,9,8,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_314,13,10,0,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_315,0,8,8,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_316,6,4,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_317,7,9,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_318,0,10,7,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_319,6,7,2,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_320,0,9,7,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_321,8,4,3,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_322,14,8,0,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_323,7,3,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_324,0,0,0,15,24.5,Clear,Field B
2022-03-12,00:00,Cow_325,4,5,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_326,0,0,0,15,24.5,Clear,Field A
2022-03-12,00:00,Cow_327,10,3,2,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_328,10,4,1,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_329,8,3,4,0,24.5,Clear,Field A
2022-03-12,00:00,Cow_330,9,0,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_331,3,7,5,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_332,8,3,4,0,24.5,Clear,Field C
2022-03-12,00:00,Cow_333,0,0,0,15,24.5,Clear,Field C
2022-03-12,00:00,Cow_334,10,10,0,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_335,5,4,6,0,24.5,Clear,Field B
2022-03-12,00:00,Cow_336,7,3,5,0,24.5,Clear,Field B
