Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2021-10-23,00:00,Cow_1,7,0,8,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_2,14,3,0,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_3,0,9,6,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_4,8,3,4,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_5,3,8,4,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_6,0,9,8,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_7,9,8,0,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_8,13,0,3,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_9,5,4,6,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_10,0,0,0,15,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_11,6,5,4,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_12,10,0,7,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_13,12,4,0,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_14,14,8,0,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_15,3,9,3,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_16,10,0,6,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_17,6,8,1,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_18,6,4,5,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_19,6,2,7,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_20,13,0,3,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_21,8,4,3,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_22,12,0,7,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_23,9,6,0,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_24,14,10,0,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_25,5,3,7,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_26,8,10,0,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_27,8,0,8,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_28,5,2,8,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_29,3,6,6,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_30,8,10,0,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_31,1,8,6,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_32,0,8,9,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_33,9,5,1,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_34,7,5,3,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_35,5,4,6,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_36,2,7,6,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_37,0,10,7,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_38,11,4,0,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_39,14,0,7,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_40,12,0,7,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_41,11,1,3,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_42,7,5,3,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_43,8,10,0,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_44,12,5,0,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_45,6,4,5,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_46,11,6,0,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_47,7,3,5,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_48,7,1,7,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_49,11,5,0,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_50,11,1,3,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_51,0,10,5,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_52,0,0,0,15,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_53,4,7,4,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_54,10,0,8,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_55,12,0,4,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_56,5,6,4,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_57,11,9,0,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_58,0,0,0,15,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_59,5,9,1,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_60,14,3,0,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_61,13,4,0,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_62,4,3,8,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_63,9,6,0,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_64,9,6,0,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_65,14,9,0,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_66,5,7,3,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_67,14,7,0,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_68,12,0,4,0,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_69,0,0,0,15,24.7,Cloudy,Field C
2021-10-23,00:00,Cow_70,7,0,9,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_71,2,9,4,0,24.7,Cloudy,Field B
2021-10-23,00:00,Cow_72,6,1,8,0,24.7,Cloudy,Field A
2021-10-23,00:00,Cow_73,0,10,7,0,24.7,Cloudy,Field B
