Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2024-05-21,00:00,Cow_1,9,6,0,33.8,Rainy,
2024-05-21,00:00,Cow_2,7,4,4,33.8,Rainy,
2024-05-21,00:00,Cow_3,1,11,3,33.8,Rainy,
2024-05-21,00:00,Cow_4,9,6,0,33.8,Rainy,
2024-05-21,00:00,Cow_5,1,8,6,33.8,Rainy,
2024-05-21,00:00,Cow_6,4,0,11,33.8,Rainy,
2024-05-21,00:00,Cow_7,12,1,2,33.8,Rainy,
2024-05-21,00:00,Cow_8,14,1,0,33.8,Rainy,
2024-05-21,00:00,Cow_9,5,8,2,33.8,Rainy,
2024-05-21,00:00,Cow_10,10,2,3,33.8,Rainy,
2024-05-21,00:15,Cow_1,2,12,1,34.5,Clear,
2024-05-21,00:15,Cow_2,2,13,0,34.5,Clear,
2024-05-21,00:15,Cow_3,0,7,8,34.5,Clear,
2024-05-21,00:15,Cow_4,10,5,0,34.5,Clear,
2024-05-21,00:15,Cow_5,13,1,1,34.5,Clear,
2024-05-21,00:15,Cow_6,11,3,1,34.5,Clear,
2024-05-21,00:15,Cow_7,9,2,4,34.5,Clear,
2024-05-21,00:15,Cow_8,9,2,4,34.5,Clear,
2024-05-21,00:15,Cow_9,3,3,9,34.5,Clear,
2024-05-21,00:15,Cow_10,6,7,2,34.5,Clear,
2024-05-21,00:30,Cow_1,3,11,1,26.0,Cloudy,
2024-05-21,00:30,Cow_2,11,2,2,26.0,Cloudy,
2024-05-21,00:30,Cow_3,15,0,0,26.0,Cloudy,
2024-05-21,00:30,Cow_4,0,5,10,26.0,Cloudy,
2024-05-21,00:30,Cow_5,6,0,9,26.0,Cloudy,
2024-05-21,00:30,Cow_6,15,0,0,26.0,Cloudy,
2024-05-21,00:30,Cow_7,15,0,0,26.0,Cloudy,
2024-05-21,00:30,Cow_8,11,2,2,26.0,Cloudy,
2024-05-21,00:30,Cow_9,7,7,1,26.0,Cloudy,
2024-05-21,00:30,Cow_10,13,2,0,26.0,Cloudy,
2024-05-21,00:45,Cow_1,9,3,3,30.1,Rainy,
2024-05-21,00:45,Cow_2,13,2,0,30.1,Rainy,
2024-05-21,00:45,Cow_3,5,5,5,30.1,Rainy,
2024-05-21,00:45,Cow_4,13,0,2,30.1,Rainy,
2024-05-21,00:45,Cow_5,7,2,6,30.1,Rainy,
2024-05-21,00:45,Cow_6,4,2,9,30.1,Rainy,
2024-05-21,00:45,Cow_7,9,3,3,30.1,Rainy,
2024-05-21,00:45,Cow_8,10,5,0,30.1,Rainy,
2024-05-21,00:45,Cow_9,2,11,2,30.1,Rainy,
2024-05-21,00:45,Cow_10,4,8,3,30.1,Rainy,
2024-05-21,01:00,Cow_1,15,0,0,28.4,Rainy,
2024-05-21,01:00,Cow_2,8,6,1,28.4,Rainy,
2024-05-21,01:00,Cow_3,10,0,5,28.4,Rainy,
2024-05-21,01:00,Cow_4,12,3,0,28.4,Rainy,
2024-05-21,01:00,Cow_5,14,0,1,28.4,Rainy,
2024-05-21,01:00,Cow_6,11,3,1,28.4,Rainy,
2024-05-21,01:00,Cow_7,4,8,3,28.4,Rainy,
2024-05-21,01:00,Cow_8,13,0,2,28.4,Rainy,
2024-05-21,01:00,Cow_9,8,6,1,28.4,Rainy,
2024-05-21,01:00,Cow_10,10,0,5,28.4,Rainy,
2024-05-21,01:15,Cow_1,5,10,0,28.0,Sunny,
2024-05-21,01:15,Cow_2,4,5,6,28.0,Sunny,
2024-05-21,01:15,Cow_3,4,5,6,28.0,Sunny,
2024-05-21,01:15,Cow_4,12,0,3,28.0,Sunny,
2024-05-21,01:15,Cow_5,3,10,2,28.0,Sunny,
2024-05-21,01:15,Cow_6,15,0,0,28.0,Sunny,
2024-05-21,01:15,Cow_7,3,6,6,28.0,Sunny,
2024-05-21,01:15,Cow_8,13,0,2,28.0,Sunny,
2024-05-21,01:15,Cow_9,12,2,1,28.0,Sunny,
2024-05-21,01:15,Cow_10,7,1,7,28.0,Sunny,
2024-05-21,01:30,Cow_1,15,0,0,26.5,Clear,
2024-05-21,01:30,Cow_2,12,2,1,26.5,Clear,
2024-05-21,01:30,Cow_3,15,0,0,26.5,Clear,
2024-05-21,01:30,Cow_4,11,4,0,26.5,Clear,
2024-05-21,01:30,Cow_5,3,0,12,26.5,Clear,
2024-05-21,01:30,Cow_6,4,0,11,26.5,Clear,
2024-05-21,01:30,Cow_7,6,8,1,26.5,Clear,
2024-05-21,01:30,Cow_8,7,4,4,26.5,Clear,
2024-05-21,01:30,Cow_9,1,5,9,26.5,Clear,
2024-05-21,01:30,Cow_10,14,1,0,26.5,Clear,
2024-05-21,01:45,Cow_1,10,2,3,27.9,Rainy,
2024-05-21,01:45,Cow_2,2,8,5,27.9,Rainy,
2024-05-21,01:45,Cow_3,9,5,1,27.9,Rainy,
2024-05-21,01:45,Cow_4,14,1,0,27.9,Rainy,
2024-05-21,01:45,Cow_5,6,9,0,27.9,Rainy,
2024-05-21,01:45,Cow_6,15,0,0,27.9,Rainy,
2024-05-21,01:45,Cow_7,5,2,8,27.9,Rainy,
2024-05-21,01:45,Cow_8,1,8,6,27.9,Rainy,
2024-05-21,01:45,Cow_9,2,4,9,27.9,Rainy,
2024-05-21,01:45,Cow_10,0,15,0,27.9,Rainy,
2024-05-21,02:00,Cow_1,7,1,7,26.5,Cloudy,
2024-05-21,02:00,Cow_2,9,3,3,26.5,Cloudy,
2024-05-21,02:00,Cow_3,1,9,5,26.5,Cloudy,
2024-05-21,02:00,Cow_4,6,0,9,26.5,Cloudy,
2024-05-21,02:00,Cow_5,5,10,0,26.5,Cloudy,
2024-05-21,02:00,Cow_6,4,0,11,26.5,Cloudy,
2024-05-21,02:00,Cow_7,8,7,0,26.5,Cloudy,
2024-05-21,02:00,Cow_8,3,0,12,26.5,Cloudy,
2024-05-21,02:00,Cow_9,8,7,0,26.5,Cloudy,
2024-05-21,02:00,Cow_10,3,4,8,26.5,Cloudy,
2024-05-21,02:15,Cow_1,7,1,7,32.8,Cloudy,
2024-05-21,02:15,Cow_2,2,6,7,32.8,Cloudy,
2024-05-21,02:15,Cow_3,4,5,6,32.8,Cloudy,
2024-05-21,02:15,Cow_4,10,4,1,32.8,Cloudy,
2024-05-21,02:15,Cow_5,0,1,14,32.8,Cloudy,
2024-05-21,02:15,Cow_6,6,7,2,32.8,Cloudy,
2024-05-21,02:15,Cow_7,6,8,1,32.8,Cloudy,
2024-05-21,02:15,Cow_8,3,10,2,32.8,Cloudy,
2024-05-21,02:15,Cow_9,3,1,11,32.8,Cloudy,
2024-05-21,02:15,Cow_10,3,6,6,32.8,Cloudy,
2024-05-21,02:30,Cow_1,9,6,0,28.5,Sunny,
2024-05-21,02:30,Cow_2,0,1,14,28.5,Sunny,
2024-05-21,02:30,Cow_3,13,1,1,28.5,Sunny,
2024-05-21,02:30,Cow_4,4,1,10,28.5,Sunny,
2024-05-21,02:30,Cow_5,5,10,0,28.5,Sunny,
2024-05-21,02:30,Cow_6,11,0,4,28.5,Sunny,
2024-05-21,02:30,Cow_7,8,1,6,28.5,Sunny,
2024-05-21,02:30,Cow_8,6,8,1,28.5,Sunny,
2024-05-21,02:30,Cow_9,10,4,1,28.5,Sunny,
2024-05-21,02:30,Cow_10,13,1,1,28.5,Sunny,
2024-05-21,02:45,Cow_1,13,2,0,27.6,Sunny,
2024-05-21,02:45,Cow_2,11,2,2,27.6,Sunny,
2024-05-21,02:45,Cow_3,1,0,14,27.6,Sunny,
2024-05-21,02:45,Cow_4,11,4,0,27.6,Sunny,
2024-05-21,02:45,Cow_5,1,7,7,27.6,Sunny,
2024-05-21,02:45,Cow_6,11,0,4,27.6,Sunny,
2024-05-21,02:45,Cow_7,4,0,11,27.6,Sunny,
2024-05-21,02:45,Cow_8,9,5,1,27.6,Sunny,
2024-05-21,02:45,Cow_9,10,4,1,27.6,Sunny,
2024-05-21,02:45,Cow_10,6,3,6,27.6,Sunny,
2024-05-21,03:00,Cow_1,6,3,6,28.1,Clear,
2024-05-21,03:00,Cow_2,13,2,0,28.1,Clear,
2024-05-21,03:00,Cow_3,7,3,5,28.1,Clear,
2024-05-21,03:00,Cow_4,9,0,6,28.1,Clear,
2024-05-21,03:00,Cow_5,8,2,5,28.1,Clear,
2024-05-21,03:00,Cow_6,6,4,5,28.1,Clear,
2024-05-21,03:00,Cow_7,9,1,5,28.1,Clear,
2024-05-21,03:00,Cow_8,0,11,4,28.1,Clear,
2024-05-21,03:00,Cow_9,13,2,0,28.1,Clear,
2024-05-21,03:00,Cow_10,13,2,0,28.1,Clear,
2024-05-21,03:15,Cow_1,2,7,6,29.4,Rainy,
2024-05-21,03:15,Cow_2,4,10,1,29.4,Rainy,
2024-05-21,03:15,Cow_3,1,0,14,29.4,Rainy,
2024-05-21,03:15,Cow_4,5,0,10,29.4,Rainy,
2024-05-21,03:15,Cow_5,9,3,3,29.4,Rainy,
2024-05-21,03:15,Cow_6,2,4,9,29.4,Rainy,
2024-05-21,03:15,Cow_7,12,0,3,29.4,Rainy,
2024-05-21,03:15,Cow_8,2,0,13,29.4,Rainy,
2024-05-21,03:15,Cow_9,8,1,6,29.4,Rainy,
2024-05-21,03:15,Cow_10,7,8,0,29.4,Rainy,
2024-05-21,03:30,Cow_1,0,3,12,25.2,Sunny,
2024-05-21,03:30,Cow_2,13,2,0,25.2,Sunny,
2024-05-21,03:30,Cow_3,14,1,0,25.2,Sunny,
2024-05-21,03:30,Cow_4,14,1,0,25.2,Sunny,
2024-05-21,03:30,Cow_5,9,4,2,25.2,Sunny,
2024-05-21,03:30,Cow_6,4,4,7,25.2,Sunny,
2024-05-21,03:30,Cow_7,13,2,0,25.2,Sunny,
2024-05-21,03:30,Cow_8,0,12,3,25.2,Sunny,
2024-05-21,03:30,Cow_9,9,3,3,25.2,Sunny,
2024-05-21,03:30,Cow_10,4,10,1,25.2,Sunny,
2024-05-21,03:45,Cow_1,11,2,2,25.4,Cloudy,
2024-05-21,03:45,Cow_2,0,10,5,25.4,Cloudy,
2024-05-21,03:45,Cow_3,7,4,4,25.4,Cloudy,
2024-05-21,03:45,Cow_4,6,2,7,25.4,Cloudy,
2024-05-21,03:45,Cow_5,10,3,2,25.4,Cloudy,
2024-05-21,03:45,Cow_6,14,1,0,25.4,Cloudy,
2024-05-21,03:45,Cow_7,15,0,0,25.4,Cloudy,
2024-05-21,03:45,Cow_8,14,1,0,25.4,Cloudy,
2024-05-21,03:45,Cow_9,14,1,0,25.4,Cloudy,
2024-05-21,03:45,Cow_10,13,1,1,25.4,Cloudy,
2024-05-21,04:00,Cow_1,15,0,0,33.4,Cloudy,
2024-05-21,04:00,Cow_2,4,9,2,33.4,Cloudy,
2024-05-21,04:00,Cow_3,12,3,0,33.4,Cloudy,
2024-05-21,04:00,Cow_4,10,4,1,33.4,Cloudy,
2024-05-21,04:00,Cow_5,1,4,10,33.4,Cloudy,
2024-05-21,04:00,Cow_6,5,2,8,33.4,Cloudy,
2024-05-21,04:00,Cow_7,0,8,7,33.4,Cloudy,
2024-05-21,04:00,Cow_8,15,0,0,33.4,Cloudy,
2024-05-21,04:00,Cow_9,4,2,9,33.4,Cloudy,
2024-05-21,04:00,Cow_10,12,2,1,33.4,Cloudy,
2024-05-21,04:15,Cow_1,8,6,1,34.4,Clear,
2024-05-21,04:15,Cow_2,4,7,4,34.4,Clear,
2024-05-21,04:15,Cow_3,15,0,0,34.4,Clear,
2024-05-21,04:15,Cow_4,10,0,5,34.4,Clear,
2024-05-21,04:15,Cow_5,7,5,3,34.4,Clear,
2024-05-21,04:15,Cow_6,1,10,4,34.4,Clear,
2024-05-21,04:15,Cow_7,7,3,5,34.4,Clear,
2024-05-21,04:15,Cow_8,15,0,0,34.4,Clear,
2024-05-21,04:15,Cow_9,3,4,8,34.4,Clear,
