Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2022-12-12,00:00,Cow_1,6,2,7,31.1,Cloudy,
2022-12-12,00:00,Cow_2,12,1,2,31.1,Cloudy,
2022-12-12,00:00,Cow_3,0,9,6,31.1,Cloudy,
2022-12-12,00:00,Cow_4,9,6,0,31.1,Cloudy,
2022-12-12,00:00,Cow_5,11,0,4,31.1,Cloudy,
2022-12-12,00:00,Cow_6,1,7,7,31.1,Cloudy,
2022-12-12,00:00,Cow_7,14,1,0,31.1,Cloudy,
2022-12-12,00:00,Cow_8,13,2,0,31.1,Cloudy,
2022-12-12,00:00,Cow_9,11,1,3,31.1,Cloudy,
2022-12-12,00:00,Cow_10,15,0,0,31.1,Cloudy,
2022-12-12,00:15,Cow_1,5,9,1,33.5,Cloudy,
2022-12-12,00:15,Cow_2,9,5,1,33.5,Cloudy,
2022-12-12,00:15,Cow_3,6,0,9,33.5,Cloudy,
2022-12-12,00:15,Cow_4,0,4,11,33.5,Cloudy,
2022-12-12,00:15,Cow_5,13,2,0,33.5,Cloudy,
2022-12-12,00:15,Cow_6,0,8,7,33.5,Cloudy,
2022-12-12,00:15,Cow_7,8,1,6,33.5,Cloudy,
2022-12-12,00:15,Cow_8,14,0,1,33.5,Cloudy,
2022-12-12,00:15,Cow_9,1,7,7,33.5,Cloudy,
2022-12-12,00:15,Cow_10,6,5,4,33.5,Cloudy,
2022-12-12,00:30,Cow_1,7,5,3,28.5,Rainy,
2022-12-12,00:30,Cow_2,1,12,2,28.5,Rainy,
2022-12-12,00:30,Cow_3,13,0,2,28.5,Rainy,
2022-12-12,00:30,Cow_4,4,3,8,28.5,Rainy,
2022-12-12,00:30,Cow_5,10,0,5,28.5,Rainy,
2022-12-12,00:30,Cow_6,11,0,4,28.5,Rainy,
2022-12-12,00:30,Cow_7,0,5,10,28.5,Rainy,
2022-12-12,00:30,Cow_8,9,0,6,28.5,Rainy,
2022-12-12,00:30,Cow_9,5,1,9,28.5,Rainy,
2022-12-12,00:30,Cow_10,4,5,6,28.5,Rainy,
2022-12-12,00:45,Cow_1,10,1,4,27.4,Rainy,
