Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-07-06,00:00,Cow_1,5,6,4,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_2,6,1,8,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_3,10,8,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_4,3,9,3,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_5,9,3,3,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_6,11,10,0,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_7,7,2,6,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_8,6,8,1,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_9,11,8,0,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_10,12,0,5,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_11,7,3,5,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_12,14,7,0,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_13,14,0,2,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_14,0,0,0,15,32.1,Clear,Field A
2022-07-06,00:00,Cow_15,6,4,5,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_16,0,7,8,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_17,4,7,4,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_18,0,8,8,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_19,12,5,0,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_20,1,7,7,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_21,5,7,3,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_22,1,8,6,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_23,0,9,6,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_24,7,4,4,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_25,13,0,3,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_26,13,8,0,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_27,11,5,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_28,11,4,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_29,12,7,0,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_30,11,4,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_31,5,3,7,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_32,5,1,9,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_33,0,10,6,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_34,7,5,3,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_35,9,1,5,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_36,5,8,2,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_37,13,10,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_38,8,4,3,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_39,7,9,0,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_40,0,0,0,15,32.1,Clear,Field A
2022-07-06,00:00,Cow_41,7,5,3,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_42,2,6,7,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_43,6,1,8,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_44,7,3,5,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_45,6,3,6,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_46,13,8,0,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_47,12,0,4,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_48,11,9,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_49,0,9,8,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_50,6,5,4,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_51,5,8,2,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_52,7,2,6,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_53,8,0,8,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_54,13,8,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_55,6,4,5,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_56,8,5,2,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_57,12,9,0,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_58,4,5,6,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_59,0,11,4,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_60,10,0,6,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_61,9,1,5,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_62,4,5,6,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_63,0,10,8,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_64,9,0,7,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_65,5,5,5,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_66,5,7,3,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_67,12,0,3,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_68,5,4,6,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_69,0,0,0,15,32.1,Clear,Field A
2022-07-06,00:00,Cow_70,6,10,0,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_71,11,0,5,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_72,3,7,5,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_73,10,0,7,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_74,6,5,4,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_75,10,0,6,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_76,11,0,4,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_77,9,0,8,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_78,10,3,2,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_79,10,1,4,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_80,7,0,8,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_81,0,9,8,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_82,11,0,7,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_83,6,4,5,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_84,10,7,0,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_85,8,3,4,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_86,10,5,0,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_87,10,8,0,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_88,9,8,0,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_89,3,8,4,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_90,10,0,8,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_91,7,3,5,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_92,0,9,7,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_93,3,4,8,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_94,8,1,6,0,32.1,Clear,Field A
2022-07-06,00:00,Cow_95,5,10,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_96,6,4,5,0,32.1,Clear,Field B
2022-07-06,00:00,Cow_97,12,10,0,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_98,6,5,4,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_99,5,5,5,0,32.1,Clear,Field C
2022-07-06,00:00,Cow_100,12,4,0,0,32.1,Clear,Field B
