Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition
2022-09-14,00:00,Cow_1,12,3,0,33.6,Cloudy
2022-09-14,00:00,Cow_2,2,13,0,33.6,Cloudy
2022-09-14,00:00,Cow_3,3,12,0,33.6,Cloudy
2022-09-14,00:00,Cow_4,9,3,3,33.6,Cloudy
2022-09-14,00:00,Cow_5,9,2,4,33.6,Cloudy
2022-09-14,00:00,Cow_6,11,4,0,33.6,Cloudy
2022-09-14,00:00,Cow_7,1,1,13,33.6,Cloudy
2022-09-14,00:00,Cow_8,11,1,3,33.6,Cloudy
2022-09-14,00:00,Cow_9,5,1,9,33.6,Cloudy
2022-09-14,00:00,Cow_10,15,0,0,33.6,Cloudy
2022-09-14,00:15,Cow_1,10,4,1,26.5,Cloudy
2022-09-14,00:15,Cow_2,7,4,4,26.5,Cloudy
2022-09-14,00:15,Cow_3,10,0,5,26.5,Cloudy
2022-09-14,00:15,Cow_4,9,4,2,26.5,Cloudy
2022-09-14,00:15,Cow_5,0,14,1,26.5,Cloudy
2022-09-14,00:15,Cow_6,2,11,2,26.5,Cloudy
2022-09-14,00:15,Cow_7,14,1,0,26.5,Cloudy
2022-09-14,00:15,Cow_8,12,3,0,26.5,Cloudy
2022-09-14,00:15,Cow_9,12,3,0,26.5,Cloudy
2022-09-14,00:15,Cow_10,5,5,5,26.5,Cloudy
2022-09-14,00:30,Cow_1,6,3,6,27.8,Sunny
2022-09-14,00:30,Cow_2,5,7,3,27.8,Sunny
2022-09-14,00:30,Cow_3,7,4,4,27.8,Sunny
2022-09-14,00:30,Cow_4,2,12,1,27.8,Sunny
2022-09-14,00:30,Cow_5,10,2,3,27.8,Sunny
2022-09-14,00:30,Cow_6,7,2,6,27.8,Sunny
2022-09-14,00:30,Cow_7,10,1,4,27.8,Sunny
2022-09-14,00:30,Cow_8,15,0,0,27.8,Sunny
2022-09-14,00:30,Cow_9,5,2,8,27.8,Sunny
2022-09-14,00:30,Cow_10,3,2,10,27.8,Sunny
2022-09-14,00:45,Cow_1,12,2,1,33.0,Cloudy
2022-09-14,00:45,Cow_2,14,0,1,33.0,Cloudy
2022-09-14,00:45,Cow_3,15,0,0,33.0,Cloudy
2022-09-14,00:45,Cow_4,12,3,0,33.0,Cloudy
2022-09-14,00:45,Cow_5,2,6,7,33.0,Cloudy
2022-09-14,00:45,Cow_6,14,0,1,33.0,Cloudy
2022-09-14,00:45,Cow_7,11,0,4,33.0,Cloudy
2022-09-14,00:45,Cow_8,4,5,6,33.0,Cloudy
2022-09-14,00:45,Cow_9,14,0,1,33.0,Cloudy
2022-09-14,00:45,Cow_10,14,0,1,33.0,Cloudy
2022-09-14,01:00,Cow_1,5,10,0,29.1,Rainy
2022-09-14,01:00,Cow_2,8,0,7,29.1,Rainy
2022-09-14,01:00,Cow_3,9,6,0,29.1,Rainy
2022-09-14,01:00,Cow_4,9,5,1,29.1,Rainy
2022-09-14,01:00,Cow_5,3,1,11,29.1,Rainy
2022-09-14,01:00,Cow_6,12,2,1,29.1,Rainy
2022-09-14,01:00,Cow_7,8,5,2,29.1,Rainy
2022-09-14,01:00,Cow_8,15,0,0,29.1,Rainy
2022-09-14,01:00,Cow_9,7,5,3,29.1,Rainy
2022-09-14,01:00,Cow_10,11,1,3,29.1,Rainy
2022-09-14,01:15,Cow_1,1,2,12,26.3,Cloudy
2022-09-14,01:15,Cow_2,9,6,0,26.3,Cloudy
2022-09-14,01:15,Cow_3,9,2,4,26.3,Cloudy
2022-09-14,01:15,Cow_4,14,0,1,26.3,Cloudy
2022-09-14,01:15,Cow_5,14,0,1,26.3,Cloudy
2022-09-14,01:15,Cow_6,10,2,3,26.3,Cloudy
2022-09-14,01:15,Cow_7,10,2,3,26.3,Cloudy
2022-09-14,01:15,Cow_8,12,1,2,26.3,Cloudy
2022-09-14,01:15,Cow_9,15,0,0,26.3,Cloudy
2022-09-14,01:15,Cow_10,4,8,3,26.3,Cloudy
2022-09-14,01:30,Cow_1,14,0,1,33.0,Clear
2022-09-14,01:30,Cow_2,15,0,0,33.0,Clear
2022-09-14,01:30,Cow_3,8,5,2,33.0,Clear
2022-09-14,01:30,Cow_4,6,7,2,33.0,Clear
2022-09-14,01:30,Cow_5,14,1,0,33.0,Clear
2022-09-14,01:30,Cow_6,15,0,0,33.0,Clear
2022-09-14,01:30,Cow_7,10,5,0,33.0,Clear
2022-09-14,01:30,Cow_8,12,1,2,33.0,Clear
2022-09-14,01:30,Cow_9,14,1,0,33.0,Clear
2022-09-14,01:30,Cow_10,14,0,1,33.0,Clear
2022-09-14,01:45,Cow_1,3,10,2,30.9,Clear
2022-09-14,01:45,Cow_2,6,4,5,30.9,Clear
2022-09-14,01:45,Cow_3,2,8,5,30.9,Clear
2022-09-14,01:45,Cow_4,4,0,11,30.9,Clear
2022-09-14,01:45,Cow_5,3,2,10,30.9,Clear
2022-09-14,01:45,Cow_6,0,2,13,30.9,Clear
2022-09-14,01:45,Cow_7,14,0,1,30.9,Clear
2022-09-14,01:45,Cow_8,14,1,0,30.9,Clear
2022-09-14,01:45,Cow_9,1,1,13,30.9,Clear
2022-09-14,01:45,Cow_10,7,5,3,30.9,Clear
2022-09-14,02:00,Cow_1,3,9,3,30.7,Rainy
2022-09-14,02:00,Cow_2,11,0,4,30.7,Rainy
2022-09-14,02:00,Cow_3,6,2,7,30.7,Rainy
2022-09-14,02:00,Cow_4,10,1,4,30.7,Rainy
2022-09-14,02:00,Cow_5,2,6,7,30.7,Rainy
2022-09-14,02:00,Cow_6,2,7,6,30.7,Rainy
2022-09-14,02:00,Cow_7,2,6,7,30.7,Rainy
2022-09-14,02:00,Cow_8,1,7,7,30.7,Rainy
2022-09-14,02:00,Cow_9,1,12,2,30.7,Rainy
2022-09-14,02:00,Cow_10,7,6,2,30.7,Rainy
