Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2022-12-28,00:00,Cow_1,0,11,4,34.8,Clear,
2022-12-28,00:00,Cow_2,14,0,1,34.8,Clear,
2022-12-28,00:00,Cow_3,5,2,8,34.8,Clear,
2022-12-28,00:00,Cow_4,9,4,2,34.8,Clear,
2022-12-28,00:00,Cow_5,14,1,0,34.8,Clear,
2022-12-28,00:00,Cow_6,15,0,0,34.8,Clear,
2022-12-28,00:00,Cow_7,3,3,9,34.8,Clear,
2022-12-28,00:00,Cow_8,3,5,7,34.8,Clear,
2022-12-28,00:00,Cow_9,10,3,2,34.8,Clear,
2022-12-28,00:00,Cow_10,1,8,6,34.8,Clear,
2022-12-28,00:15,Cow_1,2,11,2,29.2,Sunny,
2022-12-28,00:15,Cow_2,5,0,10,29.2,Sunny,
2022-12-28,00:15,Cow_3,15,0,0,29.2,Sunny,
2022-12-28,00:15,Cow_4,15,0,0,29.2,Sunny,
2022-12-28,00:15,Cow_5,15,0,0,29.2,Sunny,
2022-12-28,00:15,Cow_6,3,8,4,29.2,Sunny,
2022-12-28,00:15,Cow_7,7,2,6,29.2,Sunny,
2022-12-28,00:15,Cow_8,0,5,10,29.2,Sunny,
2022-12-28,00:15,Cow_9,6,2,7,29.2,Sunny,
2022-12-28,00:15,Cow_10,15,0,0,29.2,Sunny,
2022-12-28,00:30,Cow_1,7,7,1,25.1,Cloudy,
2022-12-28,00:30,Cow_2,8,7,0,25.1,Cloudy,
2022-12-28,00:30,Cow_3,0,8,7,25.1,Cloudy,
2022-12-28,00:30,Cow_4,12,0,3,25.1,Cloudy,
2022-12-28,00:30,Cow_5,3,0,12,25.1,Cloudy,
2022-12-28,00:30,Cow_6,7,0,8,25.1,Cloudy,
2022-12-28,00:30,Cow_7,4,7,4,25.1,Cloudy,
2022-12-28,00:30,Cow_8,2,1,12,25.1,Cloudy,
2022-12-28,00:30,Cow_9,5,2,8,25.1,Cloudy,
2022-12-28,00:30,Cow_10,10,3,2,25.1,Cloudy,
2022-12-28,00:45,Cow_1,1,3,11,32.8,Clear,
2022-12-28,00:45,Cow_2,9,5,1,32.8,Clear,
2022-12-28,00:45,Cow_3,13,2,0,32.8,Clear,
2022-12-28,00:45,Cow_4,10,1,4,32.8,Clear,
2022-12-28,00:45,Cow_5,7,5,3,32.8,Clear,
2022-12-28,00:45,Cow_6,8,0,7,32.8,Clear,
2022-12-28,00:45,Cow_7,1,3,11,32.8,Clear,
2022-12-28,00:45,Cow_8,1,1,13,32.8,Clear,
2022-12-28,00:45,Cow_9,13,1,1,32.8,Clear,
2022-12-28,00:45,Cow_10,10,1,4,32.8,Clear,
2022-12-28,01:00,Cow_1,5,6,4,30.8,Clear,
2022-12-28,01:00,Cow_2,13,1,1,30.8,Clear,
2022-12-28,01:00,Cow_3,2,10,3,30.8,Clear,
2022-12-28,01:00,Cow_4,2,11,2,30.8,Clear,
2022-12-28,01:00,Cow_5,6,4,5,30.8,Clear,
2022-12-28,01:00,Cow_6,9,1,5,30.8,Clear,
2022-12-28,01:00,Cow_7,10,4,1,30.8,Clear,
2022-12-28,01:00,Cow_8,12,3,0,30.8,Clear,
2022-12-28,01:00,Cow_9,13,2,0,30.8,Clear,
2022-12-28,01:00,Cow_10,14,1,0,30.8,Clear,
2022-12-28,01:15,Cow_1,15,0,0,33.3,Clear,
2022-12-28,01:15,Cow_2,6,4,5,33.3,Clear,
2022-12-28,01:15,Cow_3,14,0,1,33.3,Clear,
2022-12-28,01:15,Cow_4,14,0,1,33.3,Clear,
2022-12-28,01:15,Cow_5,1,0,14,33.3,Clear,
2022-12-28,01:15,Cow_6,13,2,0,33.3,Clear,
2022-12-28,01:15,Cow_7,15,0,0,33.3,Clear,
2022-12-28,01:15,Cow_8,13,0,2,33.3,Clear,
2022-12-28,01:15,Cow_9,4,6,5,33.3,Clear,
2022-12-28,01:15,Cow_10,1,7,7,33.3,Clear,
2022-12-28,01:30,Cow_1,15,0,0,32.3,Rainy,
2022-12-28,01:30,Cow_2,1,6,8,32.3,Rainy,
2022-12-28,01:30,Cow_3,1,11,3,32.3,Rainy,
2022-12-28,01:30,Cow_4,12,1,2,32.3,Rainy,
2022-12-28,01:30,Cow_5,5,1,9,32.3,Rainy,
2022-12-28,01:30,Cow_6,11,1,3,32.3,Rainy,
2022-12-28,01:30,Cow_7,1,13,1,32.3,Rainy,
2022-12-28,01:30,Cow_8,0,2,13,32.3,Rainy,
2022-12-28,01:30,Cow_9,11,1,3,32.3,Rainy,
2022-12-28,01:30,Cow_10,6,4,5,32.3,Rainy,
2022-12-28,01:45,Cow_1,10,1,4,34.0,Cloudy,
2022-12-28,01:45,Cow_2,2,4,9,34.0,Cloudy,
2022-12-28,01:45,Cow_3,9,3,3,34.0,Cloudy,
