Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-04-12,00:00,Cow_1,12,0,4,0,25.8,Clear,Field C
2022-04-12,00:00,Cow_2,10,0,5,0,25.8,Clear,Field B
2022-04-12,00:00,Cow_3,9,1,5,0,25.8,Clear,Field B
2022-04-12,00:00,Cow_4,9,1,5,0,25.8,Clear,Field B
2022-04-12,00:00,Cow_5,0,0,0,15,25.8,Clear,Field B
2022-04-12,00:00,Cow_6,8,1,6,0,25.8,Clear,Field A
2022-04-12,00:00,Cow_7,12,0,6,0,25.8,Clear,Field C
2022-04-12,00:00,Cow_8,12,0,5,0,25.8,Clear,Field C
2022-04-12,00:00,Cow_9,9,1,5,0,25.8,Clear,Field B
2022-04-12,00:00,Cow_10,8,2,5,0,25.8,Clear,Field C
2022-04-12,00:15,Cow_1,9,1,5,0,26.3,Rainy,Field C
2022-04-12,00:15,Cow_2,12,0,6,0,26.3,Rainy,Field A
2022-04-12,00:15,Cow_3,10,0,6,0,26.3,Rainy,Field B
2022-04-12,00:15,Cow_4,9,0,6,0,26.3,Rainy,Field A
2022-04-12,00:15,Cow_5,8,3,4,0,26.3,Rainy,Field C
2022-04-12,00:15,Cow_6,9,1,5,0,26.3,Rainy,Field A
2022-04-12,00:15,Cow_7,12,0,5,0,26.3,Rainy,Field C
2022-04-12,00:15,Cow_8,10,1,4,0,26.3,Rainy,Field B
2022-04-12,00:15,Cow_9,10,1,4,0,26.3,Rainy,Field B
2022-04-12,00:15,Cow_10,9,2,4,0,26.3,Rainy,Field B
2022-04-12,00:30,Cow_1,8,3,4,0,31.6,Sunny,Field A
2022-04-12,00:30,Cow_2,9,1,5,0,31.6,Sunny,Field C
2022-04-12,00:30,Cow_3,12,0,5,0,31.6,Sunny,Field B
2022-04-12,00:30,Cow_4,12,0,6,0,31.6,Sunny,Field A
2022-04-12,00:30,Cow_5,9,2,4,0,31.6,Sunny,Field B
2022-04-12,00:30,Cow_6,0,0,0,15,31.6,Sunny,Field A
2022-04-12,00:30,Cow_7,10,0,5,0,31.6,Sunny,Field C
2022-04-12,00:30,Cow_8,9,1,5,0,31.6,Sunny,Field A
2022-04-12,00:30,Cow_9,11,0,5,0,31.6,Sunny,Field C
2022-04-12,00:30,Cow_10,8,2,5,0,31.6,Sunny,Field C
2022-04-12,00:45,Cow_1,9,2,4,0,31.4,Rainy,Field A
2022-04-12,00:45,Cow_2,8,3,4,0,31.4,Rainy,Field A
2022-04-12,00:45,Cow_3,9,1,5,0,31.4,Rainy,Field A
2022-04-12,00:45,Cow_4,11,0,6,0,31.4,Rainy,Field A
2022-04-12,00:45,Cow_5,11,0,4,0,31.4,Rainy,Field C
2022-04-12,00:45,Cow_6,8,1,6,0,31.4,Rainy,Field C
2022-04-12,00:45,Cow_7,8,2,5,0,31.4,Rainy,Field A
2022-04-12,00:45,Cow_8,12,0,5,0,31.4,Rainy,Field A
2022-04-12,00:45,Cow_9,10,1,4,0,31.4,Rainy,Field C
2022-04-12,00:45,Cow_10,10,1,4,0,31.4,Rainy,Field B
2022-04-12,01:00,Cow_1,12,0,5,0,31.0,Rainy,Field A
2022-04-12,01:00,Cow_2,8,3,4,0,31.0,Rainy,Field C
2022-04-12,01:00,Cow_3,8,3,4,0,31.0,Rainy,Field C
2022-04-12,01:00,Cow_4,9,0,6,0,31.0,Rainy,Field A
2022-04-12,01:00,Cow_5,11,0,4,0,31.0,Rainy,Field B
2022-04-12,01:00,Cow_6,8,3,4,0,31.0,Rainy,Field C
2022-04-12,01:00,Cow_7,12,0,5,0,31.0,Rainy,Field C
2022-04-12,01:00,Cow_8,8,1,6,0,31.0,Rainy,Field B
2022-04-12,01:00,Cow_9,8,2,5,0,31.0,Rainy,Field C
2022-04-12,01:00,Cow_10,11,0,5,0,31.0,Rainy,Field B
2022-04-12,01:15,Cow_1,9,0,6,0,29.5,Clear,Field A
2022-04-12,01:15,Cow_2,10,0,6,0,29.5,Clear,Field C
2022-04-12,01:15,Cow_3,12,0,6,0,29.5,Clear,Field C
2022-04-12,01:15,Cow_4,11,0,4,0,29.5,Clear,Field B
2022-04-12,01:15,Cow_5,11,0,5,0,29.5,Clear,Field C
2022-04-12,01:15,Cow_6,10,0,6,0,29.5,Clear,Field C
2022-04-12,01:15,Cow_7,12,0,6,0,29.5,Clear,Field B
2022-04-12,01:15,Cow_8,8,3,4,0,29.5,Clear,Field C
2022-04-12,01:15,Cow_9,12,0,4,0,29.5,Clear,Field A
2022-04-12,01:15,Cow_10,10,0,6,0,29.5,Clear,Field B
2022-04-12,01:30,Cow_1,10,0,6,0,31.0,Clear,Field B
2022-04-12,01:30,Cow_2,8,2,5,0,31.0,Clear,Field B
2022-04-12,01:30,Cow_3,10,1,4,0,31.0,Clear,Field C
2022-04-12,01:30,Cow_4,11,0,6,0,31.0,Clear,Field A
2022-04-12,01:30,Cow_5,9,0,6,0,31.0,Clear,Field A
2022-04-12,01:30,Cow_6,9,2,4,0,31.0,Clear,Field C
2022-04-12,01:30,Cow_7,10,1,4,0,31.0,Clear,Field A
2022-04-12,01:30,Cow_8,11,0,4,0,31.0,Clear,Field B
2022-04-12,01:30,Cow_9,8,2,5,0,31.0,Clear,Field A
2022-04-12,01:30,Cow_10,8,2,5,0,31.0,Clear,Field B
2022-04-12,01:45,Cow_1,9,1,5,0,29.4,Sunny,Field C
2022-04-12,01:45,Cow_2,0,0,0,15,29.4,Sunny,Field A
2022-04-12,01:45,Cow_3,9,2,4,0,29.4,Sunny,Field B
2022-04-12,01:45,Cow_4,11,0,6,0,29.4,Sunny,Field C
2022-04-12,01:45,Cow_5,11,0,5,0,29.4,Sunny,Field A
2022-04-12,01:45,Cow_6,9,1,5,0,29.4,Sunny,Field A
2022-04-12,01:45,Cow_7,0,0,0,15,29.4,Sunny,Field A
2022-04-12,01:45,Cow_8,10,1,4,0,29.4,Sunny,Field C
2022-04-12,01:45,Cow_9,11,0,6,0,29.4,Sunny,Field B
2022-04-12,01:45,Cow_10,0,0,0,15,29.4,Sunny,Field A
2022-04-12,02:00,Cow_1,11,0,5,0,33.6,Sunny,Field A
