Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Temperature (°C),Weather Condition,Notes
2024-02-27,00:00,Cow_1,2,7,6,25.6,Cloudy,
2024-02-27,00:00,Cow_2,2,1,12,25.6,Cloudy,
2024-02-27,00:00,Cow_3,9,0,6,25.6,Cloudy,
2024-02-27,00:00,Cow_4,1,4,10,25.6,Cloudy,
2024-02-27,00:00,Cow_5,13,0,2,25.6,Cloudy,
2024-02-27,00:00,Cow_6,5,2,8,25.6,Cloudy,
2024-02-27,00:00,Cow_7,13,0,2,25.6,Cloudy,
2024-02-27,00:00,Cow_8,2,9,4,25.6,Cloudy,
2024-02-27,00:00,Cow_9,11,0,4,25.6,Cloudy,
2024-02-27,00:00,Cow_10,10,3,2,25.6,Cloudy,
2024-02-27,00:15,Cow_1,15,0,0,26.4,Sunny,
2024-02-27,00:15,Cow_2,14,0,1,26.4,Sunny,
2024-02-27,00:15,Cow_3,8,4,3,26.4,Sunny,
2024-02-27,00:15,Cow_4,12,2,1,26.4,Sunny,
2024-02-27,00:15,Cow_5,7,7,1,26.4,Sunny,
2024-02-27,00:15,Cow_6,14,1,0,26.4,Sunny,
2024-02-27,00:15,Cow_7,1,1,13,26.4,Sunny,
2024-02-27,00:15,Cow_8,3,11,1,26.4,Sunny,
2024-02-27,00:15,Cow_9,6,4,5,26.4,Sunny,
2024-02-27,00:15,Cow_10,9,3,3,26.4,Sunny,
2024-02-27,00:30,Cow_1,12,1,2,34.9,Cloudy,
2024-02-27,00:30,Cow_2,1,1,13,34.9,Cloudy,
2024-02-27,00:30,Cow_3,0,13,2,34.9,Cloudy,
2024-02-27,00:30,Cow_4,9,2,4,34.9,Cloudy,
2024-02-27,00:30,Cow_5,9,5,1,34.9,Cloudy,
2024-02-27,00:30,Cow_6,14,1,0,34.9,Cloudy,
2024-02-27,00:30,Cow_7,2,6,7,34.9,Cloudy,
2024-02-27,00:30,Cow_8,14,0,1,34.9,Cloudy,
2024-02-27,00:30,Cow_9,11,1,3,34.9,Cloudy,
2024-02-27,00:30,Cow_10,8,6,1,34.9,Cloudy,
2024-02-27,00:45,Cow_1,6,5,4,25.1,Cloudy,
2024-02-27,00:45,Cow_2,2,7,6,25.1,Cloudy,
2024-02-27,00:45,Cow_3,3,11,1,25.1,Cloudy,
2024-02-27,00:45,Cow_4,14,1,0,25.1,Cloudy,
2024-02-27,00:45,Cow_5,13,0,2,25.1,Cloudy,
2024-02-27,00:45,Cow_6,1,13,1,25.1,Cloudy,
2024-02-27,00:45,Cow_7,2,6,7,25.1,Cloudy,
2024-02-27,00:45,Cow_8,15,0,0,25.1,Cloudy,
2024-02-27,00:45,Cow_9,1,7,7,25.1,Cloudy,
2024-02-27,00:45,Cow_10,10,5,0,25.1,Cloudy,
2024-02-27,01:00,Cow_1,3,10,2,25.1,Sunny,
2024-02-27,01:00,Cow_2,11,3,1,25.1,Sunny,
2024-02-27,01:00,Cow_3,0,5,10,25.1,Sunny,
2024-02-27,01:00,Cow_4,13,0,2,25.1,Sunny,
2024-02-27,01:00,Cow_5,5,8,2,25.1,Sunny,
2024-02-27,01:00,Cow_6,8,1,6,25.1,Sunny,
2024-02-27,01:00,Cow_7,3,12,0,25.1,Sunny,
2024-02-27,01:00,Cow_8,8,4,3,25.1,Sunny,
2024-02-27,01:00,Cow_9,1,4,10,25.1,Sunny,
2024-02-27,01:00,Cow_10,5,7,3,25.1,Sunny,
