Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2022-12-29,00:00,Cow_1,14,0,7,0,33.5,Clear,Field A
2022-12-29,00:00,Cow_2,1,9,5,0,33.5,Clear,Field C
2022-12-29,00:00,Cow_3,6,5,4,0,33.5,Clear,Field C
2022-12-29,00:00,Cow_4,9,3,3,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_5,5,4,6,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_6,1,8,6,0,33.5,Clear,Field A
2022-12-29,00:00,Cow_7,11,0,5,0,33.5,Clear,Field C
2022-12-29,00:00,Cow_8,1,10,4,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_9,12,9,0,0,33.5,Clear,Field A
2022-12-29,00:00,Cow_10,13,0,3,0,33.5,Clear,Field A
2022-12-29,00:00,Cow_11,6,2,7,0,33.5,Clear,Field A
2022-12-29,00:00,Cow_12,3,4,8,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_13,13,0,7,0,33.5,Clear,Field A
2022-12-29,00:00,Cow_14,10,0,8,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_15,5,8,2,0,33.5,Clear,Field A
2022-12-29,00:00,Cow_16,0,8,8,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_17,0,0,0,15,33.5,Clear,Field A
2022-12-29,00:00,Cow_18,10,0,6,0,33.5,Clear,Field C
2022-12-29,00:00,Cow_19,5,6,4,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_20,6,5,4,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_21,8,3,4,0,33.5,Clear,Field A
2022-12-29,00:00,Cow_22,1,7,7,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_23,12,3,0,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_24,14,0,8,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_25,8,8,0,0,33.5,Clear,Field C
2022-12-29,00:00,Cow_26,7,3,5,0,33.5,Clear,Field B
2022-12-29,00:00,Cow_27,12,0,3,0,33.5,Clear,Field A
