Date,Time,Cow ID,Lying Time (min),Standing Time (min),Eating Time (min),Not Recognized (min),Temperature (°C),Weather Condition,Camera Field
2024-08-05,00:00,Cow_1,0,10,8,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_2,5,8,2,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_3,12,0,3,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_4,14,0,4,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_5,8,0,7,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_6,10,2,3,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_7,1,7,7,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_8,6,5,4,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_9,6,3,6,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_10,12,0,6,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_11,12,9,0,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_12,0,10,6,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_13,3,9,3,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_14,0,9,8,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_15,14,8,0,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_16,5,3,7,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_17,14,0,7,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_18,11,7,0,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_19,4,5,6,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_20,6,3,6,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_21,6,5,4,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_22,9,0,7,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_23,9,3,3,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_24,6,10,0,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_25,9,0,7,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_26,12,1,2,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_27,5,4,6,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_28,6,3,6,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_29,12,7,0,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_30,0,0,0,15,30.9,Clear,Field A
2024-08-05,00:00,Cow_31,6,5,4,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_32,12,0,6,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_33,4,7,4,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_34,11,0,6,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_35,5,5,5,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_36,14,0,7,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_37,7,5,3,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_38,10,8,0,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_39,11,0,8,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_40,4,3,8,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_41,7,4,4,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_42,10,9,0,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_43,7,3,5,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_44,12,6,0,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_45,2,7,6,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_46,0,0,0,15,30.9,Clear,Field A
2024-08-05,00:00,Cow_47,6,9,0,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_48,14,4,0,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_49,5,4,6,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_50,8,3,4,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_51,6,6,3,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_52,7,3,5,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_53,0,10,7,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_54,7,2,6,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_55,9,1,5,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_56,4,5,6,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_57,8,0,7,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_58,12,0,6,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_59,0,10,5,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_60,0,8,7,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_61,6,4,5,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_62,0,0,0,15,30.9,Clear,Field C
2024-08-05,00:00,Cow_63,9,10,0,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_64,10,9,0,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_65,5,6,4,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_66,7,9,0,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_67,8,5,2,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_68,6,3,6,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_69,5,2,8,0,30.9,Clear,Field A
2024-08-05,00:00,Cow_70,11,6,0,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_71,3,9,3,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_72,9,3,3,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_73,7,1,7,0,30.9,Clear,Field C
2024-08-05,00:00,Cow_74,1,6,8,0,30.9,Clear,Field B
2024-08-05,00:00,Cow_75,11,3,1,0,30.9,Clear,Field C
